prompt_idx,sample_idx,target_label,arm,judged_label,hit_target,clf_self_label,span_nll,text
3,0,0,unguided,1,0,0,9.03092098236084,The cityThe perform of a childaracts are rarely achieved very quickly—this is the performance of a child
3,1,0,unguided,1,0,1,9.685664176940918,"The city, who we selectTheThest Out Of ThestThe city has a peaceful security force, who"
3,2,0,unguided,1,0,1,7.980262756347656,The city’s drug community  Perhaps (the theme) captures the craftsman's power in the
3,3,0,unguided,0,1,0,3.3841617107391357,The cityWashashashashashashashashashashashashashashashashashashash
3,4,0,unguided,1,0,0,8.017315864562988,The city titled “Fernando Subro” opened “Fernando Subro in�
3,5,0,unguided,1,0,0,8.960798263549805,The city of the 10-14 the 15-15-14 it did exist in a situation when he says
3,6,0,unguided,1,0,1,7.899814128875732,The city-of-London  home to approximately 1.9-New Yorkers in Brooklyn less-powered
3,7,0,unguided,1,0,1,7.433267116546631,"The city of restraint and brick made calls to of Wichita,>The city of restraint and brick made calls to"
3,8,0,unguided,1,0,1,6.824258327484131,The city of this blog makes it relatively easy to see how tourism is perceived as a threat and how it works
3,9,0,unguided,0,1,0,7.5719313621521,"The city on defensive, when the city's contract for making a Super Bowl will cripple everyone else's business"
3,10,0,unguided,0,1,0,7.482701301574707,"The city is predominantly from fuels, both petroleum and carbon dioxide.The cityThe city has the alcohol, the"
3,11,0,unguided,1,0,0,3.963778018951416,The city of the place....The new place....the city of the place....The new place....the city
3,12,0,unguided,1,0,1,5.449915409088135,"The city's bond values rose, 63 percent compared to the city's fiscal year.According to the city,"
3,13,0,unguided,1,0,0,8.367262840270996,"The city had allowed the state's most extensive arms sales since late December. To keepIn state control, pal"
3,14,0,unguided,1,0,0,6.98396635055542,"The city of Aegis, the AegisAnd 1050The city of Aegis, 1050 Aegis, 10"
3,15,0,unguided,1,0,1,7.672166347503662,"The city in which, family livesFifteen years ago, today, HisJob completed.His family members"
3,16,0,unguided,1,0,0,9.030731201171875,"The city of Cleveland could have another racial punch on the country this years' white supremacist card, not be"
3,17,0,unguided,1,0,0,8.944032669067383,The city of Delhi is and moves against it of a black conspiracy are flying high. II propose to acquire
3,18,0,unguided,0,1,0,7.397003173828125,The city of CentraliaThe city of Centralia the natural side of the city.760101 1973 30
3,19,0,unguided,0,1,0,8.035906791687012,"The city would really try to design its ITS, as well as ITS, when it comes to gather with ITS"
3,0,0,guided,0,1,0,10.188185691833496,The city's planners do hat revision of its road trip mixed a lot. The whole state did very poor political
3,1,0,guided,0,1,1,7.5860748291015625,"The city ofFLQ doesn't think ideology's super, it doesn't think ideology's very sexy at all"
3,2,0,guided,0,1,0,7.25502347946167,"The city thinks, L.I.—This is the same as the outside one.... causes things"
3,3,0,guided,0,1,0,9.706249237060547,"The city may take a spiritual moment and gain momentum, Amar said, but the claim forsakes state political dimension"
3,4,0,guided,1,0,0,11.607358932495117,The city undertook complex $$$ change based on par law fire chapters;This remain to monitor pace pace pace pace
3,5,0,guided,0,1,0,7.6498565673828125,The city of Westhampton are planning to tie up streets inBondripe_6_3_
3,6,0,guided,1,0,0,11.58117389678955,The city-indheres decide- would to air 7pm (Armati): Each/BBC/Alba
3,7,0,guided,0,1,0,12.208913803100586,"The city's walls and low-flying aircraft O manned viewsThe fools attained Athens wants pardonments presidential helicopters,"
3,8,0,guided,1,0,0,9.729968070983887,"The city's resident ""collabor operators"""" have been offering Paris-Béonotype housing as outreach"
3,9,0,guided,1,0,1,13.888521194458008,"The city mayor significant grant incentive keeps Anglicath upon take matters non/ competing church Constitution Today solemnnergizes,"
3,10,0,guided,0,1,1,13.904156684875488,The city's visa program was traditionally used joint convention system undercoverhound lines.--875nd Danny Stewart believes trains die
3,11,0,guided,0,1,1,10.508376121520996,"The city's largest caretaker"" may be totally non-cooperating 46.46 SHARES Thaaa 54"
3,12,0,guided,1,0,0,4.531233310699463,"The city ofWallace is located in the United States and has metropolitan area of more than 16,000 square"
3,13,0,guided,1,0,0,7.656177520751953,The city of Rochester.  One or TwoAerial by 4K or more. One or TwoA
3,14,0,guided,0,1,0,8.955168724060059,"The city of Sacramento had fewer than 39 housing homes March 13- 2003, since the Legislature doesn't release figures"
3,15,0,guided,1,0,0,7.963651180267334,The city’s bus route (in fact itself) is now a question of which followed in each case
3,16,0,guided,1,0,0,5.643540382385254,"The city has built approximately 120 new industrial properties, averaging around five million per year, over the last 75 years"
3,17,0,guided,0,1,0,11.268507957458496,"The city was capitalKeating Stargardt dismissed, Voyager 3 was unmodified The giantsTheEgotThe"
3,18,0,guided,0,1,0,12.617319107055664,The city of him Sm [cityAlabama]. Seems to have Matthew Dow's threat of allegiance [quite)
3,19,0,guided,1,0,0,10.63244342803955,The city fa-mer barriers:05:12 Canadian Broadcasting Service  Firework remained closed in Vancouver North
3,0,1,unguided,1,1,0,10.003094673156738,"The city of the Dallas file guide. Here's what'd happen about ""Bosh: complain of filing process"
3,1,1,unguided,1,1,1,8.932074546813965,The city and all the city who joined the city in their palace of Mad Max andThe city rife and its
3,2,1,unguided,1,1,0,7.623204231262207,"The city has taken my directions. ""The position east is known."" And. ""The city takes my directions"
3,3,1,unguided,0,0,0,8.95589542388916,The city of Buffalo is tied with Nevada for attempts in the one-stop sport department to hire more than re
3,4,1,unguided,1,1,0,7.264595985412598,The city size of the country is relatively small and home to schools such as Kadylinoff along with
3,5,1,unguided,1,1,0,6.960727691650391,"The city plans to expand, including Washington, D.C. forThe city 2015 planned, exciting and empowered"
3,6,1,unguided,1,1,0,4.8822526931762695,The city's own policies with a reference to drug policy  The city's own policies with a reference to
