sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
0,3,hybrid_small,388,2366,0,1,0.6040651202201843,2.0
6,8,hybrid_small,385,323,0,1,0.012195523828268051,14.0
12,21,hybrid_small,520,520,1,1,-5.960464477539063e-08,56.0
18,13,hybrid_small,3936,11867,0,0,0.00122352025937289,28.0
24,6,hybrid_small,5093,5093,1,1,2.6076918402395677e-08,22.0
30,32,hybrid_small,287,287,1,1,1.4901161193847656e-08,100.0
36,15,hybrid_small,287,287,1,1,-3.1886929718893953e-07,100.0
42,36,hybrid_small,15761,24718,0,0,0.0012522144243121147,38.0
48,4,hybrid_small,8825,8825,1,1,-2.365368345635943e-08,18.0
54,5,hybrid_small,543,326,0,1,0.3951590359210968,94.0
60,21,hybrid_small,11251,5,0,0,7.840780258178711,44.0
66,9,hybrid_small,1318,1318,1,1,-2.4158453015843406e-10,100.0
72,1,hybrid_small,1866,8549,0,0,6.215601921081543,2.0
78,4,hybrid_small,784,2813,0,0,6.763072967529297,26.0
84,4,hybrid_small,784,930,0,0,4.460641860961914,22.0
90,10,hybrid_small,796,796,1,1,-6.095092430769e-09,46.0
96,13,hybrid_small,796,0,0,1,3.309260606765747,14.0
102,5,hybrid_small,1547,666,0,0,10.017718315124512,14.0
108,9,hybrid_small,355,355,1,1,-2.9787770472466946e-08,100.0
114,8,hybrid_small,313,313,1,1,2.2351741790771484e-08,42.0
120,27,hybrid_small,2488,31,0,1,2.6912074089050293,56.0
126,15,hybrid_small,383,770,0,1,1.4347039461135864,82.0
132,32,hybrid_small,509,768,0,0,18.024751663208008,10.0
138,8,hybrid_small,416,351,0,0,1.0391777753829956,32.0
144,16,hybrid_small,3104,3132,0,0,0.0035657547414302826,14.0
150,3,hybrid_small,1071,1071,1,1,1.3969838619232178e-08,64.0
156,20,hybrid_small,1918,4028,0,1,0.017011255025863647,18.0
162,1,hybrid_small,796,28,0,1,6.716436862945557,30.0
168,3,hybrid_small,3596,3596,1,1,1.0011717677116394e-08,28.0
174,3,hybrid_small,318,318,1,1,-2.9802322387695312e-08,58.0
180,1,hybrid_small,796,796,1,1,-3.096647560596466e-08,74.0
186,3,hybrid_small,3394,837,0,0,9.32597827911377,14.0
192,6,hybrid_small,11445,6337,0,0,4.298159122467041,24.0
198,13,hybrid_small,796,796,1,1,2.514570951461792e-08,34.0
