sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
2,2,left_conditional,286,286,1,1,4.470348358154297e-08,98.0
2,2,dls_policy,286,2361,0,1,6.277359962463379,nan
2,2,dls_random,286,21721,0,1,0.6453677415847778,nan
8,7,left_conditional,416,416,1,1,6.186121481732698e-08,82.0
8,7,dls_policy,416,3830,0,1,8.399700164794922,nan
8,7,dls_random,416,35297,0,1,9.721197128295898,nan
14,4,left_conditional,5567,15016,0,1,0.9755563735961914,40.0
14,4,dls_policy,5567,36397,0,1,2.491392135620117,nan
14,4,dls_random,5567,39534,0,1,0.9548346996307373,nan
20,14,left_conditional,5093,4539,0,0,7.381202220916748,16.0
20,14,dls_policy,5093,23612,0,0,8.898448944091797,nan
20,14,dls_random,5093,5704,0,0,7.959192276000977,nan
26,8,left_conditional,10350,1400,0,0,12.359933853149414,6.0
26,8,dls_policy,10350,14657,0,0,9.700274467468262,nan
26,8,dls_random,10350,6208,0,0,7.18013858795166,nan
32,7,left_conditional,13,13,1,1,-7.449727945640916e-09,100.0
32,7,dls_policy,13,23286,0,1,6.857624530792236,nan
32,7,dls_random,13,18351,0,1,6.086379051208496,nan
38,7,left_conditional,13922,9918,0,0,0.5782333612442017,8.0
38,7,dls_policy,13922,38922,0,0,1.0114845037460327,nan
38,7,dls_random,13922,38922,0,0,1.0114845037460327,nan
44,8,left_conditional,24414,26539,0,0,0.015156097710132599,46.0
44,8,dls_policy,24414,49292,0,0,0.3352776765823364,nan
44,8,dls_random,24414,6944,0,0,0.07378220558166504,nan
50,2,left_conditional,4074,3288,0,0,17.17532730102539,4.0
50,2,dls_policy,4074,19517,0,0,14.559609413146973,nan
50,2,dls_random,4074,19517,0,0,14.559609413146973,nan
56,8,left_conditional,42328,262,0,0,11.883034706115723,26.0
56,8,dls_policy,42328,28328,0,0,12.320319175720215,nan
56,8,dls_random,42328,8016,0,0,12.629579544067383,nan
62,13,left_conditional,837,286,0,0,14.951065063476562,94.0
62,13,dls_policy,837,35073,0,0,4.556460857391357,nan
62,13,dls_random,837,7857,0,0,8.958425521850586,nan
68,20,left_conditional,2168,1923,0,1,0.005686433054506779,68.0
68,20,dls_policy,2168,41245,0,1,3.719667911529541,nan
68,20,dls_random,2168,49023,0,1,0.029993033036589622,nan
74,45,left_conditional,45714,537,0,0,13.634953498840332,10.0
74,45,dls_policy,45714,784,0,0,9.613263130187988,nan
74,45,dls_random,45714,784,0,0,9.613263130187988,nan
80,1,left_conditional,9368,1362,0,0,8.69070053100586,16.0
80,1,dls_policy,9368,7072,0,0,13.594108581542969,nan
80,1,dls_random,9368,4333,0,0,4.289790153503418,nan
86,7,left_conditional,31093,5920,0,0,10.395133018493652,12.0
86,7,dls_policy,31093,43,0,0,4.032005786895752,nan
86,7,dls_random,31093,20048,0,0,8.169479370117188,nan
92,8,left_conditional,8699,13242,0,0,3.4585461616516113,0.0
92,8,dls_policy,8699,13242,0,0,3.4585461616516113,nan
92,8,dls_random,8699,37166,0,0,1.9175794124603271,nan
98,9,left_conditional,257,262,0,1,2.494131326675415,96.0
98,9,dls_policy,257,352,0,1,7.207003116607666,nan
98,9,dls_random,257,340,0,1,8.759000778198242,nan
104,4,left_conditional,784,1222,0,0,11.381397247314453,16.0
104,4,dls_policy,784,48172,0,0,8.970998764038086,nan
104,4,dls_random,784,18049,0,0,5.906293869018555,nan
110,5,left_conditional,282,282,1,1,-3.1014502077653106e-10,72.0
110,5,dls_policy,282,14706,0,1,4.582515239715576,nan
110,5,dls_random,282,291,0,1,1.99284029006958,nan
116,7,left_conditional,4539,4539,1,1,2.0099832909181714e-10,22.0
116,7,dls_policy,4539,6971,0,1,10.625062942504883,nan
116,7,dls_random,4539,27441,0,1,10.756946563720703,nan
122,18,left_conditional,1969,1363,0,0,0.037280499935150146,10.0
122,18,dls_policy,1969,21688,0,0,0.5114847421646118,nan
122,18,dls_random,1969,21688,0,0,0.5114847421646118,nan
128,9,left_conditional,290,290,1,1,2.561137080192566e-09,10.0
128,9,dls_policy,290,9029,0,1,9.81638240814209,nan
128,9,dls_random,290,47043,0,1,10.192299842834473,nan
134,1,left_conditional,10304,3287,0,0,1.5790183544158936,4.0
134,1,dls_policy,10304,10854,0,0,2.312882423400879,nan
134,1,dls_random,10304,837,0,0,7.387913227081299,nan
140,20,left_conditional,30685,636,0,0,6.0756683349609375,20.0
140,20,dls_policy,30685,35057,0,0,0.2309693694114685,nan
140,20,dls_random,30685,35057,0,0,0.2309693694114685,nan
146,24,left_conditional,1793,10851,0,1,0.0030698042828589678,64.0
146,24,dls_policy,1793,1395,0,1,5.956188201904297,nan
146,24,dls_random,1793,1395,0,1,5.956188201904297,nan
152,3,left_conditional,705,5230,0,0,15.73038101196289,62.0
152,3,dls_policy,705,24434,0,0,14.23974323272705,nan
152,3,dls_random,705,24434,0,0,14.23974323272705,nan
158,8,left_conditional,796,2625,0,0,7.795643329620361,40.0
158,8,dls_policy,796,43280,0,0,7.083869934082031,nan
158,8,dls_random,796,10249,0,0,5.863839149475098,nan
164,16,left_conditional,31526,2184,0,0,13.450321197509766,50.0
164,16,dls_policy,31526,20390,0,0,5.270049095153809,nan
164,16,dls_random,31526,12477,0,0,5.829614639282227,nan
170,7,left_conditional,1875,1875,1,1,2.612637217680458e-08,100.0
170,7,dls_policy,1875,16972,0,1,7.850414752960205,nan
170,7,dls_random,1875,3061,0,1,8.345324516296387,nan
176,3,left_conditional,3517,796,0,0,20.698808670043945,98.0
176,3,dls_policy,3517,18919,0,0,16.76496124267578,nan
176,3,dls_random,3517,42384,0,0,12.20823860168457,nan
182,4,left_conditional,263,286,0,0,8.098488807678223,72.0
