seq_id,loglik_base,loglik_tuned,mean_nexttok_kl
0,-175.984619140625,-212.15676879882812,1.084197759628296
1,-185.95469665527344,-224.88906860351562,1.1964936256408691
2,-136.65625,-183.38067626953125,0.7835859060287476
3,-142.77525329589844,-212.0146942138672,0.9119365811347961
4,-278.9552307128906,-369.148681640625,1.214158296585083
5,-119.176513671875,-148.5382843017578,1.0339763164520264
6,-177.34841918945312,-221.05738830566406,1.5127503871917725
7,-128.3835906982422,-141.29513549804688,1.152824878692627
8,-109.34133911132812,-126.23594665527344,1.211212396621704
9,-267.4809265136719,-311.17999267578125,1.0509305000305176
10,-159.49288940429688,-196.53363037109375,1.4397852420806885
11,-128.21554565429688,-162.2385711669922,1.502791404724121
12,-132.86424255371094,-161.60467529296875,1.562756061553955
13,-162.43853759765625,-173.67422485351562,1.9827322959899902
14,-132.44737243652344,-154.45852661132812,2.222834825515747
15,-164.771484375,-186.53948974609375,1.21414053440094
16,-72.84789276123047,-83.45808410644531,0.4267882704734802
17,-109.74327087402344,-115.50579833984375,1.6723603010177612
18,-161.86505126953125,-195.74356079101562,1.0939620733261108
19,-263.47381591796875,-309.02923583984375,1.3846826553344727
20,-153.3787841796875,-197.28152465820312,1.4382027387619019
21,-222.4130859375,-273.4256591796875,1.3576020002365112
22,-152.72021484375,-179.18182373046875,0.9940840601921082
23,-202.4778289794922,-244.16278076171875,1.3302491903305054
24,-138.53256225585938,-141.398681640625,1.264472484588623
25,-148.8333740234375,-158.6992645263672,1.303388237953186
26,-114.00724792480469,-149.38482666015625,1.0534716844558716
27,-135.8584442138672,-164.96432495117188,1.085046410560608
28,-114.8988037109375,-122.77838134765625,1.2032699584960938
29,-200.01828002929688,-221.17465209960938,0.7583754062652588
30,-112.37791442871094,-130.6688995361328,0.6036592125892639
31,-126.52314758300781,-141.22525024414062,1.6651889085769653
32,-263.43267822265625,-294.53692626953125,0.9167628884315491
33,-82.0078125,-107.549072265625,1.1677522659301758
34,-116.26459503173828,-151.87933349609375,1.0348552465438843
35,-113.65674591064453,-114.94332885742188,0.8364717364311218
36,-212.66925048828125,-286.9570617675781,1.6494402885437012
37,-175.12368774414062,-238.239990234375,1.5773757696151733
38,-113.0401840209961,-160.82310485839844,0.9842461347579956
39,-201.76283264160156,-234.50018310546875,1.1129612922668457
40,-234.48435974121094,-296.7200927734375,1.4441115856170654
41,-97.01819610595703,-108.70166015625,1.092950701713562
42,-97.14482879638672,-115.9815444946289,1.2948524951934814
43,-139.02752685546875,-153.18472290039062,0.8101797699928284
44,-224.55142211914062,-267.780517578125,1.5126886367797852
45,-172.226806640625,-187.11822509765625,0.7872234582901001
46,-259.7213134765625,-320.5699768066406,1.2803871631622314
47,-362.66400146484375,-405.14251708984375,1.5032246112823486
48,-215.52053833007812,-265.17254638671875,1.050638198852539
49,-232.87249755859375,-298.6083984375,1.609436273574829
50,-284.82916259765625,-307.4226989746094,1.3862661123275757
51,-96.42656707763672,-107.0399398803711,0.6733911037445068
52,-211.93663024902344,-261.7508850097656,1.033211588859558
53,-296.05859375,-359.91314697265625,1.785750389099121
54,-239.96942138671875,-279.9978332519531,0.6424205899238586
55,-90.5134506225586,-101.45840454101562,0.5121414065361023
56,-190.19732666015625,-210.1140594482422,1.0616625547409058
57,-124.0749282836914,-164.48953247070312,0.7658761143684387
58,-108.60591888427734,-129.8385009765625,2.1444509029388428
59,-250.35427856445312,-301.00531005859375,2.1646993160247803
60,-203.35585021972656,-247.49913024902344,1.7596408128738403
61,-144.61904907226562,-165.314453125,1.0112859010696411
62,-197.65725708007812,-243.69561767578125,0.689223051071167
63,-173.69918823242188,-203.81256103515625,1.2886598110198975
64,-140.10488891601562,-171.45375061035156,1.2153279781341553
65,-161.350830078125,-197.50299072265625,0.7012442350387573
66,-216.96334838867188,-296.784912109375,2.903951406478882
67,-168.3095703125,-198.53750610351562,0.8312440514564514
68,-263.2411804199219,-326.7851867675781,1.8775107860565186
69,-164.84930419921875,-211.83108520507812,1.1758108139038086
70,-102.84224700927734,-129.3839111328125,1.6142388582229614
71,-146.3725128173828,-187.41549682617188,1.2312729358673096
72,-169.1060333251953,-189.33914184570312,0.379475474357605
73,-205.49070739746094,-241.11834716796875,0.9500584006309509
74,-69.3566665649414,-76.04655456542969,0.6713342666625977
75,-115.08311462402344,-148.11526489257812,1.3427517414093018
76,-147.75375366210938,-174.08558654785156,1.650095820426941
77,-126.43421173095703,-146.9108428955078,2.116393566131592
78,-109.12417602539062,-120.129150390625,1.2959262132644653
79,-147.38157653808594,-155.42214965820312,1.3618285655975342
80,-152.4976348876953,-180.7549591064453,0.6134955883026123
81,-143.71853637695312,-165.38125610351562,0.7781502604484558
82,-153.18807983398438,-181.45767211914062,1.643286943435669
83,-125.81790161132812,-150.25840759277344,1.7586406469345093
84,-181.97824096679688,-217.21185302734375,0.4339303970336914
85,-129.4517822265625,-164.2115478515625,1.029120683670044
86,-327.328857421875,-343.0693359375,1.1735759973526
87,-72.82402801513672,-79.94481658935547,1.1854819059371948
88,-199.6378173828125,-237.17922973632812,0.7680883407592773
89,-85.90866088867188,-94.36454010009766,1.0399425029754639
90,-160.01119995117188,-175.72970581054688,1.0569885969161987
91,-228.39797973632812,-261.77215576171875,1.4907315969467163
92,-258.69989013671875,-297.1485290527344,0.9115323424339294
93,-112.42166137695312,-129.92018127441406,0.9605743885040283
94,-86.86743927001953,-92.77354431152344,0.8414410948753357
95,-242.12332153320312,-280.45489501953125,0.9339610934257507
96,-149.71914672851562,-167.903076171875,1.176798701286316
97,-216.88397216796875,-248.47561645507812,1.4792122840881348
98,-262.94384765625,-288.3180847167969,0.7970989942550659
99,-290.7439880371094,-332.26177978515625,1.2060095071792603
100,-141.26406860351562,-164.06082153320312,1.1515201330184937
101,-163.3652801513672,-177.40748596191406,0.7254689335823059
102,-252.1253662109375,-294.69757080078125,1.2882325649261475
103,-187.57554626464844,-211.53573608398438,1.0123385190963745
104,-269.68804931640625,-303.8150634765625,1.1003929376602173
105,-260.04656982421875,-283.5754089355469,1.131012201309204
106,-275.02166748046875,-318.4012756347656,0.9658304452896118
107,-328.133544921875,-357.90325927734375,1.437745451927185
108,-191.73562622070312,-233.07647705078125,1.114896535873413
109,-222.26084899902344,-250.08396911621094,1.1121635437011719
110,-196.41134643554688,-229.78985595703125,1.6186703443527222
111,-259.2669372558594,-320.7515563964844,1.6502243280410767
112,-216.92025756835938,-257.627197265625,1.2995414733886719
113,-171.81552124023438,-193.02105712890625,1.5068165063858032
114,-205.78829956054688,-231.98130798339844,1.0973414182662964
115,-351.602783203125,-434.4869079589844,1.5668865442276
116,-275.44915771484375,-300.7413330078125,1.4759634733200073
117,-226.74790954589844,-276.32672119140625,0.7958117723464966
118,-333.2713317871094,-368.0279235839844,0.801028311252594
119,-158.52890014648438,-164.25823974609375,1.1318758726119995
120,-171.09030151367188,-174.66973876953125,1.4576352834701538
121,-187.63841247558594,-193.7957763671875,0.9893497824668884
122,-155.13278198242188,-187.23974609375,1.6004561185836792
123,-138.504638671875,-179.2357177734375,1.4480853080749512
124,-175.23593139648438,-215.6332550048828,2.570643186569214
125,-294.2191162109375,-346.0897216796875,0.768273651599884
126,-104.36198425292969,-128.15582275390625,1.857057809829712
127,-356.4110107421875,-411.9739990234375,1.4562275409698486
128,-214.85073852539062,-259.4695129394531,0.6209475994110107
129,-169.75762939453125,-185.64419555664062,0.962672233581543
130,-197.48175048828125,-247.46609497070312,1.3445327281951904
131,-219.69847106933594,-258.93670654296875,1.0773522853851318
132,-157.96746826171875,-200.58709716796875,2.217819929122925
133,-245.45733642578125,-250.5225372314453,0.9874207377433777
134,-162.565185546875,-150.01040649414062,1.0762715339660645
135,-418.46893310546875,-485.8015441894531,1.6089918613433838
136,-261.3858337402344,-289.67059326171875,0.979794979095459
137,-112.89724731445312,-116.85452270507812,0.5504397749900818
138,-97.21824645996094,-128.2748260498047,0.9266592264175415
139,-145.89242553710938,-177.13101196289062,1.2843869924545288
140,-141.14842224121094,-193.48704528808594,1.4690654277801514
141,-101.43524169921875,-127.43461608886719,0.7090063691139221
142,-122.5172119140625,-147.40602111816406,1.744734525680542
143,-245.81442260742188,-261.3175354003906,0.9656044840812683
144,-164.8610076904297,-211.02528381347656,0.8449061512947083
145,-98.61505889892578,-109.50640869140625,1.0668089389801025
146,-167.15536499023438,-218.40234375,1.4546444416046143
147,-128.1205291748047,-173.25987243652344,1.3844163417816162
148,-230.37469482421875,-267.32659912109375,1.7301663160324097
149,-143.15740966796875,-168.80697631835938,0.5825387835502625
150,-155.41864013671875,-183.06198120117188,1.0145949125289917
151,-328.0086364746094,-379.2222900390625,1.4455082416534424
152,-196.44894409179688,-245.08860778808594,1.0228708982467651
153,-210.3387451171875,-260.5235595703125,2.0813894271850586
154,-308.8537902832031,-386.56646728515625,1.9562466144561768
155,-187.27371215820312,-233.84677124023438,1.8973207473754883
156,-275.87493896484375,-378.8995056152344,2.3646368980407715
157,-269.92742919921875,-353.7121887207031,2.1271543502807617
158,-239.07241821289062,-313.31878662109375,1.8007198572158813
159,-271.4466857910156,-345.3211669921875,2.18210506439209
160,-305.32904052734375,-394.687744140625,1.9867444038391113
161,-183.37571716308594,-236.6507568359375,2.3188421726226807
162,-242.93502807617188,-323.609619140625,2.197228193283081
163,-213.36093139648438,-272.4683532714844,2.4429097175598145
164,-229.00425720214844,-280.12493896484375,1.8228346109390259
165,-312.9677734375,-387.2981872558594,1.7836134433746338
166,-245.773193359375,-341.954345703125,2.107816457748413
167,-294.06146240234375,-353.40594482421875,1.638353705406189
168,-265.31988525390625,-308.3629150390625,2.440861225128174
169,-174.7591552734375,-244.85130310058594,2.8821263313293457
170,-219.11993408203125,-295.1461181640625,2.348357915878296
171,-203.83396911621094,-263.89453125,1.844852089881897
172,-295.9029846191406,-365.0268859863281,2.320631265640259
173,-317.2526550292969,-391.8124084472656,3.101156234741211
174,-208.99407958984375,-239.8851318359375,1.7432641983032227
175,-115.0190200805664,-141.26882934570312,1.643846869468689
176,-116.14559173583984,-139.334228515625,1.6564185619354248
177,-291.56414794921875,-358.50823974609375,1.361846923828125
178,-232.515869140625,-311.07745361328125,2.056220769882202
179,-107.50532531738281,-118.9087905883789,0.6122611165046692
180,-290.1760559082031,-334.94683837890625,2.7622570991516113
181,-300.16302490234375,-369.2890625,4.212822914123535
182,-216.4183349609375,-271.4924621582031,3.9418177604675293
183,-165.3809814453125,-201.77569580078125,1.5845943689346313
184,-305.04815673828125,-355.8563232421875,1.6535115242004395
185,-172.5496368408203,-188.1473846435547,1.2487342357635498
186,-211.15863037109375,-251.93064880371094,1.3617136478424072
187,-105.07855224609375,-132.4159393310547,1.4288321733474731
188,-298.14300537109375,-333.9105529785156,1.108608603477478
189,-187.32308959960938,-210.7622833251953,0.6740374565124512
190,-134.524169921875,-147.7759246826172,0.8153296113014221
191,-188.9615020751953,-198.38436889648438,1.0723381042480469
192,-181.13601684570312,-217.8136749267578,0.6224157214164734
193,-290.968505859375,-323.8725280761719,0.9619395732879639
194,-387.861083984375,-446.329833984375,1.0997633934020996
195,-225.48968505859375,-216.86289978027344,1.1474559307098389
196,-276.3170166015625,-301.3731384277344,1.4961673021316528
197,-199.1363525390625,-228.73768615722656,0.8478885293006897
198,-178.97015380859375,-251.9102325439453,1.2843639850616455
199,-106.742431640625,-124.5802001953125,0.8715006113052368
200,-108.37864685058594,-122.4485855102539,0.6421170830726624
201,-63.61466979980469,-96.02462768554688,0.7307593822479248
202,-125.84298706054688,-140.5347900390625,1.4741973876953125
203,-136.52328491210938,-176.50650024414062,1.5898102521896362
204,-102.17132568359375,-134.00193786621094,1.2552794218063354
205,-132.98609924316406,-145.58380126953125,0.9759628176689148
206,-138.5128173828125,-158.4879913330078,1.8877700567245483
207,-103.78094482421875,-138.56805419921875,1.0891976356506348
208,-109.14520263671875,-138.72348022460938,1.1833760738372803
209,-215.60784912109375,-227.66468811035156,1.3418039083480835
210,-154.68722534179688,-191.68716430664062,1.3555642366409302
211,-130.481201171875,-163.1665802001953,1.2664496898651123
212,-131.64015197753906,-147.12171936035156,1.1674237251281738
213,-119.61231231689453,-146.76953125,0.8453752398490906
214,-135.1205596923828,-165.85513305664062,1.4150855541229248
