sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
0,3,hybrid_medium,388,2366,0,1,0.6040651202201843,16.0
6,8,hybrid_medium,385,16661,0,1,0.044999681413173676,16.0
12,21,hybrid_medium,520,12761,0,1,0.10152830183506012,98.0
18,13,hybrid_medium,3936,9266,0,0,0.0011653685942292213,36.0
24,6,hybrid_medium,5093,5093,1,0,2.6076918402395677e-08,30.0
30,32,hybrid_medium,287,287,1,1,1.4901161193847656e-08,100.0
36,15,hybrid_medium,287,287,1,1,-3.1886929718893953e-07,100.0
42,36,hybrid_medium,15761,26539,0,0,0.003563973121345043,24.0
48,4,hybrid_medium,8825,8825,1,1,-2.365368345635943e-08,30.0
54,5,hybrid_medium,543,326,0,1,0.3951590359210968,100.0
60,21,hybrid_medium,11251,11251,1,0,-1.325952325714752e-08,20.0
66,9,hybrid_medium,1318,1318,1,1,-2.4158453015843406e-10,100.0
72,1,hybrid_medium,1866,8292,0,1,2.8942410945892334,28.0
78,4,hybrid_medium,784,1222,0,0,2.162900447845459,50.0
84,4,hybrid_medium,784,2321,0,0,6.319642543792725,6.0
90,10,hybrid_medium,796,796,1,1,-6.095092430769e-09,48.0
96,13,hybrid_medium,796,13,0,1,6.7567219734191895,40.0
102,5,hybrid_medium,1547,13935,0,0,9.980522155761719,8.0
108,9,hybrid_medium,355,355,1,1,-2.9787770472466946e-08,100.0
114,8,hybrid_medium,313,313,1,1,2.2351741790771484e-08,86.0
120,27,hybrid_medium,2488,2488,1,1,9.289942681789398e-08,98.0
126,15,hybrid_medium,383,383,1,1,-4.540197551250458e-08,76.0
132,32,hybrid_medium,509,768,0,0,18.024751663208008,8.0
138,8,hybrid_medium,416,284,0,1,1.0052883625030518,14.0
144,16,hybrid_medium,3104,4304,0,0,0.0024264478124678135,14.0
150,3,hybrid_medium,1071,1071,1,1,1.3969838619232178e-08,76.0
156,20,hybrid_medium,1918,6224,0,1,0.006161491386592388,34.0
162,1,hybrid_medium,796,28,0,1,6.716436862945557,6.0
168,3,hybrid_medium,3596,17376,0,1,6.701963424682617,16.0
174,3,hybrid_medium,318,318,1,1,-2.9802322387695312e-08,58.0
180,1,hybrid_medium,796,796,1,1,-3.096647560596466e-08,16.0
186,3,hybrid_medium,3394,1605,0,0,7.463768482208252,56.0
192,6,hybrid_medium,11445,6298,0,0,4.96737813949585,22.0
198,13,hybrid_medium,796,796,1,1,2.514570951461792e-08,46.0
