sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
2,2,hybrid_medium,286,286,1,1,4.470348358154297e-08,100.0
8,7,hybrid_medium,416,416,1,1,6.186121481732698e-08,100.0
14,4,hybrid_medium,5567,9498,0,0,1.8509585857391357,16.0
20,14,hybrid_medium,5093,4539,0,1,7.381202220916748,14.0
26,8,hybrid_medium,10350,20531,0,0,9.465322494506836,4.0
32,7,hybrid_medium,13,13,1,1,-7.449727945640916e-09,100.0
38,7,hybrid_medium,13922,6960,0,0,0.712739109992981,14.0
44,8,hybrid_medium,24414,22717,0,0,0.013373607769608498,22.0
50,2,hybrid_medium,4074,4074,1,1,2.7470605346024968e-08,92.0
56,8,hybrid_medium,42328,42328,1,1,-2.9802322387695312e-08,98.0
62,13,hybrid_medium,837,286,0,1,14.951065063476562,20.0
68,20,hybrid_medium,2168,2168,1,1,-2.5198005459969863e-08,44.0
74,45,hybrid_medium,45714,256,0,0,13.109149932861328,26.0
80,1,hybrid_medium,9368,9368,1,1,-5.959373083896935e-08,60.0
86,7,hybrid_medium,31093,14705,0,1,0.32690006494522095,18.0
92,8,hybrid_medium,8699,37674,0,0,1.4850332736968994,2.0
98,9,hybrid_medium,257,262,0,1,2.494131326675415,64.0
104,4,hybrid_medium,784,82,0,0,4.1711201667785645,10.0
110,5,hybrid_medium,282,282,1,1,-3.1014502077653106e-10,56.0
116,7,hybrid_medium,4539,4539,1,1,2.0099832909181714e-10,12.0
122,18,hybrid_medium,1969,39871,0,1,0.6038790941238403,12.0
128,9,hybrid_medium,290,290,1,1,2.561137080192566e-09,68.0
134,1,hybrid_medium,10304,5620,0,0,3.526139736175537,10.0
140,20,hybrid_medium,30685,12229,0,0,3.2127556800842285,22.0
146,24,hybrid_medium,1793,5822,0,0,0.001199650578200817,6.0
152,3,hybrid_medium,705,3052,0,1,14.847705841064453,24.0
158,8,hybrid_medium,796,796,1,1,5.471520125865936e-09,54.0
164,16,hybrid_medium,31526,3334,0,0,1.7522401809692383,22.0
170,7,hybrid_medium,1875,1875,1,1,2.612637217680458e-08,40.0
176,3,hybrid_medium,3517,3517,1,1,-3.257815706092515e-08,10.0
182,4,hybrid_medium,263,263,1,1,-8.331170420206035e-09,92.0
188,6,hybrid_medium,24414,24414,1,0,1.4879901755193714e-08,12.0
194,1,hybrid_medium,796,796,1,1,-3.096647560596466e-08,44.0
