sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
1,15,left_conditional,2488,284,0,0,5.203141689300537,4.0
1,15,dls_policy,2488,47232,0,0,6.060075759887695,nan
1,15,dls_random,2488,7231,0,0,7.058433532714844,nan
7,3,left_conditional,30426,286,0,0,9.919055938720703,22.0
7,3,dls_policy,30426,393,0,0,8.021814346313477,nan
7,3,dls_random,30426,17917,0,0,11.223203659057617,nan
13,9,left_conditional,7323,287,0,0,5.495286464691162,10.0
13,9,dls_policy,7323,38049,0,0,8.054518699645996,nan
13,9,dls_random,7323,5688,0,0,7.183899402618408,nan
19,33,left_conditional,832,832,1,1,-1.047738962256517e-08,78.0
19,33,dls_policy,832,2993,0,1,7.202901840209961,nan
19,33,dls_random,832,30509,0,1,6.845206260681152,nan
25,11,left_conditional,13527,5161,0,0,12.137481689453125,22.0
25,11,dls_policy,13527,13792,0,0,12.693934440612793,nan
25,11,dls_random,13527,11677,0,0,8.170899391174316,nan
31,5,left_conditional,10807,11000,0,0,9.330269813537598,4.0
31,5,dls_policy,10807,4106,0,0,3.2492215633392334,nan
31,5,dls_random,10807,24257,0,0,9.9757080078125,nan
37,2,left_conditional,422,373,0,0,12.547728538513184,34.0
37,2,dls_policy,422,7231,0,0,11.259525299072266,nan
37,2,dls_random,422,13529,0,0,12.404966354370117,nan
43,10,left_conditional,382,382,1,1,-2.988042524521006e-08,100.0
43,10,dls_policy,382,600,0,1,0.6235005259513855,nan
43,10,dls_random,382,4045,0,1,0.8601386547088623,nan
49,26,left_conditional,837,27104,0,0,8.176202774047852,0.0
49,26,dls_policy,837,23978,0,0,4.7408623695373535,nan
49,26,dls_random,837,37912,0,0,4.367126941680908,nan
55,34,left_conditional,17418,12552,0,0,4.396547317504883,6.0
55,34,dls_policy,17418,32306,0,0,9.106386184692383,nan
55,34,dls_random,17418,22482,0,0,8.98930549621582,nan
61,10,left_conditional,837,351,0,0,3.148259401321411,24.0
61,10,dls_policy,837,60,0,0,6.029589653015137,nan
61,10,dls_random,837,25014,0,0,4.756469249725342,nan
67,1,left_conditional,2932,2795,0,0,0.19761285185813904,74.0
67,1,dls_policy,2932,14800,0,0,8.976072311401367,nan
67,1,dls_random,2932,4510,0,0,10.9759521484375,nan
73,16,left_conditional,262,262,1,1,-7.885535069362959e-08,86.0
73,16,dls_policy,262,20484,0,1,5.072874546051025,nan
73,16,dls_random,262,5510,0,1,5.763862609863281,nan
79,22,left_conditional,837,13,0,0,12.031462669372559,86.0
79,22,dls_policy,837,732,0,0,7.764554500579834,nan
79,22,dls_random,837,47454,0,0,2.7960495948791504,nan
85,3,left_conditional,705,29119,0,0,4.371367454528809,0.0
85,3,dls_policy,705,29119,0,0,4.371367454528809,nan
85,3,dls_random,705,29119,0,0,4.371367454528809,nan
91,7,left_conditional,4447,13,0,0,7.870393753051758,36.0
91,7,dls_policy,4447,512,0,0,4.672408580780029,nan
91,7,dls_random,4447,512,0,0,4.672408580780029,nan
97,8,left_conditional,319,8096,0,0,2.5287020206451416,18.0
97,8,dls_policy,319,32525,0,0,9.557633399963379,nan
97,8,dls_random,319,851,0,0,5.479746341705322,nan
103,3,left_conditional,14861,36715,0,0,13.62392807006836,0.0
103,3,dls_policy,14861,40270,0,0,10.858769416809082,nan
103,3,dls_random,14861,40270,0,0,10.858769416809082,nan
109,18,left_conditional,268,6888,0,0,11.904562950134277,4.0
109,18,dls_policy,268,35001,0,0,16.85456657409668,nan
109,18,dls_random,268,15612,0,0,15.245539665222168,nan
115,25,left_conditional,2162,11,0,0,4.1484150886535645,2.0
115,25,dls_policy,2162,6193,0,0,10.645031929016113,nan
115,25,dls_random,2162,17137,0,0,7.501484394073486,nan
121,11,left_conditional,286,286,1,1,-7.48746060708072e-08,4.0
121,11,dls_policy,286,16293,0,1,6.362948417663574,nan
121,11,dls_random,286,35237,0,1,6.660846710205078,nan
127,40,left_conditional,287,13,0,1,12.614603042602539,94.0
127,40,dls_policy,287,9932,0,1,8.826045989990234,nan
127,40,dls_random,287,17494,0,1,6.30087947845459,nan
133,10,left_conditional,14747,28114,0,0,8.157659530639648,0.0
133,10,dls_policy,14747,7412,0,0,8.000834465026855,nan
133,10,dls_random,14747,40263,0,0,7.301006317138672,nan
139,14,left_conditional,373,373,1,1,1.6763806343078613e-08,18.0
139,14,dls_policy,373,1255,0,1,6.614855766296387,nan
139,14,dls_random,373,30676,0,1,15.247968673706055,nan
