sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
4,25,hybrid_small,11453,10770,0,0,1.5368154048919678,4.0
10,6,hybrid_small,851,24420,0,0,5.509026050567627,0.0
16,8,hybrid_small,3687,2258,0,0,0.2321091741323471,34.0
22,20,hybrid_small,837,2162,0,1,3.525449514389038,62.0
28,11,hybrid_small,262,262,1,1,3.330546860524919e-08,40.0
34,37,hybrid_small,49330,5615,0,1,9.725682258605957,32.0
40,1,hybrid_small,14015,37059,0,0,2.210237979888916,14.0
46,2,hybrid_small,22297,15483,0,1,0.8425230979919434,26.0
52,35,hybrid_small,588,588,1,1,-8.29913915367797e-12,4.0
58,9,hybrid_small,287,329,0,1,4.766542434692383,72.0
64,26,hybrid_small,3747,3747,1,1,5.960464477539063e-08,18.0
70,8,hybrid_small,796,796,1,1,8.149072527885437e-10,4.0
76,9,hybrid_small,82,82,1,1,-1.0943040251731873e-08,28.0
82,5,hybrid_small,9368,1105,0,1,0.37002819776535034,38.0
88,8,hybrid_small,2297,2297,1,1,1.6770666633192377e-08,98.0
94,5,hybrid_small,1105,718,0,0,1.2496883869171143,22.0
100,10,hybrid_small,796,13,0,0,2.66255521774292,4.0
106,12,hybrid_small,9513,796,0,0,12.670804977416992,76.0
112,28,hybrid_small,656,656,1,1,-1.0244548320770264e-08,92.0
118,4,hybrid_small,24228,10644,0,0,3.9167752265930176,16.0
124,17,hybrid_small,262,262,1,1,3.058175934711471e-10,100.0
130,21,hybrid_small,318,389,0,1,0.20108702778816223,94.0
136,33,hybrid_small,705,16783,0,0,10.219236373901367,16.0
142,34,hybrid_small,1593,9208,0,0,0.32596537470817566,22.0
148,17,hybrid_small,9985,9985,1,1,7.450580596923828e-09,36.0
154,9,hybrid_small,286,2524,0,1,6.253213405609131,10.0
160,8,hybrid_small,796,796,1,1,2.6891484594671056e-08,56.0
166,7,hybrid_small,19196,18485,0,0,2.7514662742614746,56.0
172,8,hybrid_small,2237,1811,0,0,0.6543918251991272,32.0
178,1,hybrid_small,796,784,0,1,8.851081848144531,42.0
184,7,hybrid_small,784,532,0,1,0.01751982606947422,50.0
190,10,hybrid_small,31,26,0,0,2.4384407997131348,16.0
196,5,hybrid_small,837,784,0,0,1.4989688396453857,10.0
