prompt_idx,sample_idx,target_label,arm,judged_label,hit_target,clf_self_label,span_nll,text
0,0,0,unguided,1,0,1,7.95167875289917,"Once upon a time, something, a country, in particular have ruled by fiat and invoke inherent common sense on behalf of"
0,1,0,unguided,0,1,0,6.738293647766113,"Once upon a time, somehow impossible things are possible. I could hardly be in possession of such an unbelievable gift and opportunity"
0,2,0,unguided,1,0,0,4.969513893127441,"Once upon a time, someone asked me about it. And the answer was, it wasn't. It didn't."
0,3,0,unguided,1,0,1,8.524564743041992,"Once upon a time when’ were they undertaking the peculiar task of most savvy, most manipulative, most intelligent, most"
0,4,0,unguided,0,1,0,10.228439331054688,Once upon a time and the street all the front stalls henceforth had fared such morning and such time in such day
0,5,0,unguided,1,0,0,8.191741943359375,"Once upon a time (Appx., memory, driving, self-defence) with physical senses were all too commonly"
0,6,0,unguided,1,0,0,9.90063190460205,Once upon a time was there askance for“thank princess” k k k gk r k k k
0,7,0,unguided,1,0,1,4.126190185546875,"Once upon a time, it was essential that you were doing it.Once upon a time, it was essential that you"
0,8,0,unguided,1,0,0,4.813640117645264,Once upon a time all one was required to carry a title.Once upon a time all one were required to carry a
0,9,0,unguided,1,0,1,5.061357021331787,"Once upon a time, there was a sense of the universal, and it was there, there in the cool, of"
0,10,0,unguided,1,0,1,6.170388221740723,"Once upon a time, it is to say that the fruits of our ancestors are the ones we remember, it is customary"
0,11,0,unguided,0,1,0,7.96466064453125,"Once upon a time putting disk drives on hard drive or increasing any disk drive to hard drive, 60 degree incl. would"
0,12,0,unguided,1,0,0,9.439661979675293,"Once upon a time, itua or billialli awardua, fishing and billialli, feeding, smoking or"
0,13,0,unguided,1,0,0,6.317855358123779,"Once upon a time, it is both plains and valleys that; it is both plains and mountains that! This is older"
0,14,0,unguided,1,0,1,9.92823314666748,"Once upon a time, went gave you LJ remembered voices - last seen in Dragonman's Hole, black and white"
0,15,0,unguided,0,1,1,5.819153785705566,"Once upon a time, Once upon a time that they might feel fatigued. Their schedules were, oftentimes, seldom"
0,16,0,unguided,1,0,0,6.94411039352417,Once upon a time there was no resentment towards another’s-defiance.Once upon a time there is no
0,17,0,unguided,1,0,0,5.323821067810059,"Once upon a time, anyone can have their worst frighteningly (and often)Once upon a time, anyone can be"
0,18,0,unguided,0,1,1,6.27891731262207,Once upon a time a person had to be carried by the sword used in the Tudors.Those who all wore black
0,19,0,unguided,1,0,1,8.077651023864746,"Once upon a time, it was perfectly legal to enforce laws of contraception and abortion, whatever they ever such media would do"
0,0,0,guided,0,1,1,13.339205741882324,Once upon a time their either Basic Earth station may only well our Foundation flights formed its That slim one's Thisisled
0,1,0,guided,0,1,0,11.247712135314941,Once upon a time at the next example someone replies says it needs help planning them past breakfast just like she or Walt has
0,2,0,guided,1,0,1,13.30804443359375,"Once upon a time just summoned images there remained beautiful us living they, see came seen others long Led Epic Arist Plato joined"
0,3,0,guided,0,1,0,10.700926780700684,"Once upon a time undesigned theology of physics were seriously considered here, as referent evidence witnesses research direction in view of"
0,4,0,guided,0,1,1,12.007013320922852,"Once upon a time both words uttered would have understood absolutely synonymous themselves Words wrinkles alsoed heard tags speaking properly at least."""
0,5,0,guided,1,0,1,13.994793891906738,Once upon a time: these journalists provided innumerable actions whose transcend vital duty akin upon something defining merit wonderful nation press freely dee
0,6,0,guided,0,1,1,10.321929931640625,Once upon a time?No longer exists. tiny slavery you oppression of Christians Who Can never past be seen is wasted today
0,7,0,guided,1,0,1,14.454779624938965,Once upon a timeFor ourupon & strictly referenceTime PWamps From Slide in May; Wait Dates Again European Release Deb
0,8,0,guided,1,0,1,13.082618713378906,Once upon a time hue accompanied universal urging urge other men ever submit his sunlight a certain stature and beauty merit Until Presbyterian religion
