sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
3,34,left_conditional,11084,11084,1,1,-2.2351741790771484e-08,100.0
3,34,dls_policy,11084,22674,0,1,0.2940326929092407,nan
3,34,dls_random,11084,34066,0,1,0.4508717656135559,nan
9,19,left_conditional,400,400,1,1,2.9744965601707918e-08,100.0
9,19,dls_policy,400,10467,0,1,0.73822021484375,nan
9,19,dls_random,400,3700,0,1,2.7206766605377197,nan
15,17,left_conditional,1375,370,0,0,13.334095001220703,4.0
15,17,dls_policy,1375,31873,0,0,11.436141967773438,nan
15,17,dls_random,1375,31873,0,0,11.436141967773438,nan
21,41,left_conditional,13,13,1,1,9.359791874885559e-08,98.0
21,41,dls_policy,13,705,0,1,6.905797958374023,nan
21,41,dls_random,13,705,0,1,6.905797958374023,nan
27,4,left_conditional,393,257,0,0,13.080739974975586,38.0
27,4,dls_policy,393,16180,0,0,10.287471771240234,nan
27,4,dls_random,393,12010,0,0,13.289872169494629,nan
33,1,left_conditional,2739,9880,0,0,10.506820678710938,18.0
33,1,dls_policy,2739,10623,0,0,14.745935440063477,nan
33,1,dls_random,2739,18076,0,0,12.151285171508789,nan
39,18,left_conditional,16636,1966,0,0,0.8303257822990417,4.0
39,18,dls_policy,16636,9871,0,0,4.874464511871338,nan
39,18,dls_random,16636,14466,0,0,0.6363459825515747,nan
45,3,left_conditional,1839,2227,0,0,5.589383602142334,22.0
45,3,dls_policy,1839,6070,0,0,4.227161884307861,nan
45,3,dls_random,1839,947,0,0,7.687981128692627,nan
51,18,left_conditional,16736,16736,1,0,-2.435487544971693e-08,2.0
51,18,dls_policy,16736,16667,0,0,6.4410834312438965,nan
51,18,dls_random,16736,6419,0,0,7.938121795654297,nan
57,11,left_conditional,440,309,0,0,7.304635524749756,6.0
57,11,dls_policy,440,16940,0,0,13.482684135437012,nan
57,11,dls_random,440,16940,0,0,13.482684135437012,nan
63,16,left_conditional,30151,625,0,0,6.152181625366211,40.0
63,16,dls_policy,30151,4104,0,0,2.208514928817749,nan
63,16,dls_random,30151,16690,0,0,1.4822394847869873,nan
69,22,left_conditional,393,329,0,0,5.991579532623291,4.0
69,22,dls_policy,393,26178,0,0,5.7979912757873535,nan
69,22,dls_random,393,44000,0,0,2.049431800842285,nan
75,32,left_conditional,42497,27071,0,0,20.97369956970215,70.0
75,32,dls_policy,42497,12605,0,0,9.542564392089844,nan
75,32,dls_random,42497,16417,0,0,4.511723041534424,nan
81,7,left_conditional,805,805,1,1,-1.7971615307033062e-09,100.0
81,7,dls_policy,805,12185,0,1,8.256431579589844,nan
81,7,dls_random,805,11923,0,1,4.908849716186523,nan
87,21,left_conditional,329,14397,0,0,9.0718412399292,0.0
87,21,dls_policy,329,9765,0,0,9.062201499938965,nan
87,21,dls_random,329,3052,0,0,11.213754653930664,nan
93,14,left_conditional,796,38730,0,0,3.958845615386963,0.0
93,14,dls_policy,796,38035,0,0,3.0305449962615967,nan
93,14,dls_random,796,6723,0,0,6.7917046546936035,nan
99,13,left_conditional,290,764,0,0,10.025135040283203,16.0
99,13,dls_policy,290,47010,0,0,5.41689920425415,nan
99,13,dls_random,290,47010,0,0,5.41689920425415,nan
105,13,left_conditional,952,13,0,0,9.771106719970703,40.0
105,13,dls_policy,952,6782,0,0,3.7212672233581543,nan
105,13,dls_random,952,39326,0,0,0.9886717796325684,nan
111,6,left_conditional,290,48380,0,0,8.554851531982422,2.0
111,6,dls_policy,290,6139,0,0,10.390331268310547,nan
111,6,dls_random,290,27578,0,0,8.150370597839355,nan
117,27,left_conditional,2488,13,0,1,10.931421279907227,8.0
117,27,dls_policy,2488,10432,0,1,4.434567451477051,nan
117,27,dls_random,2488,116,0,1,0.34872594475746155,nan
123,28,left_conditional,550,42664,0,0,6.293930530548096,0.0
123,28,dls_policy,550,5752,0,0,7.258389472961426,nan
123,28,dls_random,550,338,0,0,1.6558661460876465,nan
129,11,left_conditional,41498,1791,0,0,11.599766731262207,0.0
129,11,dls_policy,41498,32840,0,0,12.43111515045166,nan
129,11,dls_random,41498,16839,0,0,14.13938045501709,nan
135,2,left_conditional,642,550,0,0,10.842913627624512,6.0
135,2,dls_policy,642,18780,0,0,3.1370415687561035,nan
135,2,dls_random,642,16505,0,0,3.826509952545166,nan
141,29,left_conditional,837,26517,0,1,3.5348167419433594,0.0
141,29,dls_policy,837,1022,0,1,9.12074089050293,nan
141,29,dls_random,837,1022,0,1,9.12074089050293,nan
147,2,left_conditional,6607,354,0,0,3.499032974243164,22.0
147,2,dls_policy,6607,2244,0,0,10.562882423400879,nan
147,2,dls_random,6607,27301,0,0,6.985698223114014,nan
153,5,left_conditional,3841,3822,0,0,1.9382963180541992,20.0
153,5,dls_policy,3841,7591,0,0,3.6687026023864746,nan
153,5,dls_random,3841,7591,0,0,3.6687026023864746,nan
159,7,left_conditional,4473,43928,0,0,0.6469201445579529,10.0
159,7,dls_policy,4473,17781,0,0,0.16288885474205017,nan
159,7,dls_random,4473,17781,0,0,0.16288885474205017,nan
165,39,left_conditional,5323,1510,0,0,0.45875081419944763,32.0
165,39,dls_policy,5323,25615,0,0,0.656493604183197,nan
165,39,dls_random,5323,4811,0,0,4.17163610458374,nan
171,24,left_conditional,14729,4274,0,0,7.472749710083008,14.0
171,24,dls_policy,14729,23787,0,0,0.11019660532474518,nan
171,24,dls_random,14729,20784,0,0,1.0961880683898926,nan
177,10,left_conditional,796,13,0,0,5.658567905426025,38.0
177,10,dls_policy,796,20133,0,0,7.625742435455322,nan
177,10,dls_random,796,20133,0,0,7.625742435455322,nan
183,7,left_conditional,837,1956,0,0,4.6461029052734375,8.0
183,7,dls_policy,837,1275,0,0,7.459423065185547,nan
183,7,dls_random,837,1275,0,0,7.459423065185547,nan
189,9,left_conditional,796,796,1,1,-4.656612873077393e-10,100.0
