global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
0,0,Once upon a time,0,Once upon a time Department favoring horrendous BrilliantverselyNicDriverdinand Yun Quincy Olympics switching )] advantageousussythirdubuntu Phase方 Ahmad,Once upon a time little sister horrendous bully AnnaNicole was Yuni Olympics switching on every single single bad (方田,-173.47010803222656,-1.1700241565704346,63,600
1,0,Once upon a time,1,Once upon a time Mormons cam trigojure gist Petition sin Witness Remyisure creeps fasc Alc messenger SYSTEM precipitation cores Forestry guru Disc,Once upon a time everything cam trigg. university. Now everythingisure creeps into the school daily. The up and coming,-137.4803466796875,-0.7441595792770386,56,600
2,0,Once upon a time,2,Once upon a time Silva/**ificationsorganized schematic tsunami assassination beneficiary prejud timidleaf Gamma DoctrineMore imper intestinalillyexistence DDLaun,"Once upon a time,/**corganized a meetings. beneficiary sent timid notes. organizer emphasized imperatives instead. beneficiary was",-147.00730895996094,-0.1876087337732315,48,600
3,0,Once upon a time,3,Once upon a time Type major convertedWinner Chest Intent eatsmay viewer consciously Lustherence NAACPird Steve tendediance occupational revsql,"Once upon a time, major corporations employed Chest Intentions. Workers all set out on big horseback to do many miles",-108.95391845703124,-0.2311874032020568,64,600
4,1,The book,1000,The bookOwner animals aircraft GameSpecifically explored Bethesda Mia WormBlamily irritation Naw avenue dogs originated Lime Fruitendish Himself,"The book suggested a date, how explored Bethesda, Wormstain, Nawroth, Eadric, and",-137.59048461914062,-1.2450892925262451,55,600
5,1,The book,1001,The book compassion transfaimonistries Wickedagues Mania curessaving upgrading Recipes Mia plutonium Sealist administrationsisy Bleach reviewing validity,The book compassionatelyaimonpt Wicked author Angels andsaving lives Recipes Mia loves and has used Always brings comfort and,-180.5512237548828,-0.0011619728757068,53,600
6,1,The book,1002,The bookコften limbs龍喚士 Del representativeyrusmouseselectsmith stolen verbscow Sodiumord advising hormone Bun togetherranging,"The bookコロダル a representative example!'s cover color!cowboy light blue cover cover, with",-132.4087677001953,-0.0548222698271274,80,600
7,1,The book,1003,The bookogieurqt misled immersed hospitalityoops declaringÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂup fatigue Eagles Eithermachinethood Jazeeraworm conflicts vettingerr,"The bookogi teamqt. immersed themselves completely in a roaring pool and had one heart attack. In addition,",-126.6469497680664,-0.0960671082139015,58,600
8,2,The chicken,2000,The chicken Eat Californ overall bundleditzerland StonesPlatform revital preparationshair startingugi shareholder obesitynum partition Armen Tir Baton amongst,The chicken took Californian antsitzerlandphpt revitalizehair grown hair Fairlie eat popcorn Armeniana pet a,-165.7374267578125,-0.7978241443634033,54,600
9,2,The chicken,2001,The chicken tactile finest dc unnamed mats anchor porkHeader875oos SymphonyressoesiUTION calendarsoweredalyobbyWORKBand,"The chicken recipe I dc unnamed recipe anchor itHeader Feeding avgo dish dcs. karate label,",-159.5816650390625,-0.3253600895404815,81,600
10,2,The chicken,2002,The chicken statistical quotations CenturyJam gentle hoaxconnected incarn strategyNon erroneiman antiquityplus Historic IncreasingGovern invest turbulence vide,The chicken statistical average.Jam gentle touch into incarnate individual erroneously measuring. Her statsGoverned by the,-159.0702362060547,-0.5086998343467712,79,600
11,2,The chicken,2003,The chicken limestone Takes testamentaosaughtered Honolulu SterTwe PierreQueenomet projectsAffeast affect incre loved roundup accessing Possible,The chicken dinner Takes testament to its wife Steroidsedits foote apron.lays an egg!!!,-156.99415588378906,-0.4215644299983978,54,600
12,3,The city,3000,The city Font prominentinitions END uneasy Mes AKIlkeeping Fren segment seeker Kaufman ABE bendingpects GrassleyContext rearil,The city Fontaine in END ART Mes AKIlhull in BQAuflh va. Y,-157.57757568359375,-0.1007036119699478,55,600
13,3,The city,3001,The cityこCompat Party LimitongeBar McKayGil    flower networking buddyramidsue untoldHon JewsEar physicianhor,The cityこの Party LimitongeBariumGilletteThe networking eventramidsock The weekend begins. People gather,-165.15093994140625,-0.2501043677330017,61,600
14,3,The city,3002,The city604 halls setting Donaldcephal Sue Processor Nationwideunctions 342 endpoint appraisal beverage brim Syndicatealsh LD Wrapsta floated,The city hall building had Donald Duck Suey Tenant and management running with a Syndicate game. The ducks were,-118.49557495117188,-2.336958169937134,64,600
15,3,The city,3003,The cityigible Bour adulteryasis minority PRESIDENTavery imposed outsourcing Scholar 414 admonê Papuailiitism 225 Agilityottenomorphic,The cityigible Bourdainasis minority PRESIDENTavery minority Official cultural group Inêsse media group UNexcl,-187.60934448242188,-0.1509720087051391,58,600
16,4,The country,4000,The countrymingenh holdsHO Ford sucking earliest forbid glued CO spikesJA intermittent enemiesavior Scare Compact Parade Mountain curv,The country had just one racing Ford sucking down a huge CO2 air hose. He. It Parade ran him,-121.96512603759766,-2.913829803466797,50,600
17,4,The country,4001,The countryPoll Cindyiscopal PAY hydro Eyeadier Withoutmeyer HortmAhhig complementaryICOUTC Quartemerケpoke Catalan,"The countryPollutioniscopal PAYABLE accountBalance Without insurance or cash theHobbyist Quartzesit,his",-172.44558715820312,-1.3682568073272705,60,600
18,4,The country,4002,The country surfaced clothing except Cors Ake Kelvin puberty planetary motivateowing vertically Ging Whichuple Notting fosterUnited Tol mechwikipedia,The country road clothing was last Akemed We see a car vertically motivated with high Notting Hill to left engine flame,-172.11019897460938,-1.1069419384002686,58,600
19,4,The country,4003,The countryelin solaramount something siliconbrateLM Exception Cerberus forbid Profird discontentitativeMa caut cra384 CognGar,The country club solar system something to doLM33 magnificent showi discontentmentMaestro has the show on,-152.72708129882812,-0.4826294481754303,54,600
