global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
0,0,Once upon a time,0,Once upon a time,Once upon a time world Buddhism Sek Titan Kau glucoseochem thief Google Root Sour Cheryl Arkansas practition Freeman Machina MET Alchemist;,-326.5770874023437,-1.7605769634246826,0,300
1,0,Once upon a time,1,Once upon a time,Once upon a time world Buddhism Sek Titan Kau glucoseochem thief Google Root Sour Cheryl Arkansas practition Freeman Machina MET Alchemist;,-326.5770874023437,-1.7605769634246826,0,300
2,0,Once upon a time,2,Once upon a time,Once upon a time world Buddhism Sek Titan Kau glucoseochem thief Google Root Sour Cheryl Arkansas practition Freeman Machina MET Alchemist;,-326.5770874023437,-1.7605769634246826,0,300
3,0,Once upon a time,3,Once upon a time,Once upon a time world Buddhism Sek Titan Kau glucoseochem thief Google Root Sour Cheryl Arkansas practition Freeman Machina MET Alchemist;,-326.5770874023437,-1.7605769634246826,0,300
4,1,The book,1000,The book,The book Phantom snake Tol Angelo Carroll Imper Frame EW Nietzsche Rab OgwineR FaustARR Clare Hassan Bonnie Samoa'm,-305.5670166015625,-0.273996353149414,0,300
5,1,The book,1001,The book,The book Phantom snake Tol Angelo Carroll Imper Frame EW Nietzsche Rab OgwineR FaustARR Clare Hassan Bonnie Samoa'm,-305.5670166015625,-0.273996353149414,0,300
6,1,The book,1002,The book,The book Phantom snake Tol Angelo Carroll Imper Frame EW Nietzsche Rab OgwineR FaustARR Clare Hassan Bonnie Samoa'm,-305.5670166015625,-0.273996353149414,0,300
7,1,The book,1003,The book,The book Phantom snake Tol Angelo Carroll Imper Frame EW Nietzsche Rab OgwineR FaustARR Clare Hassan Bonnie Samoa'm,-305.5670166015625,-0.273996353149414,0,300
8,2,The chicken,2000,The chicken,The chicken healed Zak StevensongeyNap Gamma Allan MosesshiBeastooo 神 Beast Roe Pig Khalideco JeromeauIt,-311.4029235839844,-0.3519457280635834,0,300
9,2,The chicken,2001,The chicken,The chicken healed Zak StevensongeyNap Gamma Allan MosesshiBeastooo 神 Beast Roe Pig Khalideco JeromeauIt,-311.4029235839844,-0.3519457280635834,0,300
