global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
0,0,Once upon a time,0,Once upon a time Department favoring horrendous BrilliantverselyNicDriverdinand Yun Quincy Olympics switching )] advantageousussythirdubuntu Phase方 Ahmad,"Once upon a time, girls horrendous bully boyNicole was Yunho Olympics switching on every. single. (方生",-177.35006713867188,-0.6096228957176208,66,600
1,0,Once upon a time,1,Once upon a time Mormons cam trigojure gist Petition sin Witness Remyisure creeps fasc Alc messenger SYSTEM precipitation cores Forestry guru Disc,Once upon a time everything camtoged together Petition.com anita creeps on facebook and SYSTEM ERRORS. her phone,-157.90106201171875,-1.1163707971572876,65,600
2,0,Once upon a time,2,Once upon a time Silva/**ificationsorganized schematic tsunami assassination beneficiary prejud timidleaf Gamma DoctrineMore imper intestinalillyexistence DDLaun,"Once upon a time,/**corganized a meetings. All voted timidly. He emphasized imperative reasons. All responded",-137.52145385742188,-0.2039155662059784,60,600
3,0,Once upon a time,3,Once upon a time Type major convertedWinner Chest Intent eatsmay viewer consciously Lustherence NAACPird Steve tendediance occupational revsql,"Once upon a time, major corporations had Chest Intentions. Workers all set out on a big day to do their job",-90.8221206665039,-0.1408863067626953,62,600
4,1,The book,1000,The bookOwner animals aircraft GameSpecifically explored Bethesda Mia WormBlamily irritation Naw avenue dogs originated Lime Fruitendish Himself,The book got animals aircraft GameSpecifically the huge dog Wormtastic irritation Nawlins edge began Limey Nose began,-183.1939392089844,-2.1824162006378174,62,600
5,1,The book,1001,The book compassion transfaimonistries Wickedagues Mania curessaving upgrading Recipes Mia plutonium Sealist administrationsisy Bleach reviewing validity,The book compassionatelyaimonpt Wicked author Angels andsaving lives Recipes Mia loves and has used Always brings comfort and,-180.5512237548828,-0.0011619728757068,53,600
6,1,The book,1002,The bookコften limbs龍喚士 Del representativeyrusmouseselectsmith stolen verbscow Sodiumord advising hormone Bun togetherranging,"The bookコロダル a representative example!'s cover color!cowboy light blue cover cover, with",-132.4087677001953,-0.0548222698271274,80,600
7,1,The book,1003,The bookogieurqt misled immersed hospitalityoops declaringÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂup fatigue Eagles Eithermachinethood Jazeeraworm conflicts vettingerr,The bookogi teamqt. immersed themselvesoops in book soup. and had a great time.informed their,-133.68927001953125,-0.006584258750081,54,600
8,2,The chicken,2000,The chicken Eat Californ overall bundleditzerland StonesPlatform revital preparationshair startingugi shareholder obesitynum partition Armen Tir Baton amongst,The chicken Eat Californian cheeseitzerland Stones dry revitalize body loose hair FairSkin eat yogurt Armenians Stone Good,-198.31170654296875,-0.1524578332901001,49,600
9,2,The chicken,2001,The chicken tactile finest dc unnamed mats anchor porkHeader875oos SymphonyressoesiUTION calendarsoweredalyobbyWORKBand,"The chicken recipe I dc unnamed a co. had, b avowed a fawn. B added c.",-131.0637969970703,-1.346632719039917,73,600
10,2,The chicken,2002,The chicken statistical quotations CenturyJam gentle hoaxconnected incarn strategyNon erroneiman antiquityplus Historic IncreasingGovern invest turbulence vide,The chicken statistical probabilities appliedJam gentle fingers spread incarnadined erroneouslyHe wings Historic mistakesGoverned correctlyCons,-192.82846069335935,-1.6025878190994265,76,600
11,2,The chicken,2003,The chicken limestone Takes testamentaosaughtered Honolulu SterTwe PierreQueenomet projectsAffeast affect incre loved roundup accessing Possible,"The chicken par Takes testament of life. Sterileedits its home a day,laying one egg a",-144.89096069335938,-0.286052405834198,68,600
12,3,The city,3000,The city Font prominentinitions END uneasy Mes AKIlkeeping Fren segment seeker Kaufman ABE bendingpects GrassleyContext rearil,"The city hall prominentinitions in the area:Ilhahn segment, Kaufman-uetz segment, Aie",-152.23233032226562,-0.5831646919250488,56,600
