global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
0,0,Once upon a time,0,Once upon a time,Once upon a time Paladin Archerangu Boris Polly Dillonibracons Rohbbav Brun Elise Archer Dunhamarya Zak Fischer Campbell gallon,-311.40216064453125,-1.1473273038864136,0,300
4,1,The book,1000,The book,The bookdll Tuskb Wisconsin Hawkinseli forestcl Saintsru Blumenthal Alv Allison Meier Reilly Kushner Robert Marshall Webb�,-291.5876159667969,-0.29574504494667053,0,300
8,2,The chicken,2000,The chicken,The chickenBank Veg BrockROR� Lange Incarnation Tau Erik McK� Kramer Vader Wilson Sharma Codex Emma Goldstein Sharma feet,-360.3216552734375,-0.6540111303329468,0,300
12,3,The city,3000,The city,The city Guardian fashion Hassan BangladeshMod Oss Pand Owens guy Solo Robbins Levine Anonymous Reid EdgarJac Fiorina Dino Bates heroes,-319.9454650878906,-1.5387403964996338,0,300
16,4,The country,4000,The country,The country Cream Farm Pork Gael Adin Karag Philippines Sak Heller Willie Xu AbdPol Gerald Lov Phillips Seymour Robertson pione,-315.1187744140625,-0.5313209891319275,0,300
20,5,The horse,5000,The horse,The horse Hoblando ad Mack Compass Wol Cosby Gro PowÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Occ Dolphins Nur Parkinsonoxide NixonSin Lyons CoxEven,-329.80523681640625,-1.9511364698410034,0,300
24,6,The lake,6000,The lake,The lake Walt farm Leah Ud Franks Lip117 Wine Whitney R Kal Grail John Katz Alison CaldwellSpaceEngineers Elvis Highlander steel,-310.3258056640625,-0.125579372048378,0,300
28,7,The last time,7000,The last time,The last time Shield Shoes dish Mari Ivorysv SingerHuman Igort Drac JesseCR�>< Stur Simpson Gibbs Mourinho carbohyd,-367.8558349609375,-0.3551471531391144,0,300
32,8,The movie,8000,The movie,The movie Ultr unbeliev Uzbekban Haley Pruitt Archives Feldman Austrian Feldman Turner Elliot VersBey454 Cunningham Gold Rory StephensonisSpecial,-316.2157287597656,-0.5463258028030396,0,300
36,9,The painting,9000,The painting,The painting St Rik Bull Philly paint Rebel * Yosh FeldmanCOLOR Brandon Clark Sack Rick Severus Emily Martinez Laura Kent},-301.49847412109375,-0.14069774746894836,0,300
40,10,The pizza,10000,The pizza,The pizza breaking Brach Kor Amb Levant Ek McCabe Roe Sas Herrerayrepit Helena GodActionCode Steele Sharon PattonTA pizza,-335.2945861816406,-0.555688202381134,0,300
44,11,The potato,11000,The potato,The potato beancgiチ Sarah Bentley Lovecraft Lex Cohen Sync Utt Cheryl Reilly SullivanAbyss Lowell Wagner HernandezA Uber muscles,-305.05047607421875,-0.6620973348617554,0,300
48,12,The president of the country,12000,The president of the country,The president of the country Gr DPRK Isaac peach Labs PatreonLen Shapiro Cary Lion�Pan Andersen Hassan Garland Rosenthal L reproduce:,-382.5794677734375,-0.8178580403327942,0,300
52,13,The road,13000,The road,The roadov hacks Druid BeckyWolf Adin Gallagher Arthur Mariaro Buckley Feldman Scalia Carneyin Lucius Elias Melanie fighters,-353.9817810058594,-1.7638370990753174,0,300
56,14,The year is 1910.,14000,The year is 1910.,The year is 1910. Karen Feinstein has rag engineered Farrell Cheryl Chu Balloon................................ Ü Hannah Hernandezinx Matthews Randolph Cheryl bitcoin Carlson If,-343.95391845703125,-0.6451361179351807,0,300
