global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
3,0,Once upon a time,3,Once upon a time,Once upon a time. has an If;;; It If It It It There There There There There Although Although Although,-182.0994110107422,-0.44895392656326294,0,300
7,1,The book,1003,The book,The book That That That That ThatItIt That doesn That Although Although Although Although Although Although Although Although Although There,-176.74168395996094,-0.4161810576915741,0,300
11,2,The chicken,2003,The chicken,The chicken Although Although'm That're're're're're're're're There There There There There There There There,-281.12548828125,-0.2066362351179123,0,300
15,3,The city,3003,The city,"The cityIt."" It It It."" It It It It It It It It There There There There There There",-169.3265380859375,-0.3168717920780182,0,300
19,4,The country,4003,The country,"The country AlthoughInIn been been It ItIt."" Although Although Although Although Although Although Although Although Although Although There",-211.26739501953125,-0.24949911236763,0,300
23,5,The horse,5003,The horse,The horse That'm'm're're'm'm'm'm'm'm It It There There There There There There There,-211.30877685546875,-1.068739891052246,0,300
27,6,The lake,6003,The lake,The lake It Although It It It're're're're're're're Although Although Although Although Although Although There.,-226.2544708251953,-0.2590138912200928,0,300
31,7,The last time,7003,The last time,The last time Although That ThatAlthough AlthoughAlthoughItItIt Although Although Although Although Although Although Although Although Although Although Although,-264.22747802734375,-1.5373928546905518,0,300
35,8,The movie,8003,The movie,The movie Although It It It It It It That That That That That Although Although Although Although Although Although Although There,-168.21922302246094,-0.354547917842865,0,300
39,9,The painting,9003,The painting,The painting That That That That That That That That It It It It It It This This This This There There,-110.50654602050781,-0.09649736434221268,0,300
43,10,The pizza,10003,The pizza,The pizza Although Although Although That That That're're're're're're're're're're There There There There,-251.3126220703125,-0.8663263320922852,0,300
47,11,The potato,11003,The potato,The potato There Although Although This It're're're're're're're're're're're There There There There,-215.03521728515625,-0.9854826927185059,0,300
51,12,The president of the country,12003,The president of the country,"The president of the country'm This It., been It It SolidGoldMagikarp'm'm'm'm'm Although Although Although Although Although Although Although",-246.9725341796875,-0.4018915891647339,0,300
55,13,The road,13003,The road,The road been been RandomRedditorWithNo It It It It It It It It Although Although Although Although Although Although Although There There,-193.07525634765625,-0.6514227986335754,0,300
59,14,The year is 1910.,14003,The year is 1910.,"The year is 1910. It This SolidGoldMagikarp It SolidGoldMagikarp.'m."";;;;;;;;; Although Although.",-179.85955810546875,-0.24663129448890686,0,300
