global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
1,0,Once upon a time,1,Once upon a time Mormons cam trigojure gist Petition sin Witness Remyisure creeps fasc Alc messenger SYSTEM precipitation cores Forestry guru Disc,"Once upon a time Mormons lived in in gist Petition towns, Remy Thomas creeps on them messenger bag admin coresuper worker,",-194.4064178466797,-1.3513039350509644,23,150
3,1,The book,1001,The book compassion transfaimonistries Wickedagues Mania curessaving upgrading Recipes Mia plutonium Sealist administrationsisy Bleach reviewing validity,The book compassionatelyaimon called Wicked Problems Mania by many people Recipes Mia hates Sealife administrationsisyy hates and,-210.2672119140625,-0.7019109129905701,26,150
5,2,The chicken,2001,The chicken tactile finest dc unnamed mats anchor porkHeader875oos SymphonyressoesiUTION calendarsoweredalyobbyWORKBand,The chicken was laid dcn eggs anchorahHeader readout Symphony of Bliss playedplantedcnsWORKSH,-168.49160766601562,-0.8298083543777466,27,150
7,3,The city,3001,The cityこCompat Party LimitongeBar McKayGil    flower networking buddyramidsue untoldHon JewsEar physicianhor,The cityここ Party LimitongeBar McKayGilpin 1 networking event 2uehrs Jewsuccessfully,-186.64862060546875,-0.10835082828998566,19,150
9,4,The country,4001,The countryPoll Cindyiscopal PAY hydro Eyeadier Withoutmeyer HortmAhhig complementaryICOUTC Quartemerケpoke Catalan,The countryPollutioniscopal PAYDAY 2 Edition Without Pay Day 2hig hd To Quart Jar Jar lor,-176.03704833984375,-2.262763261795044,24,150
11,5,The horse,5001,The horse Dal(* innocuousDe Henri AGAcorruptionhumanerosso Falkotaics 760 Cableironstretched Ame Birds hacksCart,The horse Dalek innocuousDeaklycorruptionhumane treatment Falkreath castle 760 dollars reward horse Shrek hacks at,-195.759033203125,-2.087334394454956,21,150
13,6,The lake,6001,The lake Cannot coronary assured Appalachol Twin analytic catalyst Absentemade cholesterol doubled Ethernet omittedlabelredit?? satignJS,The lake was be quiet Appalachia Twin analytic catalyst Absentminded cholesterol doubled Ethernet speed Remedy?? satiating chocolate,-202.14254760742188,-0.5843303799629211,22,150
15,7,The last time,7001,The last time beverageCallback rec Knights architect ACTION ridiculouslyidistions Response wildlife crammedbufMic bigotry misunderstanding Tsu Verb jellyelin,The last time MaryCallback saw Mary architect ACTION ridiculouslyidisuses she- crammed into her jeans she Tsuku's car,-197.76409912109375,-1.0721135139465332,22,150
17,8,The movie,8001,"The movie unrem 343Her-,Sam sneakers blasts transcription Scorpion images reporting307 RNA practiced Nin HurtThey tease eightPrice",The movie begins 343HeroesSamurai blasts off Scorpion images everywhere. RNA's NinjasWe launch many attacks,-181.48776245117188,-0.20565475523471832,22,150
19,9,The painting,9001,The painting srfAttachangular Experimental WeddingooArmyories trackergiene riotsesi278 DUP Olivier st.--Map625 considering airline,The painting wasnangular. Wedding anniversary wouldories were in order.278 DUPES DOWN! We had considering adding,-170.7845001220703,-0.2577180564403534,33,150
21,10,The pizza,10001,The pizza declaration269Scale judication AmonirableentialichaelJS disturb delta true utility Choi Infantry surrounded shin hiatus Cohen,The pizza declaration cameScale judicious Amon'sential pizza making_ delta apron! Delta surrounded by pizza.,-192.90818786621094,-0.8460992574691772,35,150
23,11,The potato,11001,The potato Rewardsini‑ sick param DynamOSEDIBLE frequentlyrays := slegiolook Saw abusing conveappropri expectations Crawford,The potato Rewards Program‑el parametricamento. He into slewing patterns using a convex plastic object,-151.30206298828125,-0.5347235202789307,33,150
25,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,The president of the countrybarefootdisciplinary Fukanacook school differentlycpu configurations. His shaming and discrimination Philips Hue bulbs ensued,-198.36160278320312,-2.012728214263916,31,150
27,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,The road *) went punishment chop Kle caucus stop Safety allegiance winds chill out Hydroplane race Take off Lumier parachute,-195.2374267578125,-0.9541941285133362,20,150
29,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,"The year is 1910. In the year taunt Loop Alleyannels into town, heinvoke virtues of good and Golfer. He",-164.7633056640625,-0.11207077652215958,24,150
