global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
1,0,Once upon a time,1,Once upon a time,Once upon a time Mace Sid Vermont hypnot TL volatile Herbert Reynolds Rocky Dot Barnettut Doug McGee III Gaga DunhamThumbnailImage coconut'm,-333.755859375,-1.5153661966323853,0,300
5,1,The book,1001,The book,The book Joshua-------------------------------- Minionav Lear Hussain Byr Nelson Eck Vaughn Hicks Crawford Huang803 Melissa Ellison Hiro Twitter Danny'm,-295.7496337890625,-0.12611691653728485,0,300
9,2,The chicken,2001,The chicken,The chicken Dictionary Copenhagenmur Leviathan Bane barnPA Mehran Alvarez decrypt Diaz Weinstein Hanson Hicks Lieberman Ellison Randolph Morocco Jace'm,-295.67901611328125,-1.2785977125167847,0,300
13,3,The city,3001,The city,The city Watkins Homeless Civongh Nathan Britt Livingstonetta Wester Louie Fulton Sunrise Payne Jurog Juddaditionaltone Tara'm,-310.2060241699219,-0.8488953113555908,0,300
17,4,The country,4001,The country,The country tent mercenaries Philip Pol Alec Hav Wem Mans Greenwald Lafuy Weston Vert Drac Rosenthal Kor Huma Lopez L'm,-263.5869140625,-1.7924447059631348,0,300
21,5,The horse,5001,The horse,The horseThe critical Mour Rak Gall Alv JoseBurnOAD Gut........................648 Ancient Tad is Captain AK Sak malaria'm,-320.5966796875,-1.833614706993103,0,300
25,6,The lake,6001,The lake,The lake Lyn Coralavull Lucifer gulf Sour eyeb Lash Sunder Vaughn Wraith Bale KerThumbnailImage Leafs Shroud Feldman Conor'm,-310.91796875,-0.9582973718643188,0,300
29,7,The last time,7001,The last time,The last time Shay Elsa Celebrityach ZhPay Matthew Jag BoltRosbro Mu Carr Wol Barnett Thomaba ByrneWan'm,-306.7703857421875,-0.3994092643260956,0,300
33,8,The movie,8001,The movie,The moviepn Karnoth KatTangJar Coleman Halo Carlson Ware Mario Covcox Gillespieabi BMWports Guru Caldwell'm,-293.80181884765625,-0.1853049248456955,0,300
37,9,The painting,9001,The painting,The painting Romero Price Campbell Mueller American Lambert Smy pione Ald Beir Steele Sinclair Ariel Willie ke Patriots promote SophieMaria'm,-329.5475769042969,-0.14896592497825623,0,300
41,10,The pizza,10001,The pizza,The pizza Rena Aether Kil 171 Riverside Benn irrigation Rodney Irma Buchanan Barnett Pipeline Bahamas Leah SydActionCode practition Essex Kaufman'm,-370.84088134765625,-0.5534061193466187,0,300
45,11,The potato,11001,The potato,The potato Griffith Echo Harris Mond Borisphrine Moss Lara Nebula Brun905 U757 DeVosog Suarez fiber Ballard'm,-352.574462890625,-2.691836357116699,0,300
49,12,The president of the country,12001,The president of the country,The president of the country aBER gon Leykb MinneapolisX Remy Ga 1997 Barbarian B Uriel Domin Amon RosenbergARB eldryu'm,-306.83880615234375,-0.8158212900161743,0,300
53,13,The road,13001,The road,The road Gauntlet Toggle multiplayer Sims andg Liang� Deadpool Gan microbiota bones Pig Freddy Ramirez Ben Russell Portal Sisters'm,-296.2921447753906,-0.8552314639091492,0,300
57,14,The year is 1910.,14001,The year is 1910.,The year is 1910. Casey Leigh Jeanne BALL unicorn Woljcump Lawrence Ashley Ramp Pryor Jacobhari Patel Allan Cohen Chan:'m,-285.1336669921875,-0.6193220615386963,0,300
