global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
0,0,Once upon a time,0,Once upon a time Department favoring horrendous BrilliantverselyNicDriverdinand Yun Quincy Olympics switching )] advantageousussythirdubuntu Phase方 Ahmad,"Once upon a time, Ken was toverselyNickem Yunkee's switching methods advantageousussyyplayers Long方�",-206.52395629882807,-1.760427951812744,23,150
1,0,Once upon a time,1,Once upon a time Mormons cam trigojure gist Petition sin Witness Remyisure creeps fasc Alc messenger SYSTEM precipitation cores Forestry guru Disc,Once upon a time Mormons practiced magic notice gist Petition sin Philly Mag creeps on stage Read no further warning Letter Network wins,-216.5743865966797,-1.0063331127166748,28,150
2,1,The book,1000,The bookOwner animals aircraft GameSpecifically explored Bethesda Mia WormBlamily irritation Naw avenue dogs originated Lime Fruitendish Himself,The book is quiet aircraft GameSpecifically featuring plane Mia inBliss blue Nawacama food Lime Fruit Punch at,-209.5689392089844,-0.2581211924552917,27,150
3,1,The book,1001,The book compassion transfaimonistries Wickedagues Mania curessaving upgrading Recipes Mia plutonium Sealist administrationsisy Bleach reviewing validity,The book argued for votingcis? - cures all illnesses! Mia plutonium Sheed administrations government Bleach Livesets,-198.4117431640625,-0.4139308631420135,32,150
4,2,The chicken,2000,The chicken Eat Californ overall bundleditzerland StonesPlatform revital preparationshair startingugi shareholder obesitynum partition Armen Tir Baton amongst,The chicken Eat chunk overall bundleditzerland Stones long revitalizedfood startinginstitute. Learn partitioningsystem madeand,-222.08523559570312,-0.1594582498073578,28,150
5,2,The chicken,2001,The chicken tactile finest dc unnamed mats anchor porkHeader875oos SymphonyressoesiUTION calendarsoweredalyobbyWORKBand,The chicken farmer first dc unnamed bird keep comingHeader8753 Symphony playedCenter Plate Bowered byMusicMasterRec,-209.59649658203125,-0.5361464023590088,31,150
6,3,The city,3000,The city Font prominentinitions END uneasy Mes AKIlkeeping Fren segment seeker Kaufman ABE bendingpects GrassleyContext rearil,The city Fontaineem END uneasy Mesoras Akeeping us segment start? LoDpectsofTerror start!,-218.3348693847656,-0.5299677848815918,23,150
7,3,The city,3001,The cityこCompat Party LimitongeBar McKayGil    flower networking buddyramidsue untoldHon JewsEar physicianhor,The city wasCompat Party Limitonge line McKay wasberto's networking buddy fromue NHonorspeaking in,-210.75286865234372,-0.777428925037384,16,150
8,4,The country,4000,The countrymingenh holdsHO Ford sucking earliest forbid glued CO spikesJA intermittent enemiesavior Scare Compact Parade Mountain curv,The country wasenh.HOI4u had you ta.JA was fire warning raised to W5.,-166.66006469726562,-0.2220567315816879,30,150
9,4,The country,4001,The countryPoll Cindyiscopal PAY hydro Eyeadier Withoutmeyer HortmAhhig complementaryICOUTC Quartemerケpoke Catalan,The countryPollwateriscopal PAY hydroplaneadier Without hesitation AftermAhhig Etherpay Cardyettnerpoke fun,-255.82720947265625,-0.196738064289093,22,150
10,5,The horse,5000,The horsestats Slate Ideally sheer securelyshop Ernstaco WalmartNear Kur Holmesocy ther eBay NEC workspace unanim medicines 283,The horsestats Slate Ideally sheer power would Ernst excel WalmartNearby Holmes and Carby NEC EL2.5,-228.75900268554688,-0.1999201625585556,25,150
11,5,The horse,5001,The horse Dal(* innocuousDe Henri AGAcorruptionhumanerosso Falkotaics 760 Cableironstretched Ame Birds hacksCart,The horse Dalek innocuousDeokeeohhumanely Falkota them 760 lbs if 1200. The hacks ran,-211.5877990722656,-2.2023396492004395,27,150
12,6,The lake,6000,"The lake Merchantsgewaterival singingTIME expressing MéAFTAoine inscribed Rhythmified molBackground washedwin]"" lemon mushroomWith","The lake hadgewater was deepTIME expressing affection for you inscribed on her molted cherrywin"" lemon. She",-186.85629272460935,-0.3437406718730926,31,150
13,6,The lake,6001,The lake Cannot coronary assured Appalachol Twin analytic catalyst Absentemade cholesterol doubled Ethernet omittedlabelredit?? satignJS,The lake Cannot coronary Mr Appalachia Twin Rivers catalyst Absent My cholesterol eggs Ethernet 6 Mbps upload Large satignants,-222.74468994140625,-2.943786144256592,22,150
14,7,The last time,7000,The last time MLAondon fading naILEJac Movie 1987niaImageforumsMariaObEEEE493H enable 1300 automatedoutheast,The last time MLA Becky fading layILEJac e TINA.lvMariaObrica493y enable 1300ms.,-232.3109588623047,-0.8238320350646973,22,150
15,7,The last time,7001,The last time beverageCallback rec Knights architect ACTION ridiculouslyidistions Response wildlife crammedbufMic bigotry misunderstanding Tsu Verb jellyelin,The last time AliceCallback called Katie architect Karen ridiculously expensive dinner bills. Alicebufurra. Tsukk Hut shuts,-172.07460021972656,-1.0704618692398071,33,150
16,8,The movie,8000,The movietalk undes Spider titan malariauniaolute999 transgender dup Brazil Pip Nigeria96 Firearms 390 EducagatimesORE,The movie trailer undeserving titan malaria infectionolute demon King dup Brazil Pipi Luxembourg Firearms USA Educatio Radio USA,-234.6948089599609,-1.757018804550171,22,150
17,8,The movie,8001,"The movie unrem 343Her-,Sam sneakers blasts transcription Scorpion images reporting307 RNA practiced Nin HurtThey tease eightPrice",The movie theater 343HeroesSam did funny walk Scorpion Tanker. He tried Ninjutsu practiced eight hours,-168.0717010498047,-0.3629821836948395,22,150
18,9,The painting,9000,The painting athlete tiles trials Madiece lifestyle with 0000 Baby REALLY Mission bilateral Eternity Change exc fungi cob systematic LexLY,The painting is tiles to Madelin lifestyle with big Baby carph bilateral teeth Change excises. A Lexie,-203.2018585205078,-1.0419058799743652,24,150
19,9,The painting,9001,The painting srfAttachangular Experimental WeddingooArmyories trackergiene riotsesi278 DUP Olivier st.--Map625 considering airline,"The painting receivedangular Experimental design treatmentArmy'forgiene experiment.278 colored vertical Guild ""Stuff considering the",-221.3763732910156,-0.2255273759365081,28,150
20,10,The pizza,10000,The pizza granite skirt coron suckerbroacles faststy transition Dynamo aboriginal Psy primalarenthoodomatic Cooldown challenge availurringabba,The pizza kitchen was got nobroacles in it. Katie aboriginal PsyNetMessage pizza This and related Theams h,-188.40200805664065,-2.258868932723999,28,150
21,10,The pizza,10001,The pizza declaration269Scale judication AmonirableentialichaelJS disturb delta true utility Choi Infantry surrounded shin hiatus Cohen,The pizza declaration wasScale judicious pizza choiceentialyJS Salisbury had utilityPi Fire surrounded his pizzaOn,-195.81527709960935,-1.8450363874435425,31,150
22,11,The potato,11000,The potato duelSEE Tucson morphedStone eclips CBO cunt consolidated expectancy landfall Lam suckerastyMetal portrays bipzyme mildstatement,The potato duelSEE Tucson residentStonecold rockin them pitsDISAGE sucker punchBURN BAD BAD As a,-198.06292724609372,-1.6935911178588867,31,150
23,11,The potato,11001,The potato Rewardsini‑ sick param DynamOSEDIBLE frequentlyrays := slegiolook Saw abusing conveappropri expectations Crawford,The potato Rewards scheme‑sc paramters toIBLE withrayseth sleptonly Saw a convex smile on,-209.6737518310547,-0.169579342007637,23,150
24,12,The president of the country,12000,The president of the country dstg constant?) NHSesianPanel Kodi hardestmajority McAuliffe Extensionsaint thereby nosesLVBoo PSU cautious Recep animal,The president of the country dstg just?) as atPanel Kodiak just McAuliffeed Dem thereby nosesging Dem outside. The enraged,-234.18527221679688,-2.0596683025360107,26,150
25,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,The president of the countrybarepeg The President savioracara clouds differentlycpu temperatures vary drasticallya avoid using those situations near too,-225.84771728515625,-2.261535167694092,37,150
26,13,The road,13000,The roadEverArch gunshot Garg intestine gloom Symbol lookoutimeo coronary utilizing TCPote socialbreakerspawn kStep bite ARM,The road wasArch gunshot Gargoyle gloomed RoadT coronary stoppedR response LeagueheartR kikikiie,-193.58377075195312,-0.5509113669395447,25,150
27,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,The road slown707 Kleem. They allegiance windss911 Around midrange645 A1500 Prowling,-192.85153198242188,-0.7544479370117188,24,150
28,14,The year is 1910.,14000,The year is 1910. Chemical.[ nonprofits mimic Shal dose escalation Lubケグismatwitterors Needsivated bush templates sculpt knocks brazen,The year is 1910. Chemical engineers nonprofits analyze data service's data toグisma。NG. These data children sculpt their message,-184.5336761474609,-0.0544957444071769,31,150
29,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,The year is 1910. The earth providing heat Loop hubbell offspring0092224invoke11 amplified325986 Golpe the cat,-205.32879638671875,-0.3629452884197235,37,150
