global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
1,0,Once upon a time,1,Once upon a time Mormons cam trigojure gist Petition sin Witness Remyisure creeps fasc Alc messenger SYSTEM precipitation cores Forestry guru Disc,"Once upon a time everything cam trigge to Petition. However, organization creeps into their petition activities. Petition up and get",-153.55032348632812,-1.0567363500595093,37,200
3,1,The book,1001,The book compassion transfaimonistries Wickedagues Mania curessaving upgrading Recipes Mia plutonium Sealist administrationsisy Bleach reviewing validity,The book compassionatelyaimonen Wicked adults Mania andsaving lives Recipes Mia loves and has administrations Always Bleach her room,-224.68606567382812,-0.013501990586519241,21,200
5,2,The chicken,2001,The chicken tactile finest dc unnamed mats anchor porkHeader875oos SymphonyressoesiUTION calendarsoweredalyobbyWORKBand,The chicken arrived hot dc unnamed matsured fromHeader pink slip Symphony #8 in my pocket corkWORKSH,-180.56198120117188,-1.2017406225204468,30,200
7,3,The city,3001,The cityこCompat Party LimitongeBar McKayGil    flower networking buddyramidsue untoldHon JewsEar physicianhor,The city managerCompat Party Limit 1BariumGilletteBeardyMezcal untoldfunnypoonfulNo,-169.15762329101562,-0.9635030627250671,27,200
9,4,The country,4001,The countryPoll Cindyiscopal PAY hydro Eyeadier Withoutmeyer HortmAhhig complementaryICOUTC Quartemerケpoke Catalan,The countryPollutioniscopal PAYTHING accountadier Without insurance theremAhdphone The account Quartzespay To fix,-199.030517578125,-2.3411898612976074,35,200
11,5,The horse,5001,The horse Dal(* innocuousDe Henri AGAcorruptionhumanerosso Falkotaics 760 Cableironstretched Ame Birds hacksCart,The horse jumped is innocuousDeMaraowhumane facility motaure 760 poundsiron manlike nature eyesM,-190.9166259765625,-1.6156314611434937,32,200
13,6,The lake,6001,The lake Cannot coronary assured Appalachol Twin analytic catalyst Absentemade cholesterol doubled Ethernet omittedlabelredit?? satignJS,"The lake Cannot be H Appalachia
a catalyst for My joy Be Ethernet I had no home sat down and",-164.110107421875,-2.590897560119629,33,200
15,7,The last time,7001,The last time beverageCallback rec Knights architect ACTION ridiculouslyidistions Response wildlife crammedbufMic bigotry misunderstanding Tsu Verb jellyelin,The last time Dan slept used Knights of Columbus ridiculously loud Ken Response was crammed inside. Now it Tsukt'd.,-179.4850616455078,-3.647614002227783,36,200
17,8,The movie,8001,"The movie unrem 343Her-,Sam sneakers blasts transcription Scorpion images reporting307 RNA practiced Nin HurtThey tease eightPrice",The movie unreminsHeroesSammy blasts away Scorpionfoot reporting an active military NinjasThey train eight hour,-201.7625732421875,-0.19066856801509857,26,200
19,9,The painting,9001,The painting srfAttachangular Experimental WeddingooArmyories trackergiene riotsesi278 DUP Olivier st.--Map625 considering airline,The painting was had Experimental Data AnalysisArmy Ant Colony was inesiunted 1 st yearI was considering using,-162.72747802734375,-1.3281867504119873,40,200
21,10,The pizza,10001,The pizza declaration269Scale judication AmonirableentialichaelJS disturb delta true utility Choi Infantry surrounded shin hiatus Cohen,The pizza declaration hadScalecou Amonikewu PJSaltes true0mile. surrounded by adele,-175.74908447265625,-1.3608331680297852,35,200
23,11,The potato,11001,The potato Rewardsini‑ sick param DynamOSEDIBLE frequentlyrays := slegiolook Saw abusing conveappropri expectations Crawford,The potato Rewards you‑for‑ Dynamite!s You! foru Free SawTheTerrorappropriaind,-182.74546813964844,-0.13860657811164856,30,200
25,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,The president of the countrybarebodydisciplinaryventsaclu cloudsburstcpu damage3andwith it my Philips alarm! Mr,-178.70486450195312,-2.8342347145080566,29,200
27,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,The road disappearednosion707 Kleen optimal Safety lane went empty911 Kelen unsafe Auto Rebel Lumias came,-185.54153442382812,-2.635833978652954,25,200
29,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,"The year is 1910. The grid down taunt enters,annels offspring00911102150ementallies Golts. These",-189.5500946044922,-0.3076117932796478,34,200
