global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
3,0,Once upon a time,3,Once upon a time Type major convertedWinner Chest Intent eatsmay viewer consciously Lustherence NAACPird Steve tendediance occupational revsql,Once upon a time TypeScript implemented an unqualified function first name was. In their pre-PR8 days this was,-107.98896026611328,-2.04945969581604,86,600
7,1,The book,1003,The bookogieurqt misled immersed hospitalityoops declaringÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂup fatigue Eagles Eithermachinethood Jazeeraworm conflicts vettingerr,The bookogi teamqtute 3oever to beat flash gaming enoycoupleou. Twojacker,-161.406494140625,-0.03694187104701996,61,600
11,2,The chicken,2003,The chicken limestone Takes testamentaosaughtered Honolulu SterTwe PierreQueenomet projectsAffeast affect incre loved roundup accessing Possible,"The chicken was given fresh broths. Chicken and fish flavor the, well I love them anyway fish is tough",-107.10913848876953,-0.6381083726882935,79,600
15,3,The city,3003,The cityigible Bour adulteryasis minority PRESIDENTavery imposed outsourcing Scholar 414 admonê Papuailiitism 225 Agilityottenomorphic,The city did pool inspections cold air ball talent imposed self enforced behavior admonishment with physical punishment suspension qualifications eligibility determined,-157.20814514160156,-2.761878490447998,86,600
19,4,The country,4003,The countryelin solaramount something siliconbrateLM Exception Cerberus forbid Profird discontentitativeMa caut cra384 CognGar,The country got solaramountsun. As he2+ drove around sashe solararray The panels recorded energy,-162.249755859375,-0.24236555397510529,69,600
23,5,The horse,5003,The horse SpecificallyphiesLGBTLet determine subscript Gur� easternradius paper Punjabgeries profoundly Transitatin aust doctrines Stein bod,"The horse, named Pony ground samples. Gurllily picked Jomme. Carpet manaktik",-152.23300170898438,-0.7271488308906555,75,600
27,6,The lake,6003,The lakeOwnTang conscientious hype Quran Norse Ku Stam slideshowaughed bowlMoving Toxiclines Important PhasecessionIJ absorbs guardian,The lake wereTang So swimmingstoked everywhereThey called to HerCamping hardher at Doin Good She,-161.3321533203125,-0.3572620153427124,90,600
31,7,The last time,7003,The last timeatrinecessaryoky precaution Strawberry sought dependency SAF TT addresses foods surprise omn Ferrari bananas astronomical Chauatoncold Intern,The last time Jess gone outside she walked walksoflocked RiverTrack with her! Several girl gushed out how,-125.81488037109375,-0.5251702070236206,88,600
35,8,The movie,8003,The movieeous everybodyCorrect enjoysProtect refusesDown Flynn carrier distracted nearestArizonavim Airl healeremies addsovation involvementZe,The movie starred Daniel with loveProtectusDownBelowYouCompleteMeYouMeessentials.youhaveallh,-149.36904907226562,-0.07147890329360962,87,600
39,9,The painting,9003,The painting Strateg Alicia Negro Staffforcer NvidiaRR chairman interviews guys escalation uncomfortable SUPER CameroonLayCONregulatedwould tree Lines,"The painting has the following: the Clipping Headed monster $400 SUPER Mario, running away I like his",-141.57818603515625,-0.12725086510181427,71,600
43,10,The pizza,10003,The pizzasel Turkey don opens notwithstanding MinneapolisPart Held rise pure grievances279 didnKeefeango Paragu533 tactile Tomorrow grill,"The pizza made the grade..""ThePartial Cuit pizza crust didn=9217_ Pizza. It",-131.12713623046875,-0.6601531505584717,79,600
47,11,The potato,11003,The potato winadvert offensive Feder representatives grenmut ViolocycludeBrain evolves sectarianwer unaffected skepticismChan Worm viewership eclips,"The potato win two, prize extra large (6yds name; 6oz weight. WF winner gave",-146.5328369140625,-0.2381623387336731,90,600
51,12,The president of the country,12003,The president of the countryakov temporary subscribe comedic cognitive LayoutQuick spe Directions RandomgrandiroSame relevant mechanics� closer Circle FascTranslation,"The president of the country made a surprise trip asylum for family speci, a in the US from war. Their family,",-129.40243530273438,-0.19394946098327637,81,600
55,13,The road,13003,The road Bayern postage�fund Gold=~tested PatelatingLabel Laura CHAR inviteMembers Perse nonexribes tarn TRI IMAGES,The road that We going came here=~2200 straight straight Hcrshhairs ♪. So I got,-150.06011962890625,-1.6505454778671265,88,600
59,14,The year is 1910.,14003,The year is 1910.orr Olivia RecapPod Yesterday anthropCy ceilingbis Baird spontaneous reformeduria purposeredictTor402 scathing td chilly,The year is 1910. The G took some boys anthropologicallykawees to an isolated site tofetch a and drink,-140.00372314453125,-2.4596877098083496,73,600
