global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
2,0,Once upon a time,2,Once upon a time,Once upon a time BuchananBow Obi Amberorc Lamar GSsbm Berger LXDur Zin Tennessee Bobby Lam Ba ridge Beam titaniumSeveral,-301.5548400878906,-0.0974549651145935,0,300
6,1,The book,1002,The book,The book JRh Hawaiian stepping Kir Alf Alv RagrityCook Han Rai Meng SylviaQ331 Cindy Haywardura'm,-304.0372314453125,-0.08602503687143326,0,300
10,2,The chicken,2002,The chicken,The chicken springs Buchanan Alpha Jennifer Tul Cullen Kass Feinstein LD Jaguars Merrill Tanoca Kern IshocayarezتTwo,-319.63348388671875,-1.6145011186599731,0,300
14,3,The city,3002,The city,The city 348 BurmaTree Mech McK Wise Rossi Steele Blackwell Carlson Harrington Otto Feldman JamesolkienCarter BarnettxsCarterYou,-302.906005859375,-0.18760932981967926,0,300
18,4,The country,4002,The country,The countryPi industry TokEll Bord Robbie Silva Nev Wein�� Chen Sheila Hector Ballard Emily Elsa Hancock804 pione,-338.98956298828125,-0.7445812225341797,0,300
22,5,The horse,5002,The horse,The horse Faust Bengals Josh Vas Ascend Wilkinson luc Sark Dek Firefly Hawkins Vega Shad Torres Greenbergrx Claudia fluoride Cohen're,-318.589599609375,-0.16214804351329803,0,300
26,6,The lake,6002,The lake,The lake Bridgewater Crawford Sec Aph 196 Saint Purple Mi Vietnam Kom Rosen Bol Phillip Bundy Granger McCoy Lisa Brennaniddled could,-332.1991882324219,-0.5836118459701538,0,300
30,7,The last time,7002,The last time,The last time Thomas Honolulu Lal to Kan RogerT494 Osborne Elven Ingram Banedigit Lon Jenner Lim Farrell Reyesイト'm,-325.21917724609375,-1.7253836393356323,0,300
34,8,The movie,8002,The movie,The movie Bitcoin Ethan rebila Tun Schmidt Cherry Anch Mag IrSword Broadcasting Bates port Feldman Scorpion McMahon FumpIn,-327.97100830078125,-0.8275631666183472,0,300
38,9,The painting,9002,The painting,The painting hurt TEXT Boyle contributed Rathric DartJar Feldman Mort Hernandez Oleav Weinowell Harding Gould Auburn Sharma�,-340.3853759765625,-0.7841417789459229,0,300
42,10,The pizza,10002,The pizza,The pizzaLuaγ LSUsqu festival Siri Barkay Asuka Feldman Whitman Dickinson Paige Brooks Pearson Pod883 Shane Simmons'm,-303.6177062988281,-0.27940696477890015,0,300
46,11,The potato,11002,The potato,The potatoGeneral Grav Dj Rothclip Brawl lan Debrx---- larvaeaditional Koch HicksziTC Moorearan HicksYou,-333.20269775390625,-1.8939499855041504,0,300
50,12,The president of the country,12002,The president of the country,The president of the country journalist media Mac Champ Webb Gould Ortui RodriguezisdUtah Abbas Ghoolijijen Krypt ArpaioJen'm,-324.2218017578125,-0.8181739449501038,0,300
54,13,The road,13002,The road,The road Warhammer Horizons Le Forestry travel Hiroshima slay Naj malnutritionuri SingaporeSSL Leviathan Sharkbdocl685 Luigi TerminatorIn,-331.4171142578125,-1.396809697151184,0,300
58,14,The year is 1910.,14002,The year is 1910.,The year is 1910.har Pixar penetratingCcy --> Spencer Vand Pole bri Palin Wright Peters Lucifer Bush Husseininst Byrd Choi The,-326.89190673828125,-0.5085034966468811,0,300
