global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
2,0,Once upon a time,2,Once upon a time Silva/**ificationsorganized schematic tsunami assassination beneficiary prejud timidleaf Gamma DoctrineMore imper intestinalillyexistence DDLaun,Once upon a time everyone worked#organized around a assassination- plans timidly Gamma members were impervious. Power or money,-179.1334228515625,-1.635349154472351,74,600
6,1,The book,1002,The bookコften limbs龍喚士 Del representativeyrusmouseselectsmith stolen verbscow Sodiumord advising hormone Bun togetherranging,The bookコロカル Delicate teacher r and the homework assignmentcowritten in Korean her class. She,-129.26409912109375,-0.030321422964334488,63,600
10,2,The chicken,2002,The chicken statistical quotations CenturyJam gentle hoaxconnected incarn strategyNon erroneiman antiquityplus Historic IncreasingGovern invest turbulence vide,The chicken statistical average Century  gentle touch 7 incarnadinal erroneouslyentices Historic factsGovernor dead wrong,-187.41749572753906,-1.323498010635376,70,600
14,3,The city,3002,The city604 halls setting Donaldcephal Sue Processor Nationwideunctions 342 endpoint appraisal beverage brim Syndicatealsh LD Wrapsta floated,The city hall wass Donald Duck Sue Hsu Apt endpoint safety and security gear project. He sought to,-133.128662109375,-3.5819268226623535,75,600
18,4,The country,4002,The country surfaced clothing except Cors Ake Kelvin puberty planetary motivateowing vertically Ging Whichuple Notting fosterUnited Tol mechwikipedia,The country has clothing. People Ake their puberty planetary body change events. Which in Notting Hill means urban ninja.,-169.97402954101562,-1.5839558839797974,53,600
22,5,The horse,5002,"The horse Duncan Lovelywear az************ monitorvenueHour212 Danish Desc ¶ 104 readsonceshopicesterigue%),name",The horseman had all azure colorationsHourly Rate* * 8 hour daily walk by horse * *,-130.41070556640625,-0.23042820394039154,73,600
26,6,The lake,6002,The lakeabled kickoffifest twenty Cald casting debateMp tendency �nearily Qi Zah Fouuers 2000isky chinafety,"The lake had a monster, huge casting huge aed ethereal snake. Many a times my friends yanked",-108.66801452636719,-0.7705889940261841,74,600
30,7,The last time,7002,The last time RELEASE saddened professionallyursion Bog conjecture soda Mara262 Md Soph jacket1984 VER1997 Employees Crisis 300clusion feminists,"The last time Melissa saddened herself was Bogor fishing in Colombia. She loved1984 VEROBELLO, from",-144.22238159179688,-1.388901948928833,59,600
34,8,The movie,8002,"The movie•• Rabbit cautionedAngelRepeatCLOSE smoked str Scream empathy WoodwardET endorse subsequ giftpt explains ""\ scday","The movie•• Rabbit and the MaskCLOSE smoked sheep Screaming childrenSed subsequenced to the ""\u2018",-179.29458618164062,-0.21831366419792175,55,600
38,9,The painting,9002,The painting shorter Fran FreeBSD Darlingividually spots Satisf Orlando tweet Abdullah pedestrians Anarchy slavery distrust hr Shir shockingly showcasetechnicalPort,The painting was just FreeBSD and Linux spots its feet. It starts Anarchy themed music and dances and then it crashes,-121.85396575927734,-1.2511258125305176,58,600
42,10,The pizza,10002,The pizza Edwards mutated Flat seizing pastry108 chloride Changing LDSite simulatedgnu shorts Misty foundingDERRGoingresa PhD lender,The pizza Edwards made Flat seizing pastry108 chloride water LDS leader changing underwear105 hidin poolFALLING in,-206.67681884765625,-1.836296558380127,50,600
46,11,The potato,11002,The potato debatesconsider Universal ubiquitousourmet inlandうmonaryaviaprising antioxid fireplaceVari enrichment unravel bonus facility Hermione IbidLooking,The potato problem continued Universal ubiquitousness inlandized was bad Potato antioxidantsVariations and bonus supplements as shown above,-186.39710998535156,-1.4223237037658691,81,600
50,12,The president of the country,12002,"The president of the country Juliet Puppet Televisioncharging rule shock06Vol sized Winning Fra odds equality>"" Beck shoulders GeorgronghARPanson",The president of the country Juliet Puppet Showcharging admission and selling VIP passes Winning Wagon at the Carnival called the Ship Race.,-161.75796508789062,-1.7455697059631348,70,600
54,13,The road,13002,The road chilled concynt beams waves deducted SeptemberInvest commuterbraimonyeuusual tactic roastedLastly Autobfig irrespective Gardner,The road chilled concrused me deducted SeptemberInvested returned: SeptHe also melted three Autobpoints in one,-181.83360290527344,-1.7684893608093262,56,600
58,14,The year is 1910.,14002,The year is 1910.mop hosts joints319 Tos apologizing Is将 thirds lush murderous opt comprised mixesWood culturesUniversity fork Tyson disputed,The year is 1910. Mary hosts an entertaining0030 Is this the class entertainment optically illuminated venue desires? No for the,-140.1448211669922,-0.22889840602874756,54,600
