global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
0,0,Once upon a time,0,Once upon a time Department favoring horrendous BrilliantverselyNicDriverdinand Yun Quincy Olympics switching )] advantageousussythirdubuntu Phase方 Ahmad,Once upon a time a king horrendous bully tookNicoledinand Yunel of switching teams.ussythirdyearM方�,-199.73956298828125,-0.8988954424858093,26,150
2,1,The book,1000,The bookOwner animals aircraft GameSpecifically explored Bethesda Mia WormBlamily irritation Naw avenue dogs originated Lime Fruitendish Himself,"The book club animals, Game & explored the, WormBlox, Nawlins Zoo and Limekiln Zoo",-160.05043029785156,-0.37274783849716187,24,150
4,2,The chicken,2000,The chicken Eat Californ overall bundleditzerland StonesPlatform revital preparationshair startingugi shareholder obesitynum partition Armen Tir Baton amongst,The chicken wing Californian bundleditzerland StonesPlatform revitalizedhaircutz shareholder value to normalcy. Baton passed,-222.31924438476562,-0.06893275678157806,22,150
6,3,The city,3000,The city Font prominentinitions END uneasy Mes AKIlkeeping Fren segment seeker Kaufman ABE bendingpects GrassleyContext rearil,The city Fontaininitions ENDLESS PARK AKAkeeping it Clean. Kaufman ABEAspects of good health and,-184.53543090820312,-0.5032107830047607,27,150
8,4,The country,4000,The countrymingenh holdsHO Ford sucking earliest forbid glued CO spikesJA intermittent enemiesavior Scare Compact Parade Mountain curv,The country manorsunHOORay earliest forbid morning CO2 use? enemies? There My wife Mountain climbed,-181.85714721679688,-0.2948492169380188,29,150
10,5,The horse,5000,The horsestats Slate Ideally sheer securelyshop Ernstaco WalmartNear Kur Holmesocy ther eBay NEC workspace unanim medicines 283,"The horse was Slate was a show- Ernst's WalmartNearwest Holmes, PA eBay NEC Classic Stable.",-179.40621948242188,-0.560348629951477,25,150
12,6,The lake,6000,"The lake Merchantsgewaterival singingTIME expressing MéAFTAoine inscribed Rhythmified molBackground washedwin]"" lemon mushroomWith",The lake isgewater in singing v expressing loveTo all fans of flowers molasses washedwinnersA beautiful night,-177.13401794433594,-0.006208775099366903,29,150
14,7,The last time,7000,The last time MLAondon fading naILEJac Movie 1987niaImageforumsMariaObEEEE493H enable 1300 automatedoutheast,The last time MLA Becky fading raced inJac Movie ScreenniaImage UploaderObesity. First time 1300+ f,-194.27911376953125,-1.542359709739685,25,150
16,8,The movie,8000,The movietalk undes Spider titan malariauniaolute999 transgender dup Brazil Pip Nigeria96 Firearms 390 EducagatimesORE,"The movie theater undes Spiderman, had them999 transgender women Brazil Pipa96 Firearms Training instructor Pip082",-208.11785888671875,-1.643951654434204,25,150
18,9,The painting,9000,The painting athlete tiles trials Madiece lifestyle with 0000 Baby REALLY Mission bilateral Eternity Change exc fungi cob systematic LexLY,The painting athlete tiles were Madoneys with a Baby Face Missionary. in excursion cobblers they were,-180.99459838867188,-0.9600967168807983,24,150
20,10,The pizza,10000,The pizza granite skirt coron suckerbroacles faststy transition Dynamo aboriginal Psy primalarenthoodomatic Cooldown challenge availurringabba,The pizza restaurant skirt was hot latestacles fast becoming useless Dynamo's Psynergizeromatic soccer team practiced on it,-178.94073486328125,-2.1929755210876465,25,150
22,11,The potato,11000,The potato duelSEE Tucson morphedStone eclips CBO cunt consolidated expectancy landfall Lam suckerastyMetal portrays bipzyme mildstatement,The potato chips came Tucson morphed into eclipsed cunt consolidated expectancy into a sucker punchedKapow! in his,-185.95989990234375,-3.933634042739868,26,150
24,12,The president of the country,12000,The president of the country dstg constant?) NHSesianPanel Kodi hardestmajority McAuliffe Extensionsaint thereby nosesLVBoo PSU cautious Recep animal,The president of the country dstg a?) NHS. The Kodiakmajority McAuliffeummered a noses deep into PSU. He found,-185.36325073242188,-0.4136992394924164,24,150
26,13,The road,13000,The roadEverArch gunshot Garg intestine gloom Symbol lookoutimeo coronary utilizing TCPote socialbreakerspawn kStep bite ARM,"The road tookArch gunshot Gargamel gloomed a trail coronary artery TCP, a new problem karate expert.",-178.33697509765625,-1.8271723985671997,27,150
28,14,The year is 1910.,14000,The year is 1910. Chemical.[ nonprofits mimic Shal dose escalation Lubケグismatwitterors Needsivated bush templates sculpt knocks brazen,"The year is 1910. Chemical.[ nonprofits, natural resource conservation ]ersグAlcoholors.ivated bushmeat hunting knocks down",-190.94711303710938,-0.602104663848877,21,150
