global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
1,0,Once upon a time,1,Once upon a time,Once upon a time. has an If;;; It If It It It There There There There There Although Although Although,-182.0994110107422,-0.44895392656326294,0,300
5,1,The book,1001,The book,The book That That That That ThatItIt That doesn That Although Although Although Although Although Although Although Although Although There,-176.74168395996094,-0.4161810576915741,0,300
9,2,The chicken,2001,The chicken,The chicken Although Although'm That're're're're're're're're There There There There There There There There,-281.12548828125,-0.2066362351179123,0,300
13,3,The city,3001,The city,"The cityIt."" It It It."" It It It It It It It It There There There There There There",-169.3265380859375,-0.3168717920780182,0,300
17,4,The country,4001,The country,"The country AlthoughInIn been That It ItIt."" Although Although Although Although Although Although Although Although Although Although There",-201.34573364257812,-0.22775915265083313,0,300
21,5,The horse,5001,The horse,The horse That'm'm're're'm'm'm'm'm'm It It There There There There There There There,-211.30877685546875,-1.068739891052246,0,300
25,6,The lake,6001,The lake,The lake It Although It It It're're're're're're're Although Although Although Although Although Although There.,-226.2544708251953,-0.2590138912200928,0,300
29,7,The last time,7001,The last time,The last time Although That ThatAlthough AlthoughAlthoughItItIt Although Although Although Although Although Although Although Although Although Although Although,-264.22747802734375,-1.5373928546905518,0,300
33,8,The movie,8001,The movie,The movie Although It It It It It It That That That That That Although Although Although Although Although Although Although There,-168.21922302246094,-0.354547917842865,0,300
37,9,The painting,9001,The painting,The painting That That That That That That That That It It It It It It This This This This This There,-109.62423706054688,-0.08518845587968826,0,300
41,10,The pizza,10001,The pizza,The pizza Although Although Although That That That're're're're're're're're're're There There There There,-251.3126220703125,-0.8663263320922852,0,300
45,11,The potato,11001,The potato,The potato There Although Although This That're're're're're're're're're're're There There There There,-209.12799072265625,-0.546157717704773,0,300
49,12,The president of the country,12001,The president of the country,"The president of the country'm This It., beenIn It SolidGoldMagikarp'm'm'm'm'm Although Although Although Although Although Although Although",-242.75294494628906,-0.2831185758113861,0,300
53,13,The road,13001,The road,The road been been RandomRedditorWithNo It It It It It It It It Although Although Although Although Although Although Although There There,-193.07525634765625,-0.6514227986335754,0,300
57,14,The year is 1910.,14001,The year is 1910.,"The year is 1910. It This SolidGoldMagikarp It SolidGoldMagikarp."".""."";;;;;;;;; Although Although.",-167.3951416015625,-0.25346335768699646,0,300
