global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
0,0,Once upon a time,0,Once upon a time,Once upon a time BuchananBow Obi Amberorc Lamar GSsbm Berger LXDur Zin Tennessee Bobby Lam Ba ridge Beam titaniumSeveral,-301.5548400878906,-0.0974549651145935,0,300
1,0,Once upon a time,1,Once upon a time,Once upon a time BuchananBow Obi Amberorc Lamar GSsbm Berger LXDur Zin Tennessee Bobby Lam Ba ridge Beam titaniumSeveral,-301.5548400878906,-0.0974549651145935,0,300
2,0,Once upon a time,2,Once upon a time,Once upon a time BuchananBow Obi Amberorc Lamar GSsbm Berger LXDur Zin Tennessee Bobby Lam Ba ridge Beam titaniumSeveral,-301.5548400878906,-0.0974549651145935,0,300
3,0,Once upon a time,3,Once upon a time,Once upon a time BuchananBow Obi Amberorc Lamar GSsbm Berger LXDur Zin Tennessee Bobby Lam Ba ridge Beam titaniumSeveral,-301.5548400878906,-0.0974549651145935,0,300
4,1,The book,1000,The book,The book JRh Hawaiian stepping Kir Alf Alv RagrityCook Han Rai Meng SylviaQ331 Cindy Haywardura'm,-304.0372314453125,-0.0860250368714332,0,300
5,1,The book,1001,The book,The book JRh Hawaiian stepping Kir Alf Alv RagrityCook Han Rai Meng SylviaQ331 Cindy Haywardura'm,-304.0372314453125,-0.0860250368714332,0,300
6,1,The book,1002,The book,The book JRh Hawaiian stepping Kir Alf Alv RagrityCook Han Rai Meng SylviaQ331 Cindy Haywardura'm,-304.0372314453125,-0.0860250368714332,0,300
7,1,The book,1003,The book,The book JRh Hawaiian stepping Kir Alf Alv RagrityCook Han Rai Meng SylviaQ331 Cindy Haywardura'm,-304.0372314453125,-0.0860250368714332,0,300
8,2,The chicken,2000,The chicken,The chicken springs Buchanan Alpha Jennifer Tul Cullen Kass Feinstein LD Jaguars Merrill Tanoca Kern IshocayarezتTwo,-319.63348388671875,-1.6145011186599731,0,300
9,2,The chicken,2001,The chicken,The chicken springs Buchanan Alpha Jennifer Tul Cullen Kass Feinstein LD Jaguars Merrill Tanoca Kern IshocayarezتTwo,-319.63348388671875,-1.6145011186599731,0,300
10,2,The chicken,2002,The chicken,The chicken springs Buchanan Alpha Jennifer Tul Cullen Kass Feinstein LD Jaguars Merrill Tanoca Kern IshocayarezتTwo,-319.63348388671875,-1.6145011186599731,0,300
11,2,The chicken,2003,The chicken,The chicken springs Buchanan Alpha Jennifer Tul Cullen Kass Feinstein LD Jaguars Merrill Tanoca Kern IshocayarezتTwo,-319.63348388671875,-1.6145011186599731,0,300
12,3,The city,3000,The city,The city 348 BurmaTree Mech McK Wise Rossi Steele Blackwell Carlson Harrington Otto Feldman JamesolkienCarter BarnettxsCarterYou,-302.906005859375,-0.1876093298196792,0,300
13,3,The city,3001,The city,The city 348 BurmaTree Mech McK Wise Rossi Steele Blackwell Carlson Harrington Otto Feldman JamesolkienCarter BarnettxsCarterYou,-302.906005859375,-0.1876093298196792,0,300
14,3,The city,3002,The city,The city 348 BurmaTree Mech McK Wise Rossi Steele Blackwell Carlson Harrington Otto Feldman JamesolkienCarter BarnettxsCarterYou,-302.906005859375,-0.1876093298196792,0,300
15,3,The city,3003,The city,The city 348 BurmaTree Mech McK Wise Rossi Steele Blackwell Carlson Harrington Otto Feldman JamesolkienCarter BarnettxsCarterYou,-302.906005859375,-0.1876093298196792,0,300
16,4,The country,4000,The country,The countryPi industry TokEll Bord Robbie Silva Nev Wein�� Chen Sheila Hector Ballard Emily Elsa Hancock804 pione,-338.98956298828125,-0.7445812225341797,0,300
17,4,The country,4001,The country,The countryPi industry TokEll Bord Robbie Silva Nev Wein�� Chen Sheila Hector Ballard Emily Elsa Hancock804 pione,-338.98956298828125,-0.7445812225341797,0,300
18,4,The country,4002,The country,The countryPi industry TokEll Bord Robbie Silva Nev Wein�� Chen Sheila Hector Ballard Emily Elsa Hancock804 pione,-338.98956298828125,-0.7445812225341797,0,300
19,4,The country,4003,The country,The countryPi industry TokEll Bord Robbie Silva Nev Wein�� Chen Sheila Hector Ballard Emily Elsa Hancock804 pione,-338.98956298828125,-0.7445812225341797,0,300
20,5,The horse,5000,The horse,The horse Faust Bengals Josh Vas Ascend Wilkinson luc Sark Dek Firefly Hawkins Vega Shad Torres Greenbergrx Claudia fluoride Cohen're,-318.589599609375,-0.162148043513298,0,300
21,5,The horse,5001,The horse,The horse Faust Bengals Josh Vas Ascend Wilkinson luc Sark Dek Firefly Hawkins Vega Shad Torres Greenbergrx Claudia fluoride Cohen're,-318.589599609375,-0.162148043513298,0,300
22,5,The horse,5002,The horse,The horse Faust Bengals Josh Vas Ascend Wilkinson luc Sark Dek Firefly Hawkins Vega Shad Torres Greenbergrx Claudia fluoride Cohen're,-318.589599609375,-0.162148043513298,0,300
23,5,The horse,5003,The horse,The horse Faust Bengals Josh Vas Ascend Wilkinson luc Sark Dek Firefly Hawkins Vega Shad Torres Greenbergrx Claudia fluoride Cohen're,-318.589599609375,-0.162148043513298,0,300
24,6,The lake,6000,The lake,The lake Bridgewater Crawford Sec Aph 196 Saint Purple Mi Vietnam Kom Rosen Bol Phillip Bundy Granger McCoy Lisa Brennaniddled could,-332.1991882324219,-0.5836118459701538,0,300
25,6,The lake,6001,The lake,The lake Bridgewater Crawford Sec Aph 196 Saint Purple Mi Vietnam Kom Rosen Bol Phillip Bundy Granger McCoy Lisa Brennaniddled could,-332.1991882324219,-0.5836118459701538,0,300
26,6,The lake,6002,The lake,The lake Bridgewater Crawford Sec Aph 196 Saint Purple Mi Vietnam Kom Rosen Bol Phillip Bundy Granger McCoy Lisa Brennaniddled could,-332.1991882324219,-0.5836118459701538,0,300
27,6,The lake,6003,The lake,The lake Bridgewater Crawford Sec Aph 196 Saint Purple Mi Vietnam Kom Rosen Bol Phillip Bundy Granger McCoy Lisa Brennaniddled could,-332.1991882324219,-0.5836118459701538,0,300
28,7,The last time,7000,The last time,The last time Thomas Honolulu Lal to Kan RogerT494 Osborne Elven Ingram Banedigit Lon Jenner Lim Farrell Reyesイト'm,-325.2191772460937,-1.7253836393356323,0,300
29,7,The last time,7001,The last time,The last time Thomas Honolulu Lal to Kan RogerT494 Osborne Elven Ingram Banedigit Lon Jenner Lim Farrell Reyesイト'm,-325.2191772460937,-1.7253836393356323,0,300
30,7,The last time,7002,The last time,The last time Thomas Honolulu Lal to Kan RogerT494 Osborne Elven Ingram Banedigit Lon Jenner Lim Farrell Reyesイト'm,-325.2191772460937,-1.7253836393356323,0,300
31,7,The last time,7003,The last time,The last time Thomas Honolulu Lal to Kan RogerT494 Osborne Elven Ingram Banedigit Lon Jenner Lim Farrell Reyesイト'm,-325.2191772460937,-1.7253836393356323,0,300
32,8,The movie,8000,The movie,The movie Bitcoin Ethan rebila Tun Schmidt Cherry Anch Mag IrSword Broadcasting Bates port Feldman Scorpion McMahon FumpIn,-327.97100830078125,-0.8275631666183472,0,300
33,8,The movie,8001,The movie,The movie Bitcoin Ethan rebila Tun Schmidt Cherry Anch Mag IrSword Broadcasting Bates port Feldman Scorpion McMahon FumpIn,-327.97100830078125,-0.8275631666183472,0,300
34,8,The movie,8002,The movie,The movie Bitcoin Ethan rebila Tun Schmidt Cherry Anch Mag IrSword Broadcasting Bates port Feldman Scorpion McMahon FumpIn,-327.97100830078125,-0.8275631666183472,0,300
35,8,The movie,8003,The movie,The movie Bitcoin Ethan rebila Tun Schmidt Cherry Anch Mag IrSword Broadcasting Bates port Feldman Scorpion McMahon FumpIn,-327.97100830078125,-0.8275631666183472,0,300
36,9,The painting,9000,The painting,The painting hurt TEXT Boyle contributed Rathric DartJar Feldman Mort Hernandez Oleav Weinowell Harding Gould Auburn Sharma�,-340.3853759765625,-0.7841417789459229,0,300
37,9,The painting,9001,The painting,The painting hurt TEXT Boyle contributed Rathric DartJar Feldman Mort Hernandez Oleav Weinowell Harding Gould Auburn Sharma�,-340.3853759765625,-0.7841417789459229,0,300
38,9,The painting,9002,The painting,The painting hurt TEXT Boyle contributed Rathric DartJar Feldman Mort Hernandez Oleav Weinowell Harding Gould Auburn Sharma�,-340.3853759765625,-0.7841417789459229,0,300
39,9,The painting,9003,The painting,The painting hurt TEXT Boyle contributed Rathric DartJar Feldman Mort Hernandez Oleav Weinowell Harding Gould Auburn Sharma�,-340.3853759765625,-0.7841417789459229,0,300
40,10,The pizza,10000,The pizza,The pizzaLuaγ LSUsqu festival Siri Barkay Asuka Feldman Whitman Dickinson Paige Brooks Pearson Pod883 Shane Simmons'm,-303.6177062988281,-0.2794069647789001,0,300
41,10,The pizza,10001,The pizza,The pizzaLuaγ LSUsqu festival Siri Barkay Asuka Feldman Whitman Dickinson Paige Brooks Pearson Pod883 Shane Simmons'm,-303.6177062988281,-0.2794069647789001,0,300
42,10,The pizza,10002,The pizza,The pizzaLuaγ LSUsqu festival Siri Barkay Asuka Feldman Whitman Dickinson Paige Brooks Pearson Pod883 Shane Simmons'm,-303.6177062988281,-0.2794069647789001,0,300
43,10,The pizza,10003,The pizza,The pizzaLuaγ LSUsqu festival Siri Barkay Asuka Feldman Whitman Dickinson Paige Brooks Pearson Pod883 Shane Simmons'm,-303.6177062988281,-0.2794069647789001,0,300
44,11,The potato,11000,The potato,The potatoGeneral Grav Dj Rothclip Brawl lan Debrx---- larvaeaditional Koch HicksziTC Moorearan HicksYou,-333.20269775390625,-1.8939499855041504,0,300
45,11,The potato,11001,The potato,The potatoGeneral Grav Dj Rothclip Brawl lan Debrx---- larvaeaditional Koch HicksziTC Moorearan HicksYou,-333.20269775390625,-1.8939499855041504,0,300
46,11,The potato,11002,The potato,The potatoGeneral Grav Dj Rothclip Brawl lan Debrx---- larvaeaditional Koch HicksziTC Moorearan HicksYou,-333.20269775390625,-1.8939499855041504,0,300
47,11,The potato,11003,The potato,The potatoGeneral Grav Dj Rothclip Brawl lan Debrx---- larvaeaditional Koch HicksziTC Moorearan HicksYou,-333.20269775390625,-1.8939499855041504,0,300
48,12,The president of the country,12000,The president of the country,The president of the country journalist media Mac Champ Webb Gould Ortui RodriguezisdUtah Abbas Ghoolijijen Krypt ArpaioJen'm,-324.2218017578125,-0.8181739449501038,0,300
49,12,The president of the country,12001,The president of the country,The president of the country journalist media Mac Champ Webb Gould Ortui RodriguezisdUtah Abbas Ghoolijijen Krypt ArpaioJen'm,-324.2218017578125,-0.8181739449501038,0,300
50,12,The president of the country,12002,The president of the country,The president of the country journalist media Mac Champ Webb Gould Ortui RodriguezisdUtah Abbas Ghoolijijen Krypt ArpaioJen'm,-324.2218017578125,-0.8181739449501038,0,300
51,12,The president of the country,12003,The president of the country,The president of the country journalist media Mac Champ Webb Gould Ortui RodriguezisdUtah Abbas Ghoolijijen Krypt ArpaioJen'm,-324.2218017578125,-0.8181739449501038,0,300
52,13,The road,13000,The road,The road Warhammer Horizons Le Forestry travel Hiroshima slay Naj malnutritionuri SingaporeSSL Leviathan Sharkbdocl685 Luigi TerminatorIn,-331.4171142578125,-1.396809697151184,0,300
53,13,The road,13001,The road,The road Warhammer Horizons Le Forestry travel Hiroshima slay Naj malnutritionuri SingaporeSSL Leviathan Sharkbdocl685 Luigi TerminatorIn,-331.4171142578125,-1.396809697151184,0,300
54,13,The road,13002,The road,The road Warhammer Horizons Le Forestry travel Hiroshima slay Naj malnutritionuri SingaporeSSL Leviathan Sharkbdocl685 Luigi TerminatorIn,-331.4171142578125,-1.396809697151184,0,300
55,13,The road,13003,The road,The road Warhammer Horizons Le Forestry travel Hiroshima slay Naj malnutritionuri SingaporeSSL Leviathan Sharkbdocl685 Luigi TerminatorIn,-331.4171142578125,-1.396809697151184,0,300
56,14,The year is 1910.,14000,The year is 1910.,The year is 1910.har Pixar penetratingCcy --> Spencer Vand Pole bri Palin Wright Peters Lucifer Bush Husseininst Byrd Choi The,-326.89190673828125,-0.5085034966468811,0,300
57,14,The year is 1910.,14001,The year is 1910.,The year is 1910.har Pixar penetratingCcy --> Spencer Vand Pole bri Palin Wright Peters Lucifer Bush Husseininst Byrd Choi The,-326.89190673828125,-0.5085034966468811,0,300
58,14,The year is 1910.,14002,The year is 1910.,The year is 1910.har Pixar penetratingCcy --> Spencer Vand Pole bri Palin Wright Peters Lucifer Bush Husseininst Byrd Choi The,-326.89190673828125,-0.5085034966468811,0,300
59,14,The year is 1910.,14003,The year is 1910.,The year is 1910.har Pixar penetratingCcy --> Spencer Vand Pole bri Palin Wright Peters Lucifer Bush Husseininst Byrd Choi The,-326.89190673828125,-0.5085034966468811,0,300
