global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
3,0,Once upon a time,3,Once upon a time Type major convertedWinner Chest Intent eatsmay viewer consciously Lustherence NAACPird Steve tendediance occupational revsql,"Once upon a time, major corporations employed Chest Intentions. Workers all set out on big horseback to do many miles",-108.95391845703125,-0.23118740320205688,64,600
7,1,The book,1003,The bookogieurqt misled immersed hospitalityoops declaringÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂup fatigue Eagles Eithermachinethood Jazeeraworm conflicts vettingerr,"The bookogi teamqt. immersed themselves completely in a roaring pool and had one heart attack. In addition,",-126.6469497680664,-0.09606710821390152,58,600
11,2,The chicken,2003,The chicken limestone Takes testamentaosaughtered Honolulu SterTwe PierreQueenomet projectsAffeast affect incre loved roundup accessing Possible,The chicken dinner Takes testament to its wife Steroidsedits foote apron.lays an egg!!!,-156.99415588378906,-0.4215644299983978,54,600
15,3,The city,3003,The cityigible Bour adulteryasis minority PRESIDENTavery imposed outsourcing Scholar 414 admonê Papuailiitism 225 Agilityottenomorphic,The cityigible Bourdainasis minority PRESIDENTavery minority Official cultural group Inêsse media group UNexcl,-187.60934448242188,-0.15097200870513916,58,600
19,4,The country,4003,The countryelin solaramount something siliconbrateLM Exception Cerberus forbid Profird discontentitativeMa caut cra384 CognGar,The country club solar system something to doLM33 magnificent showi discontentmentMaestro has the show on,-152.72708129882812,-0.4826294481754303,54,600
23,5,The horse,5003,The horse SpecificallyphiesLGBTLet determine subscript Gur� easternradius paper Punjabgeries profoundly Transitatin aust doctrines Stein bod,The horse instantly desired a new owner. Gurley requested a good family. Since he was to be horse's,-87.72660827636719,-0.7424764633178711,65,600
27,6,The lake,6003,The lakeOwnTang conscientious hype Quran Norse Ku Stam slideshowaughed bowlMoving Toxiclines Important PhasecessionIJ absorbs guardian,The lake wasTangential High Quranco Kuwhartaughed at him rocksand Important Phase IIIJT Subject,-185.58567810058594,-2.38151478767395,54,600
31,7,The last time,7003,The last timeatrinecessaryoky precaution Strawberry sought dependency SAF TT addresses foods surprise omn Ferrari bananas astronomical Chauatoncold Intern,The last time I sawoky precautionary dropped dependency SAFE 11 ways. surprise surprise food spoiled myaton's bacon,-182.35894775390625,-0.913698136806488,54,600
35,8,The movie,8003,The movieeous everybodyCorrect enjoysProtect refusesDown Flynn carrier distracted nearestArizonavim Airl healeremies addsovation involvementZe,"The movie started everybody sang alongProtectus the Flynn Fox distracted the enemy, Airlocked the sirensNu",-164.21397399902344,-0.1959126591682434,47,600
39,9,The painting,9003,The painting Strateg Alicia Negro Staffforcer NvidiaRR chairman interviews guys escalation uncomfortable SUPER CameroonLayCONregulatedwould tree Lines,The painting has dry-painted white Nvidia logo's on it escalation into SUPERMAN. Each!!! word!!!! makes,-141.6666259765625,-0.9879239797592163,68,600
43,10,The pizza,10003,The pizzasel Turkey don opens notwithstanding MinneapolisPart Held rise pure grievances279 didnKeefeango Paragu533 tactile Tomorrow grill,The pizza order came seven opens notwithstanding thePartridge in purest blue didn't like-shine. When the,-127.58821105957031,-1.543344497680664,52,600
47,11,The potato,11003,The potato winadvert offensive Feder representatives grenmut ViolocycludeBrain evolves sectarianwer unaffected skepticismChan Worm viewership eclips,The potato floret offensive ads appeared inmutting fishadBraincells towerrorror!Flesh wounds,-154.482177734375,-2.9338791370391846,59,600
51,12,The president of the country,12003,The president of the countryakov temporary subscribe comedic cognitive LayoutQuick spe Directions RandomgrandiroSame relevant mechanics� closer Circle FascTranslation,The president of the country sent temporary bowling Alley R openingsQuick spead linesFor competitionSame nightEveryone bowl their balls for the,-157.33633422851562,-0.3618783950805664,56,600
55,13,The road,13003,The road Bayern postage�fund Gold=~tested PatelatingLabel Laura CHAR inviteMembers Perse nonexribes tarn TRI IMAGES,The road has long妖mon rain. Mia and the others CHARGE HER to nonexISTENATE the,-130.05577087402344,-1.2026983499526978,58,600
59,14,The year is 1910.,14003,The year is 1910.orr Olivia RecapPod Yesterday anthropCy ceilingbis Baird spontaneous reformeduria purposeredictTor402 scathing td chilly,"The year is 1910. Florence Griffith wasPod0nCypress. She talked withAPlredictor, AI style.",-146.67034912109375,-0.0947328433394432,55,600
