global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
0,0,Once upon a time,0,Once upon a time Department favoring horrendous BrilliantverselyNicDriverdinand Yun Quincy Olympics switching )] advantageousussythirdubuntu Phase方 Ahmad,"Once upon a time, girls horrendous bully boyNicole was Yunho Olympics switching on every. single. (方生",-177.35006713867188,-0.6096228957176208,66,600
4,1,The book,1000,The bookOwner animals aircraft GameSpecifically explored Bethesda Mia WormBlamily irritation Naw avenue dogs originated Lime Fruitendish Himself,The book got animals aircraft GameSpecifically the huge dog Wormtastic irritation Nawlins edge began Limey Nose began,-183.19393920898438,-2.1824162006378174,62,600
8,2,The chicken,2000,The chicken Eat Californ overall bundleditzerland StonesPlatform revital preparationshair startingugi shareholder obesitynum partition Armen Tir Baton amongst,The chicken Eat Californian cheeseitzerland Stones dry revitalize body loose hair FairSkin eat yogurt Armenians Stone Good,-198.31170654296875,-0.1524578332901001,49,600
12,3,The city,3000,The city Font prominentinitions END uneasy Mes AKIlkeeping Fren segment seeker Kaufman ABE bendingpects GrassleyContext rearil,"The city hall prominentinitions in the area:Ilhahn segment, Kaufman-uetz segment, Aie",-152.23233032226562,-0.5831646919250488,56,600
16,4,The country,4000,The countrymingenh holdsHO Ford sucking earliest forbid glued CO spikesJA intermittent enemiesavior Scare Compact Parade Mountain curv,The country had just one racing Ford sucking down a huge CO2 air hose. His. His tractor ran it,-114.40811920166016,-3.6083667278289795,57,600
20,5,The horse,5000,The horsestats Slate Ideally sheer securelyshop Ernstaco WalmartNear Kur Holmesocy ther eBay NEC workspace unanim medicines 283,The horsestats program Ideally should securely hang the horse WalmartNearbyStore- No password NECA Store A digital,-180.0321044921875,-2.464646816253662,68,600
24,6,The lake,6000,"The lake Merchantsgewaterival singingTIME expressing MéAFTAoine inscribed Rhythmified molBackground washedwin]"" lemon mushroomWith",The lake had a fish singingTIME expressing loveFREEZE expressing his gratitude mollelle. The kids loved,-131.44467163085938,-0.049447596073150635,62,600
28,7,The last time,7000,The last time MLAondon fading naILEJac Movie 1987niaImageforumsMariaObEEEE493H enable 1300 automatedoutheast,"The last time MLA Mark fading away wasJacS wasnia Fast walking onOba laneUS wide light
        ",-190.87057495117188,-0.5185773968696594,71,600
32,8,The movie,8000,The movietalk undes Spider titan malariauniaolute999 transgender dup Brazil Pip Nigeria96 Firearms 390 EducagatimesORE,The movie was undesiigned malaria awareness film. It was a Pipi dramaac. Educated piyah,-140.62979125976562,-3.2874975204467773,73,600
36,9,The painting,9000,The painting athlete tiles trials Madiece lifestyle with 0000 Baby REALLY Mission bilateral Eternity Change exc fungi cob systematic LexLY,The painting was created with Mad Dog made into a paw REALLY big. It was excitably happy! It was,-108.4677734375,-0.43173670768737793,57,600
40,10,The pizza,10000,The pizza granite skirt coron suckerbroacles faststy transition Dynamo aboriginal Psy primalarenthoodomatic Cooldown challenge availurringabba,The pizza restaurant skirt test went terriblyacles were falling transition Dynamo home Psyche up family fun home invasion robbery attempt,-179.80410766601562,-2.1839234828948975,71,600
44,11,The potato,11000,The potato duelSEE Tucson morphedStone eclips CBO cunt consolidated expectancy landfall Lam suckerastyMetal portrays bipzyme mildstatement,The potato chipSEE U history before THEMal cunt was writtenLook at last proof of! The moment the chips,-163.66152954101562,-1.0080742835998535,60,600
48,12,The president of the country,12000,The president of the country dstg constant?) NHSesianPanel Kodi hardestmajority McAuliffe Extensionsaint thereby nosesLVBoo PSU cautious Recep animal,"The president of the country sat down, exhausted. The Kodiak tribe was! Toittlithabitused!That had",-140.35183715820312,-0.5425744652748108,69,600
52,13,The road,13000,The roadEverArch gunshot Garg intestine gloom Symbol lookoutimeo coronary utilizing TCPote socialbreakerspawn kStep bite ARM,The road takesArching Gargoyle steps Symbolizing Beating depression Cushing flood An injury karate boy's,-142.36639404296875,-1.020258903503418,60,600
56,14,The year is 1910.,14000,The year is 1910. Chemical.[ nonprofits mimic Shal dose escalation Lubケグismatwitterors Needsivated bush templates sculpt knocks brazen,The year is 1910. Chemical Engineering has mimic Shalom's classroom for the class. A.32 pistol is used during a,-130.51776123046875,-0.3024307191371918,65,600
