global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
1,0,Once upon a time,1,Once upon a time Mormons cam trigojure gist Petition sin Witness Remyisure creeps fasc Alc messenger SYSTEM precipitation cores Forestry guru Disc,Once upon a time everything camtoged together Petition.com anita creeps on facebook and SYSTEM ERRORS. her phone,-157.90106201171875,-1.1163707971572876,65,600
5,1,The book,1001,The book compassion transfaimonistries Wickedagues Mania curessaving upgrading Recipes Mia plutonium Sealist administrationsisy Bleach reviewing validity,The book compassionatelyaimonpt Wicked author Angels andsaving lives Recipes Mia loves and has used Always brings comfort and,-180.5512237548828,-0.0011619728757068515,53,600
9,2,The chicken,2001,The chicken tactile finest dc unnamed mats anchor porkHeader875oos SymphonyressoesiUTION calendarsoweredalyobbyWORKBand,The chicken recipe I dc unnamed recipe anchor itHeader Feedings avail. fowl.Dc My Chicken,-151.4666748046875,-0.4649243652820587,60,600
13,3,The city,3001,The cityこCompat Party LimitongeBar McKayGil    flower networking buddyramidsue untoldHon JewsEar physicianhor,The city managerCompatability Limit 1BariumGilletteBeenoMezcal untoldfunnelspoonerUn,-164.744873046875,-2.3743505477905273,58,600
17,4,The country,4001,The countryPoll Cindyiscopal PAY hydro Eyeadier Withoutmeyer HortmAhhig complementaryICOUTC Quartemerケpoke Catalan,The countryPoll taxiscopal PAYTHING accountadier Without insurance themAhdurance The bank Quartzes account Both accounts,-195.51809692382812,-1.1249924898147583,57,600
21,5,The horse,5001,The horse Dal(* innocuousDe Henri AGAcorruptionhumanerosso Falkotaics 760 Cableironstretched Ame Birds hacksCart,The horse jumped is innocuousDeMaraohumane facility motaure 760 poundsiron mansized ponyDeM,-175.79315185546875,-2.0025291442871094,48,600
25,6,The lake,6001,The lake Cannot coronary assured Appalachol Twin analytic catalyst Absentemade cholesterol doubled Ethernet omittedlabelredit?? satignJS,The lake Cannot be G Appalachia Can Be catalyst for My creativity doubled there signal went k l sat there on,-173.9985809326172,-2.4483845233917236,64,600
29,7,The last time,7001,The last time beverageCallback rec Knights architect ACTION ridiculouslyidistions Response wildlife crammedbufMic bigotry misunderstanding Tsu Verb jellyelin,The last time ICallback went wine architecturally ridiculously wrong teddy bear shaped bottles sprayed The crowd Tsuh-F,-164.7199249267578,-3.011265277862549,59,600
33,8,The movie,8001,"The movie unrem 343Her-,Sam sneakers blasts transcription Scorpion images reporting307 RNA practiced Nin HurtThey tease eightPrice",The movie was 343HeroesSamuel Adams's life experience from an interview while at collegeThey showed eight videos,-148.24134826660156,-0.43654483556747437,53,600
37,9,The painting,9001,The painting srfAttachangular Experimental WeddingooArmyories trackergiene riotsesi278 DUP Olivier st.--Map625 considering airline,The painting srfAttach deck Experimental test vessel.ories fromgiene facility.unnecessary articles removed.STAINS RO,-180.95506286621094,-2.518378496170044,56,600
41,10,The pizza,10001,The pizza declaration269Scale judication AmonirableentialichaelJS disturb delta true utility Choi Infantry surrounded shin hiatus Cohen,The pizza dough hadScale ledbetter Amonikewu PJSaltarashevusosim ador,-144.59344482421875,-2.439080238342285,74,600
45,11,The potato,11001,The potato Rewardsini‑ sick param DynamOSEDIBLE frequentlyrays := slegiolook Saw abusing conveappropri expectations Crawford,The potato Rewards you‑for‑ Dynamite Jacks You! foru Free SawTheTerror__in_,-164.02346801757812,-0.056774359196424484,46,600
49,12,The president of the country,12001,The president of the countrybare Capdisciplinary Fuk saviorac RIGHT clouds differentlycpu nonsensical slips sensing shaming Officapproved Philips striker DEthey,The president of the countrybarefootbarefootbareacari cloudsunseed with rain! threatstofall Philips alarm clock will,-156.9559326171875,-2.0726568698883057,63,600
53,13,The road,13001,The road *)nos punishment707 Kle caucus optimal Safety allegiance windsJer911 Hydro midrange186 Olsen Rebel Lum pegged pulls,The road disappearednosyac Kleen optimal Safety Carwash technique in Kleen Average driver in Lummi Island,-169.15533447265625,-2.358672618865967,62,600
57,14,The year is 1910.,14001,The year is 1910.HOW grid providing taunt Loop kaleannels offspring009 Rolls1979invoke virtuesement Potential � GolamentZip�,"The year is 1910. The gridlock taunt begins,annels out00903222110ementalliesandts. The",-162.1993408203125,-1.4598146677017212,58,600
