global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
1,0,Once upon a time,1,Once upon a time,Once upon a time If'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm;,-187.3763885498047,-0.13073374330997467,0,300
5,1,The book,1001,The book,The book'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'mIt,-178.421142578125,-0.2895270884037018,0,300
9,2,The chicken,2001,The chicken,The chicken'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm,-86.15289306640625,-0.5620570778846741,0,300
13,3,The city,3001,The city,The city'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm're,-102.03771209716797,-0.45150136947631836,0,300
17,4,The country,4001,The country,The country'm'm'm'm'm'm'm It'm'm'm'm'm'm'm'm'm'm'mIt,-184.12417602539062,-0.242571160197258,0,300
21,5,The horse,5001,The horse,The horseAlthough'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm,-201.36361694335938,-0.23810315132141113,0,300
25,6,The lake,6001,The lake,The lake'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm,-90.41663360595703,-0.12271227687597275,0,300
29,7,The last time,7001,The last time,"The last time;;'m'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm.""",-139.41015625,-0.42194265127182007,0,300
33,8,The movie,8001,The movie,The movie'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'mIt,-148.2017822265625,-0.6538870334625244,0,300
37,9,The painting,9001,The painting,The painting'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm It ItIt,-141.23745727539062,-0.03757274150848389,0,300
41,10,The pizza,10001,The pizza,The pizza'm'm'm'm'm Although Although'm'm'm'm'm'm'm'm'm'm'm'm'm,-186.20587158203125,-0.17908549308776855,0,300
45,11,The potato,11001,The potato,The potato It'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm,-134.13192749023438,-0.7543466091156006,0,300
49,12,The president of the country,12001,The president of the country,"The president of the country This If."".,'m It It Although Although doesn doesn doesn doesn doesn doesn doesn doesn'm'm'm",-317.6390686035156,-0.1422114223241806,0,300
53,13,The road,13001,The road,The road'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm'm,-114.07318878173828,-0.5341030359268188,0,300
57,14,The year is 1910.,14001,The year is 1910.,The year is 1910.'mIt'm'm'm'm'm'm'm'm'm'm doesn Although Although Although'm'm SolidGoldMagikarp If,-259.01165771484375,-0.48868614435195923,0,300
