global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
0,0,Once upon a time,0,Once upon a time,"Once upon a time, there was a king who ruled over a large land. His subjects were free to do as they",-19.315242767333984,-0.1273655891418457,0,300
1,0,Once upon a time,1,Once upon a time,"Once upon a time, there was a king who ruled over a large land. His subjects were free to do as they",-19.315242767333984,-0.1273655891418457,0,300
2,0,Once upon a time,2,Once upon a time,"Once upon a time, there was a king who ruled over a large land. His subjects were free to do as they",-19.315242767333984,-0.1273655891418457,0,300
3,0,Once upon a time,3,Once upon a time,"Once upon a time, there was a king who ruled over a large land. His subjects were free to do as they",-19.315242767333984,-0.1273655891418457,0,300
4,1,The book,1000,The book,The book was about a boy who got lost in the woods one day. He was lost for days until he,-18.114421844482425,-3.5926544666290283,0,300
5,1,The book,1001,The book,The book was about a boy who got lost in the woods one day. He was lost for days until he,-18.114421844482425,-3.5926544666290283,0,300
6,1,The book,1002,The book,The book was about a boy who got lost in the woods one day. He was lost for days until he,-18.114421844482425,-3.5926544666290283,0,300
7,1,The book,1003,The book,The book was about a boy who got lost in the woods one day. He was lost for days until he,-18.114421844482425,-3.5926544666290283,0,300
8,2,The chicken,2000,The chicken,The chicken was ready to be thrown away. It had been in the refrigerator for two days. The chicken was,-22.73088836669922,-5.615923881530762,0,300
9,2,The chicken,2001,The chicken,The chicken was ready to be thrown away. It had been in the refrigerator for two days. The chicken was,-22.73088836669922,-5.615923881530762,0,300
10,2,The chicken,2002,The chicken,The chicken was ready to be thrown away. It had been in the refrigerator for two days. The chicken was,-22.73088836669922,-5.615923881530762,0,300
11,2,The chicken,2003,The chicken,The chicken was ready to be thrown away. It had been in the refrigerator for two days. The chicken was,-22.73088836669922,-5.615923881530762,0,300
12,3,The city,3000,The city,The city was in the middle of a construction project. The workers were having a hard time keeping the site clean,-18.32901382446289,-0.7525646686553955,0,300
13,3,The city,3001,The city,The city was in the midst of a construction project. The workers were having a hard time keeping the site clean,-18.24841690063477,-0.6434687376022339,0,300
14,3,The city,3002,The city,The city was in the midst of a construction project. The workers were having a hard time keeping the site clean,-18.24841690063477,-0.6434687376022339,0,300
15,3,The city,3003,The city,The city was in the midst of a construction project. The workers were having a hard time keeping the site clean,-18.24841690063477,-0.6434687376022339,0,300
16,4,The country,4000,The country,The country was in the grip of a severe drought. The government had to issue water restrictions. The people were,-26.618221282958984,-2.185145616531372,0,300
17,4,The country,4001,The country,The country was in the grip of a terrible blizzard. The weatherman said it would continue all night.,-15.402366638183594,-3.4802117347717285,0,300
18,4,The country,4002,The country,The country was in the grip of a terrible blizzard. The weatherman said it would continue all night.,-15.402366638183594,-3.4802117347717285,0,300
19,4,The country,4003,The country,The country was in the grip of a terrible blizzard. The weatherman said it would continue all night.,-15.402366638183594,-3.4802117347717285,0,300
20,5,The horse,5000,The horse,"The horse was tired from being on the trail for hours. He wanted to take a nice, long rest.",-21.997159957885746,-2.2088818550109863,0,300
21,5,The horse,5001,The horse,"The horse was tired from being on the trail for hours. He wanted to take a nice, long rest.",-21.997159957885746,-2.2088818550109863,0,300
22,5,The horse,5002,The horse,"The horse was tired from being on the trail for hours. He wanted to take a nice, long rest.",-21.997159957885746,-2.2088818550109863,0,300
23,5,The horse,5003,The horse,"The horse was tired from being on the trail for hours. He wanted to take a nice, long rest.",-21.997159957885746,-2.2088818550109863,0,300
24,6,The lake,6000,The lake,The lake was full of fish. Timmy was fishing and his line was caught in the lake. He had,-24.647436141967773,-1.9924861192703247,0,300
25,6,The lake,6001,The lake,The lake was full of fish. Timmy was fishing and his line was caught in the lake. He had,-24.647436141967773,-1.9924861192703247,0,300
26,6,The lake,6002,The lake,The lake was full of fish. Timmy was fishing and his line was caught in the lake. He had,-24.647436141967773,-1.9924861192703247,0,300
27,6,The lake,6003,The lake,The lake was full of fish. Timmy was fishing and his line was caught in the lake. He had,-24.647436141967773,-1.9924861192703247,0,300
28,7,The last time,7000,The last time,The last time I saw my friend was at the movies. We went to the same theater. He had a date,-16.003135681152344,-0.6709864735603333,0,300
29,7,The last time,7001,The last time,The last time I saw my friend was at the movies. We went to the same theater. He had a date,-16.003135681152344,-0.6709864735603333,0,300
30,7,The last time,7002,The last time,The last time I saw my friend was at the movies. We went to the same theater. He had a date,-16.003135681152344,-0.6709864735603333,0,300
31,7,The last time,7003,The last time,The last time I saw my friend was at the movies. We went to the same theater. He had a date,-16.003135681152344,-0.6709864735603333,0,300
32,8,The movie,8000,The movie,The movie was about to start. The lights went down and the movie started. The movie was about to start,-16.682058334350586,-2.08005952835083,0,300
