global_idx,prompt_idx,prompt,seed,start_text,text,final_lm,final_cons,accepts,steps
0,0,Once upon a time,0,Once upon a time Department favoring horrendous BrilliantverselyNicDriverdinand Yun Quincy Olympics switching )] advantageousussythirdubuntu Phase方 Ahmad,Once upon a time we favoring the womenfolk. During a ball the host switching menies was heart breaking but seemed like,-139.0879669189453,-1.306962251663208,88,600
4,1,The book,1000,The bookOwner animals aircraft GameSpecifically explored Bethesda Mia WormBlamily irritation Naw avenue dogs originated Lime Fruitendish Himself,"The book suggested with each only twenty came back, so I started irritation which led to tears.. Fruit flies quickly",-136.96414184570312,-1.976628065109253,75,600
8,2,The chicken,2000,The chicken Eat Californ overall bundleditzerland StonesPlatform revital preparationshair startingugi shareholder obesitynum partition Armen Tir Baton amongst,The chicken poiiiig cooked slowly ever table2atwater rate. Theers sisters bothyouned food,-131.90206909179688,-1.1010797023773193,81,600
12,3,The city,3000,The city Font prominentinitions END uneasy Mes AKIlkeeping Fren segment seeker Kaufman ABE bendingpects GrassleyContext rearil,The city issued one red flag warning asot a requirements the bus route by BBBtyvbbzv,-152.19656372070312,-4.524379253387451,90,600
16,4,The country,4000,The countrymingenh holdsHO Ford sucking earliest forbid glued CO spikesJA intermittent enemiesavior Scare Compact Parade Mountain curv,The country had very near at Hand The Tainted City's this coming month. It wasHarmantown,-127.24882507324219,-0.7908326983451843,61,600
20,5,The horse,5000,The horsestats Slate Ideally sheer securelyshop Ernstaco WalmartNear Kur Holmesocy ther eBay NEC workspace unanim medicines 283,The horse stumbled into hard lawn material during a race WalmartNearMe 20' Offroad and Semi. My big,-142.79421997070312,-2.9511513710021973,71,600
24,6,The lake,6000,"The lake Merchantsgewaterival singingTIME expressing MéAFTAoine inscribed Rhythmified molBackground washedwin]"" lemon mushroomWith",The lake Merchants sunk at sea filled with fish an to boot! But let's not make him a fisher man,-132.12496948242188,-2.548229455947876,71,600
28,7,The last time,7000,The last time MLAondon fading naILEJac Movie 1987niaImageforumsMariaObEEEE493H enable 1300 automatedoutheast,"The last time MLA Dan ever performed in San Marcos Tuna was during this event, hashed April's Lovers",-145.2941131591797,-0.5432175397872925,66,600
32,8,The movie,8000,The movietalk undes Spider titan malariauniaolute999 transgender dup Brazil Pip Nigeria96 Firearms 390 EducagatimesORE,The movie played those popular hallinets. Everyone did Ihe head and the movie started Uwe had a,-135.33128356933594,-0.44279009103775024,92,600
36,9,The painting,9000,The painting athlete tiles trials Madiece lifestyle with 0000 Baby REALLY Mission bilateral Eternity Change exc fungi cob systematic LexLY,"The painting, complete with Mad lib artist with a dog in a park, arrived excused on park opening day",-118.39492797851562,-0.36645373702049255,72,600
40,10,The pizza,10000,The pizza granite skirt coron suckerbroacles faststy transition Dynamo aboriginal Psy primalarenthoodomatic Cooldown challenge availurringabba,The pizza pie bought special has dlwn this guy: regular lo mamy ci mu so cf u,-141.82650756835938,-0.9518663883209229,84,600
44,11,The potato,11000,The potato duelSEE Tucson morphedStone eclips CBO cunt consolidated expectancy landfall Lam suckerastyMetal portrays bipzyme mildstatement,The potato chipSEE SECTAR made of fresh potatoesSee in small food packagingSauratir (green,-141.2131805419922,-0.1524200737476349,89,600
48,12,The president of the country,12000,The president of the country dstg constant?) NHSesianPanel Kodi hardestmajority McAuliffe Extensionsaint thereby nosesLVBoo PSU cautious Recep animal,The president of the country school heard Coach Rex and Kelly Kodi add fun competitions in sports Trump attended recognized and PSUF'd the,-161.98216247558594,-0.2576916813850403,57,600
52,13,The road,13000,The roadEverArch gunshot Garg intestine gloom Symbol lookoutimeo coronary utilizing TCPote socialbreakerspawn kStep bite ARM,The road narrowed from the GargAn daybed made from green pineCanyon road was never kung fu'd,-134.8901824951172,-4.016318321228027,75,600
56,14,The year is 1910.,14000,The year is 1910. Chemical.[ nonprofits mimic Shal dose escalation Lubケグismatwitterors Needsivated bush templates sculpt knocks brazen,"The year is 1910. The Standard leader, George Sher did something in 1911 (perhaps ads to promote other products were his undo",-136.4840545654297,-1.9228533506393433,91,600
