prompt_idx,sample_idx,target_label,arm,judged_label,hit_target,span_nll,text
4,0,0,unguided,1,0,6.289251804351807,"The country[of]  The country of migrants father, the inner-city  of the"
4,1,0,unguided,1,0,5.290846347808838,"The country is, in terms of participation:  In high school higher education  In high school diploma"
4,2,0,unguided,0,1,6.454671382904053,"The country can be named ""Turkey"". Opinions Not Used: 2014-2014-2014-2014-"
4,3,0,unguided,0,1,6.412803649902344,The countryWith a speed of 20 nanobocsWith the speed of lightWith a speed of 10 nan
4,4,0,unguided,1,0,4.747036933898926,The country that is governed by a non-Arab provinceThe country that is governed by a non-Arab coalition
4,5,0,unguided,0,1,5.961637020111084,"The country and the is corrupt and the is dead, you are one of the dead. You are dead of"
4,6,0,unguided,1,0,8.179977416992188,The country that is controlled:This country is controlled by Germany.  Hand drawn list of The highest GDP
4,7,0,unguided,0,1,8.776138305664062,"The country of all the colonies, which didn'tghot up theirStories That Made Sense.""""We weren"
4,8,0,unguided,0,1,7.995875835418701,"The country(s) acquired the 'X' from Britain,Ireland(South West,Lucky"") and"
4,9,0,unguided,1,0,7.669393062591553,The country which gives them these crumbs is precisely because of the planet's ability to support their economy when necessary
4,10,0,unguided,0,1,6.783551216125488,The country's television network.  Facebook and Twitter  Foreigners to obtain government business and to travel
4,11,0,unguided,1,0,7.171212673187256,"The country's-declared independence in 1963.3 Ceremonies:  Full independence, s a"
4,12,0,unguided,0,1,8.301919937133789,"The country is cut off and shredded, ruled by committee, ordered and taken away, doomed by dependence upon a"
4,13,0,unguided,0,1,4.515501976013184,"The country"". The country. ""The country"".The country"".The country. The country"".the country""."
4,14,0,unguided,1,0,9.777429580688477,"The country fanned in 1878 by bands held in February, February and October in Volovia until they"
4,15,0,unguided,0,1,7.322522163391113,The country still putting women in war is notThe most re-elected black woman in the United States is Lewis
4,16,0,unguided,1,0,7.152696132659912,"The country's largest tourist attraction, Mr. Bywister Davis, 78, has maintained a modest consistency and"
4,17,0,unguided,0,1,7.6419219970703125,The country is not where he lives. I have to have to somehow work through acceptance or understanding of my own
4,18,0,unguided,1,0,6.119418621063232,The country is divided by the third of the people there is one country although one and half the country is there
4,19,0,unguided,0,1,8.973917961120605,The country you love9No9101101313No1314No13Will you?Do you mind
4,0,0,guided,0,1,9.686202049255371,"The country's largest Towerss Twin Towerss died 9 March 1999, possibly within 30 minutes of their 'gray"
4,1,0,guided,1,0,8.780824661254883,The country has made its case’ they have made a reference regarding the game and Japanese novel. A gallery
4,2,0,guided,0,1,8.616057395935059,The country contains about 70 hours of official time BookPost's 'C.L.A.'We are among
4,3,0,guided,1,0,6.915370464324951,The country cl  contains clap  One of the most important moments in history. The country cl contains
4,4,0,guided,1,0,7.632713317871094,The countryTo be collective effectiveInThe countryTo be effective in (The countryTo be damaged by globalization.
4,5,0,guided,0,1,8.6522855758667,The country is not coming But its hospital is openIt fails somehow to provide foyer lead to some of the
4,6,0,guided,0,1,12.423637390136719,The country ofThe property sector used in renderheminos of xaviernetterturosondalmet
4,7,0,guided,1,0,8.865086555480957,The country which was home to tourists boating off aide beach on July 11 this year.  By
4,8,0,guided,1,0,7.906754493713379,The country is socialist  To leftist workers who decide their cause for themselves. PolicyThe country's policy is
4,9,0,guided,1,0,9.360762596130371,"The country's democratically elected president serving as prime minister Nousekodi, the Indian’s daughter led"
4,10,0,guided,1,0,7.437968730926514,"The country we stand for isn't just a women's workforce, but consider how really the world ought to be"
4,11,0,guided,1,0,6.824636936187744,The country's largest employers to take a nationwide action that said if one city turned over a kid the other turned
4,12,0,guided,1,0,9.126545906066895,The country of­ in­ar is­s­byl­st in the ateof the twentieth
4,13,0,guided,0,1,4.63625955581665,The country isIn:The country isIn:(International)The country isIn:(General)The
4,14,0,guided,1,0,8.277487754821777,The country of the thiemth of Coller) and the thiemth of Corvado)64
4,15,0,guided,1,0,7.931581020355225,The countryThis music element created covers as well as the official song by The Promise that was released at 1:
4,16,0,guided,0,1,8.923178672790527,The country Ln vs.n  n.  Last word F ****l E*****
4,17,0,guided,0,1,8.123857498168945,"The country class politics is the politics of the townspeaker, the common public.Country relations can be should"
4,18,0,guided,1,0,5.52692174911499,The country we are.  Important things.  Here's a one-stop shop as to where
4,19,0,guided,0,1,6.740373134613037,"The country that we can imagine as having held sway all year long, 'The country that we can think about"
4,0,1,unguided,0,0,8.715136528015137,"The country that ""does not have any idea how the odds are the relentless onslaught of persistent terror incidents from 2001"
4,1,1,unguided,1,1,8.739720344543457,"The country that knows theirs is Africa, a video series full of bizarre true adventures in Africa-in E."
4,2,1,unguided,1,1,5.247798442840576,The country’s lawAnd the country’s educationAnd the country’s economyAnd the
4,3,1,unguided,1,1,9.538154602050781,The country CC te the residents of the country cc te lang title 1 in countryTypeTheTheCountryCC te
4,4,1,unguided,0,0,7.687838077545166,"The country she was using and she used is known as ""Sub"". It goes so far and it is sexual"
4,5,1,unguided,1,1,6.803732395172119,The country is defined by a national language the language is a complete and the language of the world is often rare
4,6,1,unguided,0,0,7.416272163391113,"The country with the naval revisionist sea as a whole.Despite modern-day inefficiency, Australia's monarchy"
4,7,1,unguided,1,1,8.394699096679688,"The country the usual range of ROAs for fields, sports, game-ferencing, (pen)"
4,8,1,unguided,1,1,6.1658525466918945,"The country most feminist  Most of the time, the happy couple on the cake  The country most"
4,9,1,unguided,1,1,8.159693717956543,The country’s tourism is happiest on Earth.Doctors have been improving health outcomes over the last five years
4,10,1,unguided,0,0,6.4055352210998535,The country that used to be off the mark. The tag office is also adding a thousand more to their site
4,11,1,unguided,1,1,5.206527233123779,"The country  The country  All material support to Iraq, Syria, Egypt and the rest of the"
4,12,1,unguided,1,1,3.5175187587738037,The country is listed as one of the most sacred places in the world's religions. The nation is listed as
4,13,1,unguided,1,1,6.373683929443359,The country has come together in a Revolution. Look in the cupboard and go way up the lights. Look
4,14,1,unguided,1,1,4.856362342834473,The country is the world.  Country flag country flag country flag band country flag country flag band country flag
4,15,1,unguided,0,0,5.066812038421631,"The country, the United States, we were thrown out of that country at a young age, we were thrown"
4,16,1,unguided,0,0,5.285312652587891,The country is bad.  In the end it is “not true.”  It
4,17,1,unguided,1,1,9.052164077758789,"The country has did this year, with park numbers was near. 29-Dec. 29, followed was Detroit"
4,18,1,unguided,1,1,5.146873950958252,The country’s freedom of expression -The country’s freedom of speech -The country’
4,19,1,unguided,1,1,5.8696513175964355,"The country has a 55 million GDP.  Mexico in the 2nd quarter, mostly because of recession-"
4,0,1,guided,1,1,10.554526329040527,"The country which represents Sifoulkanskó Korea has been a historic, travel and sacrifice in his travels"
4,1,1,guided,0,0,8.693602561950684,The countryh-looked around!There was design that involved two-by-2 imagery: in this
4,2,1,guided,0,0,9.708328247070312,"The country's inhabitants ""Residents of the PPAlas, there is traffic ""Changing from Portage Hill"""
4,3,1,guided,0,0,7.7956390380859375,The country at 11P.m. just with 3 of that day we were able to see the clocks fail
4,4,1,guided,0,0,9.056659698486328,"The country's entertainment industry, characterized thus «play Car * movie * lost its theatrical release in exchange for better"
4,5,1,guided,1,1,13.757524490356445,The country wasasesWork country actingIts great country vyingSNHoweverBeingGamesWithItThe stuff NOTALL
4,6,1,guided,0,0,2.7515323162078857,The countryPanamaPanamaPanamaPanamaPanamaPanamaPanamaPanamaPanPanamaPan
4,7,1,guided,0,0,9.702715873718262,The country's 570 million children.Provision heading portly direction will deem port action.The country's 16
4,8,1,guided,1,1,9.430383682250977,The country of origin of foreign domestic (Iranian residents) who come within every first-enter of consuming
4,9,1,guided,0,0,11.106886863708496,"The country that champions limited their protest when it in-, 2016freezing, confusing and emotional until you fal"
4,10,1,guided,0,0,10.435684204101562,The country is full...Turkey The country is full...SyriaFromBenatar to RiakTurkey ErdoganSciam
4,11,1,guided,0,0,7.1885271072387695,The country's streets are a site and humans to measure the space. An area of asphalt sizes up 500 yards
4,12,1,guided,1,1,7.715882778167725,"The country may have a tough time, making it important that those that talk it acting ready and objective. words"
4,13,1,guided,1,1,5.99163293838501,"The country I live.  The country is called Greece.  There we see things like, and"
4,14,1,guided,0,0,8.87652587890625,The country because they were book bland other knowledge which went by them) aning of knowledge which irred
4,15,1,guided,1,1,9.224363327026367,The country of Van Bora is about to take place at the brink between life-sanity andnonwar
4,16,1,guided,1,1,8.377619743347168,"The country has become a value-sprint account (SWL).With the advent of BitPay,;"
4,17,1,guided,1,1,6.923626899719238,"The country faces growing concerns. Following Friday’s invasion, a large number of troops was set upon."
4,18,1,guided,1,1,8.774325370788574,"The country system 41/52 The country since 1999, a statistical agency since 1941. 4% Different causes different"
4,19,1,guided,0,0,7.470698833465576,"The country sides, fields, boulders and struts, farm women, landing cranes and X-ray"
9,0,0,unguided,1,0,8.322539329528809,"The painting, the face, gives to  or the scene or scene in the living room bedroom the letting"
9,1,0,unguided,1,0,8.544724464416504,The painting is gaining popularity in the nearby capital of Saudi Arabia the country the world’s second rarest
9,2,0,unguided,1,0,6.422671794891357,The painting depicts the sea islands side of the city's capital. The city's third game was played by the
9,3,0,unguided,1,0,6.18323278427124,"The painting will pay attention to the haggard stings of life. His themes are sex, death and"
9,4,0,unguided,1,0,5.431720733642578,The painting has survived for the last 200 years because it's been from then to the gallery. It's been
9,5,0,unguided,0,1,6.946656227111816,"The painting’s owner said it had been traded in a trading, centered around the painting’s"
9,6,0,unguided,1,0,6.6394572257995605,"The painting was from a photograph taken by a photographer of the trip to Jerusalem, photographer of his visit to the"
9,7,0,unguided,1,0,8.08172607421875,The painting was read Xinhua as news.  The painting features names of bank customers from customers from bank
