prompt_idx,target_label,gamma,arm,judged_label,hit_target,clf_self_label,span_nll,mean_eligible,frac_le1_eligible,text
1,1,-1,realtext,1,1,1,,,,"the acting, costumes, music, cinematography and sound are all astounding given the production's austere locales."
1,0,2.0,unguided,1,0,1,10.648627281188965,,,"the acting, costumes, music, cinematography and production staffforces of thestar creator wisely selected the sub. (planned) : camera app proves successful"
1,0,2.0,guided,1,0,1,6.334712982177734,30.3379,0.0008,"the acting, costumes, music, cinematography and editing  the script, editing, director, the  the, effects, effects and"
1,1,2.0,unguided,1,1,1,10.648627281188965,,,"the acting, costumes, music, cinematography and production staffforces of thestar creator wisely selected the sub. (planned) : camera app proves successful"
1,1,2.0,guided,1,1,1,4.231133937835693,28.2818,0.0033,"the acting, costumes, music, cinematography and photography, expressions of the characters, the characters, the characters, the characters, the characters, and"
1,0,4.0,unguided,1,0,1,10.648627281188965,,,"the acting, costumes, music, cinematography and production staffforces of thestar creator wisely selected the sub. (planned) : camera app proves successful"
1,0,4.0,guided,1,0,0,8.166093826293945,31.9884,0.0,"the acting, costumes, music, cinematography and editing effects in effects the and effects for of, thethe  effects were shown in various a,"
1,1,4.0,unguided,1,1,1,10.648627281188965,,,"the acting, costumes, music, cinematography and production staffforces of thestar creator wisely selected the sub. (planned) : camera app proves successful"
1,1,4.0,guided,1,1,1,3.629875659942627,25.3329,0.1154,"the acting, costumes, music, cinematography and photography  the acting, costumes, music, cinematography and photography  the,, and"
10,0,-1,realtext,0,1,0,,,,even horror fans will most likely not find what they're seeking with trouble every day ; the movie lacks both thrills and humor.
10,0,2.0,unguided,0,1,0,3.900301456451416,,,"even horror fans will most likely not find what they're looking for  While not a bad news, even horror experts will likely not be able to"
10,0,2.0,guided,0,1,1,8.474932670593262,31.4213,0.0,even horror fans will most likely not find what they are looking for a a it with a bit of onusope can be of of that can is
10,1,2.0,unguided,0,0,0,3.900301456451416,,,"even horror fans will most likely not find what they're looking for  While not a bad news, even horror experts will likely not be able to"
10,1,2.0,guided,0,0,0,6.056159496307373,29.0923,0.0,even horror fans will most likely not find what they are looking for but must be with a doctor who will not their dealing with something that is not his
10,0,4.0,unguided,0,1,0,3.900301456451416,,,"even horror fans will most likely not find what they're looking for  While not a bad news, even horror experts will likely not be able to"
10,0,4.0,guided,0,1,0,5.639318943023682,31.3984,0.0,even horror fans will most likely not find what they're looking for a a bit as a bit of the can or a bit of of that can is
10,1,4.0,unguided,0,0,0,3.900301456451416,,,"even horror fans will most likely not find what they're looking for  While not a bad news, even horror experts will likely not be able to"
10,1,4.0,guided,0,0,0,6.088326454162598,30.8407,0.0,even horror fans will most likely not find what they are looking and will not be in a place that has a been packed with something that is not scary
19,0,-1,realtext,0,1,0,,,,"nicks, seemingly uncertain what's going to make people laugh, runs the gamut from stale parody to raunchy sex gags to formula romantic comedy."
19,0,2.0,unguided,0,1,0,6.870151042938232,,,"nicks, seemingly uncertain what's going to happen if it works out against the one this time here.  out against the one this time"
19,0,2.0,guided,0,1,0,4.496798038482666,30.1683,0.0,"nicks, seemingly uncertain what's going to happen. Many of the young students who are studying here are drawn from all across the country, including"
