prompt_idx,sample_idx,target_label,arm,judged_label,hit_target,clf_self_label,span_nll,text
0,0,0,unguided,1,0,1,7.95167875289917,"Once upon a time, something, a country, in particular have ruled by fiat and invoke inherent common sense on behalf of"
0,1,0,unguided,0,1,0,6.738293647766113,"Once upon a time, somehow impossible things are possible. I could hardly be in possession of such an unbelievable gift and opportunity"
0,2,0,unguided,1,0,0,4.969513893127441,"Once upon a time, someone asked me about it. And the answer was, it wasn't. It didn't."
0,3,0,unguided,1,0,1,8.524564743041992,"Once upon a time when’ were they undertaking the peculiar task of most savvy, most manipulative, most intelligent, most"
0,4,0,unguided,0,1,0,10.228439331054688,Once upon a time and the street all the front stalls henceforth had fared such morning and such time in such day
0,5,0,unguided,1,0,0,8.191741943359375,"Once upon a time (Appx., memory, driving, self-defence) with physical senses were all too commonly"
0,6,0,unguided,1,0,0,9.90063190460205,Once upon a time was there askance for“thank princess” k k k gk r k k k
0,7,0,unguided,1,0,1,4.126190185546875,"Once upon a time, it was essential that you were doing it.Once upon a time, it was essential that you"
0,8,0,unguided,1,0,0,4.813640117645264,Once upon a time all one was required to carry a title.Once upon a time all one were required to carry a
0,9,0,unguided,1,0,1,5.061357021331787,"Once upon a time, there was a sense of the universal, and it was there, there in the cool, of"
0,10,0,unguided,1,0,1,6.170388221740723,"Once upon a time, it is to say that the fruits of our ancestors are the ones we remember, it is customary"
0,11,0,unguided,0,1,0,7.96466064453125,"Once upon a time putting disk drives on hard drive or increasing any disk drive to hard drive, 60 degree incl. would"
0,12,0,unguided,1,0,0,9.439661979675291,"Once upon a time, itua or billialli awardua, fishing and billialli, feeding, smoking or"
0,13,0,unguided,1,0,0,6.317855358123779,"Once upon a time, it is both plains and valleys that; it is both plains and mountains that! This is older"
0,14,0,unguided,1,0,1,9.92823314666748,"Once upon a time, went gave you LJ remembered voices - last seen in Dragonman's Hole, black and white"
0,15,0,unguided,0,1,1,5.819153785705566,"Once upon a time, Once upon a time that they might feel fatigued. Their schedules were, oftentimes, seldom"
0,16,0,unguided,1,0,0,6.94411039352417,Once upon a time there was no resentment towards another’s-defiance.Once upon a time there is no
0,17,0,unguided,1,0,0,5.323821067810059,"Once upon a time, anyone can have their worst frighteningly (and often)Once upon a time, anyone can be"
0,18,0,unguided,0,1,1,6.27891731262207,Once upon a time a person had to be carried by the sword used in the Tudors.Those who all wore black
0,19,0,unguided,1,0,1,8.077651023864746,"Once upon a time, it was perfectly legal to enforce laws of contraception and abortion, whatever they ever such media would do"
0,0,0,guided,1,0,1,12.69016933441162,Once upon a time their either Basic Earth station may touch either our Foundation flights formed. That slim one. This heroled
0,1,0,guided,1,0,0,8.230204582214355,Once upon a time.  When someone’s needs have gone way past the level of he or she has
0,2,0,guided,1,0,1,13.200566291809082,"Once upon a time just summoned images there remained beautiful us were they, see came seen others long Led Epic Arist Plato joined"
0,3,0,guided,1,0,0,8.016083717346191,"Once upon a time consigned all of them  Once here, as once were, witnesses of the veracity of"
0,4,0,guided,1,0,1,12.49911880493164,Once upon a time both words and silent were thought absolutely Gil members Words Readers also speakers urgently support speaking properly at least last
0,5,0,guided,0,1,1,12.91565990447998,"Once upon a time, these initiatives / corrective actions they even read strikingly akin rigorous guidelines understanding how best partisan press some deemed"
0,6,0,guided,0,1,1,8.963846206665039,Once upon a timeThatNo longer exists/ but slavery and oppression to this day; neverTo be seen is just repeating
0,7,0,guided,1,0,1,12.516480445861816,Once upon a timeOnce-upon-uponaticTimeBasOnEverFirstNever May Crack Fuse Again OncebyeTh
0,8,0,guided,1,0,1,11.328432083129885,Once upon a time there accompanied universal urging of other men would submit his sunlight a certain stature and beauty. Until Presbyterian religion
0,9,0,guided,1,0,0,10.416120529174805,Once upon a time when everyone saidstantly that your lenientment was crap all those years ago You roaring asslon
