sample_idx,pos,arm,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,accept_pct
1,15,hybrid_small,2488,2488,1,1,-2.5692088456708007e-09,100.0
7,3,hybrid_small,30426,7712,0,1,7.587852954864502,18.0
13,9,hybrid_small,7323,2512,0,0,9.992215156555176,6.0
19,33,hybrid_small,832,832,1,1,-1.047738962256517e-08,88.0
25,11,hybrid_small,13527,15321,0,1,9.921456336975098,16.0
31,5,hybrid_small,10807,10807,1,1,-2.5131157599389553e-08,2.0
37,2,hybrid_small,422,422,1,1,-9.080395102500916e-09,96.0
43,10,hybrid_small,382,382,1,1,-2.988042524521006e-08,46.0
49,26,hybrid_small,837,4469,0,1,4.332884311676025,6.0
55,34,hybrid_small,17418,13583,0,0,4.523567199707031,22.0
61,10,hybrid_small,837,351,0,0,3.148259401321411,98.0
67,1,hybrid_small,2932,1737,0,0,0.12355653941631317,44.0
73,16,hybrid_small,262,262,1,1,-7.885535069362959e-08,26.0
79,22,hybrid_small,837,11,0,1,0.29727432131767273,96.0
85,3,hybrid_small,705,29119,0,1,4.371367454528809,0.0
91,7,hybrid_small,4447,3739,0,1,0.033639658242464066,12.0
97,8,hybrid_small,319,319,1,1,-1.977321062440751e-08,60.0
103,3,hybrid_small,14861,287,0,0,9.469928741455078,8.0
109,18,hybrid_small,268,64,0,0,18.715415954589844,4.0
115,25,hybrid_small,2162,618,0,0,6.318210601806641,50.0
121,11,hybrid_small,286,11,0,1,7.855033874511719,68.0
127,40,hybrid_small,287,287,1,1,2.9751754837548106e-08,56.0
133,10,hybrid_small,14747,45618,0,0,0.10057425498962402,48.0
139,14,hybrid_small,373,373,1,1,1.6763806343078613e-08,94.0
145,12,hybrid_small,257,257,1,1,3.817898175384471e-08,58.0
151,36,hybrid_small,837,5729,0,1,6.012129783630371,34.0
157,6,hybrid_small,262,262,1,1,1.0946621387120103e-09,82.0
163,9,hybrid_small,15593,11375,0,0,0.18299600481987,16.0
169,10,hybrid_small,337,573,0,0,11.411602020263672,2.0
175,3,hybrid_small,262,262,1,1,2.5520421331748366e-09,98.0
181,1,hybrid_small,796,796,1,1,-3.096647560596466e-08,80.0
187,7,hybrid_small,27653,28017,0,0,0.15258315205574036,10.0
193,6,hybrid_small,837,286,0,1,3.2599964141845703,32.0
199,10,hybrid_small,6303,6,0,0,7.8014068603515625,4.0
