prompt_idx,target_label,gamma,arm,judged_label,hit_target,clf_self_label,span_nll,mean_eligible,frac_le1_eligible,text
7,0,-1,realtext,0,1,0,,,,"it takes a strange kind of laziness to waste the talents of robert forster, anne meara, eugene levy, and reginald veljohnson all in the same movie."
7,0,2.0,unguided,0,1,0,6.3237199783325195,,,"it takes a strange kind of laziness to waste money. In fact, if you achieve any confrontation, you develop a character who lives with an extravagant"
7,0,2.0,guided,0,1,0,2.7260422706604004,27.6036,0.0249,"it takes a strange kind of laziness to waste time. It takes a while to work out, you know. It takes a strange kind of laz"
7,1,2.0,unguided,0,0,0,6.3237199783325195,,,"it takes a strange kind of laziness to waste money. In fact, if you achieve any confrontation, you develop a character who lives with an extravagant"
7,1,2.0,guided,1,1,0,8.640539169311523,31.9391,0.0,it takes a strange kind of laziness to waste what in .it is part of a favorite this about..it is actually in our in
7,0,4.0,unguided,0,1,0,6.3237199783325195,,,"it takes a strange kind of laziness to waste money. In fact, if you achieve any confrontation, you develop a character who lives with an extravagant"
7,0,4.0,guided,0,1,0,3.8129067420959473,27.9594,0.0,"it takes a strange kind of laziness to waste time. We need some time to work out, you know. it takes a strange kind of laz"
7,1,4.0,unguided,0,0,0,6.3237199783325195,,,"it takes a strange kind of laziness to waste money. In fact, if you achieve any confrontation, you develop a character who lives with an extravagant"
7,1,4.0,guided,0,0,0,9.07935905456543,32.0,0.0,it takes a strange kind of laziness to waste resources the  energy it is in is a  take it.. a it to in kind in
16,0,-1,realtext,0,1,0,,,,the iditarod lasts for days - this just felt like it did.
16,0,2.0,unguided,0,1,0,3.524343490600586,,,the iditarod lasts for days - this just like iditarod lasts for weeks - this just like iditarod lasts for weeks - this is
16,0,2.0,guided,0,1,0,5.069125175476074,23.2828,0.0215,the iditarod lasts for days - this just does not help  whytheiditarod last for days - this just does not happen 
16,1,2.0,unguided,0,0,0,3.524343490600586,,,the iditarod lasts for days - this just like iditarod lasts for weeks - this just like iditarod lasts for weeks - this is
16,1,2.0,guided,0,0,1,4.476797103881836,23.0433,0.0581,the iditarod lasts for days - this just for hilarious  does ittiditarod last for days - this just for hilarious  
16,0,4.0,unguided,0,1,0,3.524343490600586,,,the iditarod lasts for days - this just like iditarod lasts for weeks - this just like iditarod lasts for weeks - this is
16,0,4.0,guided,0,1,0,4.136388778686523,30.8848,0.0063,the iditarod lasts for days - this just says me  This is me -the iditarod lasts for days - this just says me
16,1,4.0,unguided,0,0,0,3.524343490600586,,,the iditarod lasts for days - this just like iditarod lasts for weeks - this just like iditarod lasts for weeks - this is
16,1,4.0,guided,0,0,0,6.256946086883545,30.7734,0.0072,the iditarod lasts for days - this just the fun!  How long thethe iditarod last? Well - this just the science
25,0,-1,realtext,1,0,1,,,,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god,'it is far too self-conscious to draw you deeply into its world."
25,0,2.0,unguided,1,0,1,5.718888282775879,,,if the movie succeeds in instilling a wary sense of iniquity in the viewer in a way it succeeded in one of the Playbook Virtues
25,0,2.0,guided,0,1,0,5.136410713195801,29.3918,0.0174,if the movie succeeds in instilling a wary sense of trusting a who might be involved in a bad guy.  if the movie succeeds in inst
25,1,2.0,unguided,1,1,1,5.718888282775879,,,if the movie succeeds in instilling a wary sense of iniquity in the viewer in a way it succeeded in one of the Playbook Virtues
25,1,2.0,guided,1,1,1,2.4654510021209717,20.8663,0.0971,"if the movie succeeds in instilling a wary sense of optimism, if the movie succeeds in instilling a wary sense of optimism and if the movie succeeds"
25,0,4.0,unguided,1,0,1,5.718888282775879,,,if the movie succeeds in instilling a wary sense of iniquity in the viewer in a way it succeeded in one of the Playbook Virtues
25,0,4.0,guided,0,1,0,5.349847793579102,26.9557,0.0435,if the movie succeeds in instilling a wary sense of the:if the movie succeeds in instilling a wary sense of of and all the fails fails
25,1,4.0,unguided,1,1,1,5.718888282775879,,,if the movie succeeds in instilling a wary sense of iniquity in the viewer in a way it succeeded in one of the Playbook Virtues
25,1,4.0,guided,1,1,1,3.5209832191467285,24.6056,0.0776,if the movie succeeds in instilling a wary sense of confidence that a person can invest inif the movie succeeded in instilling a wary sense of confidence
34,1,-1,realtext,1,1,0,,,,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation.
34,0,2.0,unguided,1,0,1,8.036307334899902,,,"the subtle strength of `` elling '' is that, before faced with his newspaper, with his readers, not even with the newsinfo,, couldn"
34,0,2.0,guided,1,0,1,8.749909400939941,31.9443,0.0008,"the subtle strength of `` elling '' is that, `` or it `` `` elling a alling e '' of it `` to, the e"
34,1,2.0,unguided,1,1,1,8.036307334899902,,,"the subtle strength of `` elling '' is that, before faced with his newspaper, with his readers, not even with the newsinfo,, couldn"
34,1,2.0,guided,1,1,1,4.672304153442383,25.1072,0.0639,"the subtle strength of `` elling '' is that, for elling, 1, 1, 4, 10, 11, 16, 17, 18"
34,0,4.0,unguided,1,0,1,8.036307334899902,,,"the subtle strength of `` elling '' is that, before faced with his newspaper, with his readers, not even with the newsinfo,, couldn"
34,0,4.0,guided,1,0,0,9.220646858215332,32.0,0.0,the subtle strength of `` elling '' is that at no put it in be thelling a a of e '' of E `` to.'' the e
34,1,4.0,unguided,1,1,1,8.036307334899902,,,"the subtle strength of `` elling '' is that, before faced with his newspaper, with his readers, not even with the newsinfo,, couldn"
34,1,4.0,guided,1,1,1,4.01047420501709,25.1741,0.0698,"the subtle strength of `` elling '' is that it is elling, 9, 10, 11, 10, 11, 16, 17, 18"
43,1,-1,realtext,1,1,1,,,,"for the most part, director anne-sophie birot's first feature is a sensitive, extraordinarily well-acted drama."
43,0,2.0,unguided,0,1,1,5.367863655090332,,,"for the most part, director anne-s f anne Writer anne-s f anne/panner anne-s f an"
43,0,2.0,guided,0,1,1,8.268564224243164,31.3495,0.0008,"for the most part, director anne-s-director-director--directdirector-ne-s-director-ne-- mostdirector"
43,1,2.0,unguided,0,0,1,5.367863655090332,,,"for the most part, director anne-s f anne Writer anne-s f anne/panner anne-s f an"
43,1,2.0,guided,0,0,1,2.8369061946868896,13.1573,0.3329,"for the most part, director anne-sé-for the most part, director anne-sé-for the most part, director"
43,0,4.0,unguided,0,1,1,5.367863655090332,,,"for the most part, director anne-s f anne Writer anne-s f anne/panner anne-s f an"
43,0,4.0,guided,0,1,1,10.043510437011719,31.5538,0.0,"for the most part, director anne-sorts-andasfor the most,,ne is annene-nedirector-and-"
43,1,4.0,unguided,0,0,1,5.367863655090332,,,"for the most part, director anne-s f anne Writer anne-s f anne/panner anne-s f an"
43,1,4.0,guided,0,0,1,4.523542881011963,18.2235,0.1737,"for the most part, director anne-s script director anne-s director director anne-s director director director director director director anne"
52,0,-1,realtext,0,1,0,,,,"schaeffer has to find some hook on which to hang his persistently useless movies, and it might as well be the resuscitation of the middle-aged character."
52,0,2.0,unguided,0,1,0,7.057347774505615,,,"schaeffer has to find some hook on which his chiropractor apps can be certified, hschaeff has to find some hook on which d"
52,0,2.0,guided,0,1,0,6.116730690002441,31.0766,0.0009,"schaeffer has to find some hook on which his own could then be a hook, would him there to be a hook, to him to be"
52,1,2.0,unguided,0,0,0,7.057347774505615,,,"schaeffer has to find some hook on which his chiropractor apps can be certified, hschaeff has to find some hook on which d"
52,1,2.0,guided,0,0,0,7.914593696594238,30.2989,0.0107,"schaeffer has to find some hook on which it’ him play. Oh, right. They’re just got to find some hook"
52,0,4.0,unguided,0,1,0,7.057347774505615,,,"schaeffer has to find some hook on which his chiropractor apps can be certified, hschaeff has to find some hook on which d"
52,0,4.0,guided,1,0,0,6.894688606262207,29.3709,0.0215,"schaeffer has to find some hook on which he can turn the corner and say, “I’ve got my man.”"
52,1,4.0,unguided,0,0,0,7.057347774505615,,,"schaeffer has to find some hook on which his chiropractor apps can be certified, hschaeff has to find some hook on which d"
52,1,4.0,guided,0,0,0,8.138335227966309,31.1475,0.0008,schaeffer has to find some hook on which it is to found and will. all from him affer to find some hook on which it is
61,1,-1,realtext,1,1,1,,,,"exquisitely nuanced in mood tics and dialogue, this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human ber"
61,0,2.0,unguided,1,0,1,4.412801742553711,,,"exquisitely nuanced in mood tics and movement rhythms.  Animals, whatever they are, have always been treasured for their uniqueness"
61,0,2.0,guided,1,0,1,10.033103942871094,32.0,0.0,"exquisitely nuanced in mood tics and mores about a truly level is- in in. the, her is or in� and the"
61,1,2.0,unguided,1,1,1,4.412801742553711,,,"exquisitely nuanced in mood tics and movement rhythms.  Animals, whatever they are, have always been treasured for their uniqueness"
61,1,2.0,guided,1,1,1,3.8651740550994873,17.7771,0.2265,exquisitely nuanced in mood tics and stress ticsexquirably nuanced in mood tics and stress ticsexquiriously
61,0,4.0,unguided,1,0,1,4.412801742553711,,,"exquisitely nuanced in mood tics and movement rhythms.  Animals, whatever they are, have always been treasured for their uniqueness"
61,0,4.0,guided,1,0,1,10.663594245910645,32.0,0.0,"exquisitely nuanced in mood tics and symptomsdex, a a is-� in. the,� is or-� and emotional"
61,1,4.0,unguided,1,1,1,4.412801742553711,,,"exquisitely nuanced in mood tics and movement rhythms.  Animals, whatever they are, have always been treasured for their uniqueness"
61,1,4.0,guided,1,1,1,5.425323963165283,17.9071,0.214,exquisitely nuanced in mood tics and arousal ticexquirably nuanced in mood tics and stress ticexquiriously
70,0,-1,realtext,0,1,0,,,,"green might want to hang onto that ski mask, as robbery may be the only way to pay for his next project."
70,0,2.0,unguided,0,1,1,6.456982612609863,,,"green might want to hang onto that ski mask,­­­M­M­A­JFG­­­M­M­A­"
70,0,2.0,guided,0,1,0,7.386386871337891,28.8116,0.0354,"green might want to hang onto that ski mask, but the little in green can go back and grab that mask and don the mask.  ."
70,1,2.0,unguided,0,0,1,6.456982612609863,,,"green might want to hang onto that ski mask,­­­M­M­A­JFG­­­M­M­A­"
70,1,2.0,guided,0,0,0,8.457427024841309,31.7283,0.0,"green might want to hang onto that ski mask, because a doesn, not you go into a, cave, so is, is the to,,"
70,0,4.0,unguided,0,1,1,6.456982612609863,,,"green might want to hang onto that ski mask,­­­M­M­A­JFG­­­M­M­A­"
70,0,4.0,guided,0,1,0,7.991635322570801,31.1792,0.0,"green might want to hang onto that ski mask, because a for,, probably to on to the that, mask ( his.  )."
70,1,4.0,unguided,0,0,1,6.456982612609863,,,"green might want to hang onto that ski mask,­­­M­M­A­JFG­­­M­M­A­"
70,1,4.0,guided,0,0,0,8.17249584197998,31.5893,0.0,"green might want to hang onto that ski mask, ski mask mask, ski masks, and maskgreengreen to want to hanging onto the,,,"
79,1,-1,realtext,0,0,1,,,,"it's a scattershot affair, but when it hits its mark it's brilliant."
79,0,2.0,unguided,0,1,1,6.577819347381592,,,"it's a scattershot affair, but there are gossip sites based out of. Save rock, roll and roll is backed by a vast and"
79,0,2.0,guided,0,1,0,5.584200382232666,28.2387,0.0196,"it's a scattershot affair, but it’s the end of the story.  it’s a scattershot"
79,1,2.0,unguided,0,0,1,6.577819347381592,,,"it's a scattershot affair, but there are gossip sites based out of. Save rock, roll and roll is backed by a vast and"
79,1,2.0,guided,0,0,1,5.202696323394775,25.7081,0.032,"it's a scattershot affair, but Scattershot's precipit is also a scattershot, but Scattershot is also"
79,0,4.0,unguided,0,1,1,6.577819347381592,,,"it's a scattershot affair, but there are gossip sites based out of. Save rock, roll and roll is backed by a vast and"
79,0,4.0,guided,0,1,0,12.633002281188965,31.9635,0.0,"it's a scattershot affair, but isn’ not not isit ''s sc sc-scsc- it sc asc'"
79,1,4.0,unguided,0,0,1,6.577819347381592,,,"it's a scattershot affair, but there are gossip sites based out of. Save rock, roll and roll is backed by a vast and"
79,1,4.0,guided,0,0,0,3.506075382232666,29.5032,0.0294,"it's a scattershot affair, but it’s a scattershot affair, but it's a scattershot affair,"
88,1,-1,realtext,1,1,0,,,,"neither parker nor donovan is a typical romantic lead, but they bring a fresh, quirky charm to the formula."
88,0,2.0,unguided,0,1,0,10.728612899780273,,,"neither parker nor donovan is a typical-or rotor tank design, nor two-or rotor tank and provided The Albino schpin color"
88,0,2.0,guided,0,1,0,5.251735210418701,25.2229,0.1115,neither parker nor donovan is a typical pick-up game. One-more-or-the-other The-all-or-
88,1,2.0,unguided,0,0,0,10.728612899780273,,,"neither parker nor donovan is a typical-or rotor tank design, nor two-or rotor tank and provided The Albino schpin color"
88,1,2.0,guided,0,0,1,7.384419918060303,31.8439,0.0016,"neither parker nor donovan is a typical American sportsman. However, while theneither parker and parkovan aren both both of they"
88,0,4.0,unguided,0,1,0,10.728612899780273,,,"neither parker nor donovan is a typical-or rotor tank design, nor two-or rotor tank and provided The Albino schpin color"
88,0,4.0,guided,0,1,0,7.592370510101318,26.8019,0.055,"neither parker nor donovan is a typical consumer, a' sex, roughly two-or- three-feet The-E-A-"
88,1,4.0,unguided,0,0,0,10.728612899780273,,,"neither parker nor donovan is a typical-or rotor tank design, nor two-or rotor tank and provided The Albino schpin color"
88,1,4.0,guided,0,0,0,8.577768325805664,32.0,0.0,"neither parker nor donovan is a typical e of i e a. of he  a, to, and.. "" that,"
97,1,-1,realtext,1,1,1,,,,it's great escapist fun that recreates a place and time that will never happen again.
97,0,2.0,unguided,1,0,1,8.651902198791504,,,"it's great escapist fun that recreates your life it lives instantly But relives it’s gone forever. Welcome, season one"
97,0,2.0,guided,1,0,1,9.260300636291504,30.477,0.0117,"it's great escapist fun that recreates that’s the�  to's ofsit, the. to's a"
