prompt_idx,target_label,gamma,arm,judged_label,hit_target,clf_self_label,span_nll,mean_eligible,frac_le1_eligible,text
2,1,-1,realtext,1,1,1,,,,"although laced with humor and a few fanciful touches, the film is a refreshingly serious look at young women."
2,0,2.0,unguided,1,0,0,7.243419170379639,,,"although laced with humor and a few fanciful touches such as Easter Mania. This year, we have coming too close to proximity coming too close to proximity"
2,0,2.0,guided,1,0,0,7.734007358551025,31.9529,0.0,"although laced with humor and a few fanciful touches, all in this was of is "" in the, in of itself, inin to was in"
2,1,2.0,unguided,1,1,0,7.243419170379639,,,"although laced with humor and a few fanciful touches such as Easter Mania. This year, we have coming too close to proximity coming too close to proximity"
2,1,2.0,guided,1,1,1,7.803134918212891,31.7005,0.0,although laced with humor and a few fanciful touches throughout all served as well. I found most of the articles of bring show and to have more in
2,0,4.0,unguided,1,0,0,7.243419170379639,,,"although laced with humor and a few fanciful touches such as Easter Mania. This year, we have coming too close to proximity coming too close to proximity"
2,0,4.0,guided,1,0,1,7.62799072265625,31.9453,0.0,"although laced with humor and a few fanciful touches, all are this was a isly in the with some of the,, (- I and"
2,1,4.0,unguided,1,1,0,7.243419170379639,,,"although laced with humor and a few fanciful touches such as Easter Mania. This year, we have coming too close to proximity coming too close to proximity"
2,1,4.0,guided,1,1,1,5.800710201263428,31.6248,0.0,"although laced with humor and a few fanciful touches, it serves as P.J.'s of fantasy, offering a good place to revel. in"
11,1,-1,realtext,1,1,1,,,,"a gorgeous, high-spirited musical from india that exquisitely blends music, dance, song, and high drama."
11,0,2.0,unguided,1,0,1,7.4094414710998535,,,"a gorgeous, high-spirited musical from indones ( I love you baby ) between christmas and birthdays; sound effects: baby steps,"
11,0,2.0,guided,1,0,1,5.87599515914917,31.1164,0.0008,"a gorgeous, high-spirited musical from indiaia.iaia a from indiaia,x from indiaia,y from ind"
11,1,2.0,unguided,1,1,1,7.4094414710998535,,,"a gorgeous, high-spirited musical from indones ( I love you baby ) between christmas and birthdays; sound effects: baby steps,"
11,1,2.0,guided,1,1,1,3.7255730628967285,9.7759,0.4024,"a gorgeous, high-spirited musical from indones; lovely, high-spirited, musical from indones; lovely, high-spirited"
11,0,4.0,unguided,1,0,1,7.4094414710998535,,,"a gorgeous, high-spirited musical from indones ( I love you baby ) between christmas and birthdays; sound effects: baby steps,"
11,0,4.0,guided,1,0,1,6.219677925109863,31.1046,0.0,"a gorgeous, high-spirited musical from indiaia aiaia is from indiay, hiaia indiaiay from ind"
11,1,4.0,unguided,1,1,1,7.4094414710998535,,,"a gorgeous, high-spirited musical from indones ( I love you baby ) between christmas and birthdays; sound effects: baby steps,"
11,1,4.0,guided,1,1,1,3.7255730628967285,9.7759,0.4024,"a gorgeous, high-spirited musical from indones; lovely, high-spirited, musical from indones; lovely, high-spirited"
20,0,-1,realtext,1,0,0,,,,"the action switches between past and present, but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide."
20,0,2.0,unguided,0,1,0,6.546360969543457,,,"the action switches between past and present, but the segxt will be reversed in direction (don't make the mistake), so you must go back"
20,0,2.0,guided,1,0,0,6.791200160980225,31.97,0.0,"the action switches between past and present, but the present no not future the past the the past the that the, to and past, present, future"
20,1,2.0,unguided,0,0,0,6.546360969543457,,,"the action switches between past and present, but the segxt will be reversed in direction (don't make the mistake), so you must go back"
20,1,2.0,guided,0,0,0,5.41278076171875,31.5151,0.0,"the action switches between past and present, but the future, there will be no change, or no time. And this will not realize, in"
20,0,4.0,unguided,0,1,0,6.546360969543457,,,"the action switches between past and present, but the segxt will be reversed in direction (don't make the mistake), so you must go back"
20,0,4.0,guided,1,0,0,8.530810356140137,31.9854,0.0,"the action switches between past and present, but the present that the is past past past future past and past importantly, between past, present,, the"
20,1,4.0,unguided,0,0,0,6.546360969543457,,,"the action switches between past and present, but the segxt will be reversed in direction (don't make the mistake), so you must go back"
20,1,4.0,guided,1,1,1,6.841868877410889,31.5685,0.0,"the action switches between past and present, but the present, he will be today, the the day, he will be and he the future, but"
29,0,-1,realtext,0,1,1,,,,"( w ) hile long on amiable monkeys and worthy environmentalism, jane goodall's wild chimpanzees is short on the thrills the oversize medium demands."
