prompt_idx,sample_idx,target_label,arm,judged_label,hit_target,span_nll,text
3,0,0,unguided,1,0,9.03092098236084,The cityThe perform of a childaracts are rarely achieved very quickly—this is the performance of a child
3,1,0,unguided,1,0,9.685664176940918,"The city, who we selectTheThest Out Of ThestThe city has a peaceful security force, who"
3,2,0,unguided,1,0,7.980262756347656,The city’s drug community  Perhaps (the theme) captures the craftsman's power in the
3,3,0,unguided,0,1,3.3841617107391357,The cityWashashashashashashashashashashashashashashashashashashash
3,4,0,unguided,1,0,8.017315864562988,The city titled “Fernando Subro” opened “Fernando Subro in�
3,5,0,unguided,1,0,8.960798263549805,The city of the 10-14 the 15-15-14 it did exist in a situation when he says
3,6,0,unguided,1,0,7.899814128875732,The city-of-London  home to approximately 1.9-New Yorkers in Brooklyn less-powered
3,7,0,unguided,1,0,7.433267116546631,"The city of restraint and brick made calls to of Wichita,>The city of restraint and brick made calls to"
3,8,0,unguided,1,0,6.824258327484131,The city of this blog makes it relatively easy to see how tourism is perceived as a threat and how it works
3,9,0,unguided,0,1,7.5719313621521,"The city on defensive, when the city's contract for making a Super Bowl will cripple everyone else's business"
3,10,0,unguided,0,1,7.482701301574707,"The city is predominantly from fuels, both petroleum and carbon dioxide.The cityThe city has the alcohol, the"
3,11,0,unguided,1,0,3.963778018951416,The city of the place....The new place....the city of the place....The new place....the city
3,12,0,unguided,1,0,5.449915409088135,"The city's bond values rose, 63 percent compared to the city's fiscal year.According to the city,"
3,13,0,unguided,1,0,8.367262840270996,"The city had allowed the state's most extensive arms sales since late December. To keepIn state control, pal"
3,14,0,unguided,1,0,6.98396635055542,"The city of Aegis, the AegisAnd 1050The city of Aegis, 1050 Aegis, 10"
3,15,0,unguided,1,0,7.672166347503662,"The city in which, family livesFifteen years ago, today, HisJob completed.His family members"
3,16,0,unguided,1,0,9.030731201171875,"The city of Cleveland could have another racial punch on the country this years' white supremacist card, not be"
3,17,0,unguided,1,0,8.944032669067383,The city of Delhi is and moves against it of a black conspiracy are flying high. II propose to acquire
3,18,0,unguided,0,1,7.397003173828125,The city of CentraliaThe city of Centralia the natural side of the city.760101 1973 30
3,19,0,unguided,0,1,8.035906791687012,"The city would really try to design its ITS, as well as ITS, when it comes to gather with ITS"
3,0,0,guided,0,1,7.034904479980469,The city of Caracas was almost supersized and it employs a lot of people and it did get big 
3,1,0,guided,0,1,9.946022033691406,"The city of a newspaper to follow Aye's trial, the retrial, Senator Shepard very quickly very all"
3,2,0,guided,1,0,10.987215995788574,The city was windowless.I likeThis one the haunting of JohnThe one haunting the city of Sanodied
