seq_id,pos,cand_id,stratum,dist,surrogate,true_delta
0,7,387,near,5.275913715362549,-0.3084847927093506,-2.125713348388672
0,7,335,near,5.419188022613525,-1.6863791942596436,0.8066263198852539
0,7,488,near,5.897566318511963,-0.3847334384918213,1.0481038093566895
0,7,57,near,5.912121295928955,-1.1253254413604736,0.5170459747314453
0,7,444,near,5.9245076179504395,-0.48767662048339844,0.25348997116088867
0,7,83,near,5.945485591888428,-1.5143171548843384,1.183701515197754
0,7,330,near,5.954058647155762,-0.16470667719841003,0.20206928253173828
0,7,435,near,6.0010085105896,-0.10065741837024689,0.8597989082336426
0,7,503,near,6.0337066650390625,-0.13528817892074585,1.0491385459899902
0,7,125,near,6.036350250244141,-0.19275063276290894,0.37328529357910156
0,7,86,near,6.052337646484375,-0.07257471978664398,1.1226558685302734
0,7,65,near,6.231875419616699,-0.01562471967190504,0.739741325378418
0,7,169,near,6.236354351043701,-2.0075576305389404,-0.01730060577392578
0,7,478,near,6.23719596862793,-1.1382604837417603,0.4384489059448242
0,7,430,near,6.246653079986572,-0.07394754141569138,0.16634654998779297
0,7,315,near,6.249540328979492,-1.5054572820663452,0.3824610710144043
0,7,431,near,6.266953468322754,-2.905008554458618,0.868985652923584
0,7,231,near,6.297320365905762,-0.058829180896282196,0.8312292098999023
0,7,320,near,6.304196834564209,-0.7130901217460632,0.6709508895874023
0,7,138,near,6.307569980621338,-1.5594732761383057,1.1554474830627441
0,7,273,near,6.311206817626953,-1.1184468269348145,1.1410017013549805
0,7,451,near,6.326620578765869,-0.31973525881767273,1.1631765365600586
0,7,159,near,6.3470025062561035,-0.15650677680969238,0.9302425384521484
0,7,472,near,6.374565124511719,-0.06035107001662254,0.8602447509765625
0,7,154,near,6.3766398429870605,-0.06350984424352646,0.45692920684814453
0,7,55,near,6.397674560546875,-0.7122098207473755,-1.7418975830078125
0,7,457,near,6.4208574295043945,-1.4582023620605469,0.7379088401794434
0,7,243,near,6.4216437339782715,-0.09225431084632874,1.0911993980407715
0,7,285,near,6.42529821395874,-0.37752535939216614,-0.553868293762207
0,7,487,near,6.431591033935547,-0.14585623145103455,-0.013914108276367188
0,7,377,near,6.488028049468994,-0.9043065905570984,1.1596884727478027
0,7,9,near,6.489420413970947,-0.9987106323242188,1.221395492553711
0,7,120,near,6.492508888244629,-0.6380347013473511,0.4238295555114746
0,7,119,near,6.5233235359191895,-0.3804311454296112,1.1231517791748047
0,7,432,near,6.563652515411377,-1.0627089738845825,1.1209444999694824
0,7,489,near,6.595466136932373,-1.8147733211517334,-1.111036777496338
0,7,339,near,6.611233711242676,-2.3183236122131348,0.8656482696533203
0,7,402,near,6.615095138549805,-3.1018857955932617,0.6716513633728027
0,7,305,near,6.623277187347412,-0.9631069898605347,-0.8912887573242188
0,7,202,near,6.630044460296631,-3.7845380306243896,-1.0641136169433594
0,7,423,near,6.633327960968018,-0.13061128556728363,0.8745007514953613
0,7,213,near,6.650156497955322,-0.17906995117664337,0.697202205657959
0,7,317,near,6.6559739112854,-0.3969499468803406,0.7489118576049805
0,7,275,near,6.659264087677002,-0.27492770552635193,-0.33199310302734375
0,7,351,near,6.66033411026001,-0.4940252900123596,-0.8020648956298828
0,7,20,near,6.664538383483887,-0.15043628215789795,0.13332080841064453
0,7,201,near,6.666699409484863,-0.5733319520950317,0.4192495346069336
0,7,48,near,6.671546936035156,-2.0975210666656494,0.9059948921203613
0,7,496,near,6.673128128051758,-0.31188511848449707,1.132594108581543
0,7,75,near,6.67318868637085,-0.08729314059019089,-0.0390472412109375
0,7,193,near,6.677818298339844,-1.7946964502334595,1.176811695098877
0,7,319,near,6.68664026260376,-0.23945091664791107,0.8156819343566895
0,7,374,near,6.714137554168701,-1.09039306640625,-1.5792655944824219
0,7,220,near,6.7156758308410645,-0.33386126160621643,0.3956317901611328
0,7,29,near,6.72251558303833,-0.5302613973617554,1.1154193878173828
0,7,441,near,6.7289533615112305,-1.792655110359192,-0.5493707656860352
0,7,401,near,6.729686737060547,-0.5768741965293884,0.8037195205688477
0,7,250,near,6.731106758117676,-1.2074123620986938,0.7743711471557617
0,7,134,near,6.739097595214844,-0.4938168525695801,0.946108341217041
0,7,16,near,6.742446422576904,-1.5737073421478271,0.4315333366394043
0,7,180,near,6.7537431716918945,-0.7931913733482361,0.9810428619384766
0,7,7,near,6.7540788650512695,-2.7282631397247314,0.011989593505859375
0,7,333,near,6.7552924156188965,-1.8272416591644287,-2.2528457641601562
0,7,5,near,6.7564778327941895,-0.22906097769737244,-0.7789716720581055
0,7,353,near,6.75724458694458,-0.41837790608406067,-0.6273231506347656
0,7,19,near,6.76574182510376,-0.6452838182449341,-0.263580322265625
0,7,491,near,6.786186695098877,-0.2232283353805542,0.8760299682617188
0,7,18,near,6.786640167236328,-0.44555044174194336,0.6855416297912598
0,7,462,near,6.79477071762085,-0.09422406554222107,0.7919168472290039
0,7,229,near,6.796367168426514,-0.8007832169532776,-0.16795063018798828
0,7,210,near,6.797074317932129,-0.9627349376678467,0.4743814468383789
0,7,44,near,6.8131256103515625,-0.10492062568664551,1.0665574073791504
0,7,78,near,6.84003210067749,-0.3422389328479767,-2.949204444885254
0,7,0,near,6.84529447555542,-0.2107173502445221,0.9698576927185059
0,7,42,near,6.849134922027588,-1.4916062355041504,0.5210132598876953
0,7,272,near,6.8580145835876465,-0.11811064928770065,-0.885035514831543
0,7,59,near,6.869102954864502,-0.49139297008514404,0.7976260185241699
0,7,224,near,6.8809404373168945,-0.702972412109375,1.163252830505371
0,7,450,near,6.884003639221191,-0.35014060139656067,0.5482940673828125
0,7,453,near,6.89094877243042,-0.5909380316734314,1.20709228515625
0,7,84,near,6.924089431762695,-0.011678737588226795,0.33454227447509766
0,7,238,near,6.9249396324157715,-0.5178841948509216,1.212228775024414
0,7,221,near,6.92848014831543,-1.2109028100967407,0.20068597793579102
0,7,427,near,6.928615570068359,-0.5771428346633911,-0.4818558692932129
0,7,64,near,6.929769992828369,-1.0389975309371948,0.6635928153991699
0,7,369,near,6.933348178863525,-0.5802614688873291,0.7895236015319824
0,7,324,near,6.935891151428223,-2.0655877590179443,-0.893956184387207
0,7,368,near,6.937614917755127,-0.8030769228935242,1.1637258529663086
0,7,417,near,6.941309452056885,-0.4067244529724121,0.010713577270507812
0,7,400,near,6.948657989501953,-0.743349015712738,1.2086734771728516
0,7,343,near,6.949001789093018,-2.4202232360839844,1.1451416015625
0,7,360,near,6.949277877807617,-0.08715201169252396,0.967597484588623
0,7,391,near,6.959562301635742,-1.4576092958450317,0.9075741767883301
0,7,108,near,6.960745334625244,-1.7150965929031372,0.3581366539001465
0,7,137,near,6.972944736480713,-1.3260374069213867,0.8274869918823242
0,7,467,near,6.973769664764404,-2.375006675720215,1.1823277473449707
0,7,37,near,6.986334323883057,-2.8560385704040527,0.3208184242248535
0,7,286,near,6.988232612609863,-1.7993767261505127,-0.5977468490600586
0,7,259,near,6.992216110229492,-0.5646501183509827,1.1938652992248535
0,7,92,near,6.997088432312012,-0.18118754029273987,-0.41100025177001953
0,7,498,near,6.997201442718506,-0.7727324962615967,0.6018342971801758
0,7,133,near,7.001370429992676,-0.8363487124443054,0.44139575958251953
0,7,218,near,7.002434253692627,-0.22692948579788208,0.8501572608947754
0,7,135,near,7.012401103973389,-0.4931447505950928,1.2458600997924805
0,7,90,near,7.031457424163818,-0.42726925015449524,1.1073451042175293
0,7,266,near,7.031656265258789,-0.5149512887001038,1.021977424621582
0,7,482,near,7.034797668457031,-0.04215432330965996,1.2137022018432617
0,7,439,near,7.042537212371826,-0.07117076218128204,0.4664306640625
0,7,329,near,7.042723178863525,-0.24894461035728455,-1.361358642578125
0,7,481,near,7.047384738922119,-1.2233123779296875,1.1454172134399414
0,7,429,near,7.048408031463623,-0.6012789607048035,-2.390035629272461
0,7,460,near,7.0559773445129395,-0.02841063216328621,0.7189488410949707
0,7,244,near,7.065709590911865,-0.22583921253681183,0.0789942741394043
0,7,300,near,7.073725700378418,-0.1477787345647812,1.109631061553955
0,7,403,near,7.074542999267578,-0.7790062427520752,1.1940093040466309
0,7,173,near,7.0828752517700195,-0.32261723279953003,0.6620025634765625
0,7,136,near,7.098913669586182,-1.2127807140350342,0.9971451759338379
0,7,184,near,7.111989498138428,-0.3036155700683594,-0.5558390617370605
0,7,161,near,7.112910270690918,-0.644607663154602,0.9337968826293945
0,7,312,near,7.114812850952148,-0.7239366173744202,1.1101799011230469
0,7,80,near,7.115525245666504,-1.650579571723938,0.9976873397827148
0,7,146,near,7.117203712463379,-0.4006378650665283,0.2578701972961426
0,7,74,near,7.133955478668213,-0.7687653303146362,-0.25221920013427734
0,7,436,near,7.13479471206665,-0.6167716979980469,0.4713430404663086
0,7,230,near,7.1579270362854,-0.17477670311927795,-0.32788848876953125
0,7,207,near,7.159153461456299,-0.19028539955615997,0.29523801803588867
0,7,420,near,7.160924911499023,-0.581192672252655,-0.09200048446655273
0,7,70,near,7.165936470031738,-3.2250092029571533,-2.0568504333496094
0,7,239,near,7.176142692565918,-0.5616838932037354,1.1063613891601562
0,7,262,near,7.183948516845703,0.006473049987107515,0.9273481369018555
0,7,301,near,7.184330940246582,-2.4203011989593506,0.19518327713012695
0,7,283,near,7.186366081237793,-1.3863332271575928,0.8191375732421875
0,7,156,near,7.189040184020996,-2.3169736862182617,-1.5714397430419922
0,7,459,near,7.192875862121582,-0.11937840282917023,0.8103342056274414
0,7,95,near,7.193403244018555,-1.4810465574264526,0.8425970077514648
0,7,446,near,7.197780132293701,-0.13830514252185822,-0.40225696563720703
0,7,143,near,7.203141689300537,-0.36952662467956543,1.0602264404296875
0,7,361,near,7.20430850982666,-0.25983333587646484,0.7556476593017578
0,7,456,near,7.204916000366211,-0.9406826496124268,0.6202554702758789
0,7,344,near,7.21715784072876,-0.5013673901557922,1.0726189613342285
0,7,153,near,7.2175140380859375,-0.464321494102478,0.7355375289916992
