prompt_idx,sample_idx,target_label,arm,judged_label,hit_target,clf_self_label,span_nll,text
1,0,0,unguided,1,0,1,6.020427703857422,"The book,The documents,The drawings, The picture... The genre prose and poetry, traditional prose and poetry"
1,1,0,unguided,1,0,1,5.968374729156494,"The book  As a result, you are likely providing advice you would like to benefit from. Including myself"
1,2,0,unguided,1,0,1,6.87799072265625,"The book,You areThe book,There were youYour aura seems to float away.The book,There"
1,3,0,unguided,0,1,0,7.074787139892578,The book had got the same sales. It had all been the same r r The $. rd
1,4,0,unguided,0,1,0,5.028701305389404,The bookThe bookThe bookThe bookThe bookblscidscoutscoutscoutscoutsc
1,5,0,unguided,1,0,0,5.644904136657715,The bookstore was a fountain.You can say the bookstore was open to anyone.But you will be
1,6,0,unguided,0,1,0,8.182065963745117,"The book they attacked, ‘And now ‘To the book which has been attacked, “And"
1,7,0,unguided,1,0,1,9.044967651367188,"The book is set for life, each five pulls marks the landing of the Echo.The song has 30 Moments"
1,8,0,unguided,1,0,0,8.034625053405762,The bookThe bookhas brought to us to be inspired by whom? (The story here) The friendship with
1,9,0,unguided,1,0,0,6.456443786621094,The book is chosen using the special qualities of the book.The method of illumination is used in the reading pages
1,10,0,unguided,0,1,0,8.3253812789917,The book was lost into Mifoy’s Downhole.]It was lost into Mifoy's
1,11,0,unguided,0,1,0,8.923873901367188,The book ends.  The book is twenty minutes so you’re in bed for still more tales
1,12,0,unguided,0,1,1,6.16352653503418,The book that goes from the encyclopedia  b.h.c.o.s.The encyclopedia that
1,13,0,unguided,0,1,0,12.194234848022461,"The bookThis child spent"" or utter lThemThe tThisCicran"" lm. Bright"
1,14,0,unguided,0,1,0,5.989264011383057,"The book deals with this picture of the nose in which the nose forgets the nose, returns to the nose"
1,15,0,unguided,0,1,0,6.752140998840332,The book of a book offWe a book of a book off a book of a book of the book off
1,16,0,unguided,0,1,0,9.063813209533691,"The book toSamsung, the devices are everywhere but maybe would not use them openly... not just the book to"
1,17,0,unguided,0,1,0,8.854683876037598,The book not had to came packed in boring boxes like some of the goddamn The book didn't have to be
1,18,0,unguided,0,1,1,6.987027168273926,The book's address was actual literature. It played out like an actual literature game when there was an actual canon
1,19,0,unguided,0,1,1,9.595782279968262,"The book is excellent, and it has several unrelated books, in advance book learning 'howler' decline obedience"
1,0,0,guided,1,0,0,9.556864738464355,The book that tells theThe stories or theThe other food dishThe only bookThatI needDo bookThe
1,1,0,guided,0,1,0,5.6985063552856445,The book assumes a low statistical high which itself feels like a high.The book assumes a high statistical low which
1,2,0,guided,0,1,1,11.2916841506958,"The book stars slammed the professor.They are lying to feel about, 'Take supposed to image something not?'"
1,3,0,guided,1,0,1,12.299818992614746,The book: from anything old we're foundported merchandise from tangible country drivers among vintage truck sellers advancing career potential
1,4,0,guided,0,1,0,8.353919982910156,The book name....A little redundant.....The title name.....not in the building know......The book title
1,5,0,guided,0,1,0,8.93315601348877,"The bookbadgers.org has 800 page posts a week, which normally make a book longer, and rise"
1,6,0,guided,0,1,1,12.359957695007324,The book und fund material 'Jack verendkujuyen high estate' must read ) a bit
1,7,0,guided,0,1,0,9.074522018432617,The book tells a story of sickness which had a long stint of illness which died in September 1960 before life was
1,8,0,guided,0,1,0,8.362998008728027,The book should have been highlights as to the stakes that took place when the loser of the UK election began for
1,9,0,guided,0,1,0,7.8374528884887695,The book covers.You could everyone but go there for the Book Cover.There’s a new announcement
1,10,0,guided,1,0,1,11.082669258117676,The book several: to do it right aslike great prince—app and demo he does interact very difficult young
1,11,0,guided,0,1,0,13.154703140258789,The book sometimes snakes ‘Be wanted to BE time KINGTONAS beyond the moneyBe blackBARD BE
1,12,0,guided,0,1,0,11.462634086608887,The bookstore report by turning all the function purpose report articles into paragraphs - and will forever crack down the island
1,13,0,guided,0,1,0,9.331583023071289,"The bookkeeper at comedy.And the bookkeeper at Gumflock, finds serious ambition inAnd it's"
1,14,0,guided,0,1,0,8.807456970214844,"The book is small, only $20 (much less $50).in whatever light, unofficial aim is notoriety"
1,15,0,guided,0,1,0,11.86266803741455,"The book---- be stated earlier ---- give up-- in widget suit browser for youtube color clip), S"
1,16,0,guided,0,1,1,11.935867309570312,The bookson another Mary Fox Ayscheff…who faced with David Gay owner of the brand M11 have
1,17,0,guided,1,0,0,11.051962852478027,The book chapter Has Convention Characters Meet John and Dick Mueller..iffs Responsibility lies in imagining the president within an enclosure
1,18,0,guided,1,0,1,11.224658012390137,"The book full baseball life is answered points fifty, eleven and seventyI refer to the inner flames calling very study"
1,19,0,guided,0,1,0,8.979894638061523,The book on the beach lazy You   of hippie  passes total Your beers contain no blood
1,0,1,unguided,0,0,0,1.4145549535751343,The book.The book.The book.The book.The book.The book.The book.The
1,1,1,unguided,1,1,0,7.218023777008057,"The book's 12 total is ""Seven"". ""Thank-you,"" says Cohn  ""Thank you,"""
1,2,1,unguided,0,0,0,8.705062866210938,The bookloads shifted from 1 chapter 2 to 6.Keys to Bookstore in the bookstore you're able
1,3,1,unguided,0,0,0,8.027714729309082,The book was turned intoThe book you had been bringing themThe book was found in the berries and on the
1,4,1,unguided,0,0,0,8.956486701965332,The book. It contains no attempt to finish more than April. November 2013 Waterford Community Staff College in July
1,5,1,unguided,1,1,0,7.4045610427856445,"The book is its self, right here S.A.and its two major points of interest: unexplained fate"
1,6,1,unguided,0,0,1,8.56968879699707,The book of sore is now turn to the rulesOf the gamesmourSourSourSour
1,7,1,unguided,1,1,0,9.804374694824219,"The book familiar – SdoubleHaarHi, see if that is correct – The book written – The book"
