sample_idx,pos,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,num_masks
4,25,11453,13975,0,0,4.938581466674805,1
10,6,851,318,0,0,8.547632217407227,1
16,8,3687,2258,0,0,0.2321091741323471,1
22,20,837,837,1,1,8.381903171539307e-09,1
28,11,262,383,0,1,7.784754753112793,1
34,37,49330,5615,0,1,9.725682258605957,1
40,1,14015,12,0,0,11.607948303222656,1
46,2,22297,22297,1,1,-7.464315388006071e-09,1
52,35,588,286,0,0,5.09424352645874,1
58,9,287,329,0,1,4.766542434692383,1
64,26,3747,3747,1,1,5.960464477539063e-08,1
70,8,796,796,1,1,8.149072527885437e-10,1
76,9,82,82,1,1,-1.0943040251731873e-08,1
82,5,9368,3687,0,1,0.28238624334335327,1
88,8,2297,2297,1,1,1.6770666633192377e-08,1
94,5,1105,1303,0,0,8.860569953918457,1
100,10,796,1630,0,1,11.784613609313965,1
106,12,9513,796,0,0,12.670804977416992,1
112,28,656,656,1,1,-1.0244548320770264e-08,1
118,4,24228,10604,0,0,1.4556608200073242,1
124,17,262,262,1,1,3.058175934711471e-10,1
130,21,318,318,1,1,1.0943040251731873e-08,1
136,33,705,988,0,0,7.734298229217529,1
142,34,1593,12399,0,0,1.436508297920227,1
148,17,9985,9985,1,1,7.450580596923828e-09,1
154,9,286,286,1,1,-2.2355493456416298e-08,1
160,8,796,796,1,1,2.6891484594671056e-08,1
166,7,19196,299,0,0,6.5241780281066895,1
172,8,2237,6337,0,1,0.11784392595291138,1
178,1,796,28,0,1,6.716436862945557,1
184,7,784,532,0,1,0.01751982606947422,1
190,10,31,259,0,0,3.8650121688842773,1
196,5,837,1058,0,0,2.440044403076172,1
