sample_idx,pos,gt_tok,rec_tok,exact,top5,avg_kl_gpt2sft,num_masks
5,3,6456,2306,0,1,8.684883117675781,1
11,11,290,290,1,1,-4.6447894419543445e-09,1
17,14,2688,2520,0,1,7.4871368408203125,1
23,19,810,810,1,1,1.6025410332076717e-08,1
29,5,635,373,0,1,1.1853222846984863,1
35,7,1966,257,0,1,5.082403182983398,1
41,12,837,837,1,1,-2.23528786591487e-08,1
47,33,262,46348,0,1,11.901396751403809,1
53,31,22158,3517,0,0,0.18112713098526,1
59,30,290,290,1,1,6.000675512041198e-08,1
65,27,287,287,1,1,-2.232772647325909e-11,1
71,5,47299,28,0,0,18.09475326538086,1
77,3,2813,838,0,0,6.405230522155762,1
83,2,12,3237,0,0,11.327558517456055,1
89,10,7724,5816,0,0,0.7898749113082886,1
95,1,796,796,1,1,-3.096647560596466e-08,1
101,13,796,796,1,1,2.328304127274805e-08,1
107,24,262,262,1,1,-4.638422979041934e-11,1
113,5,282,292,0,0,1.9905054569244385,1
119,4,318,11,0,1,2.9697790145874023,1
125,9,22230,2184,0,1,0.01295199990272522,1
131,36,423,423,1,1,2.9805129031501565e-08,1
137,3,373,373,1,1,5.159790816833265e-08,1
143,24,326,262,0,1,4.595124244689941,1
149,8,290,49730,0,1,6.855493545532227,1
155,1,262,262,1,1,-3.725302377688422e-08,1
161,3,3596,2835,0,1,5.324851989746094,1
167,3,297,83,0,1,9.197267532348633,1
173,7,10580,6953,0,0,5.789434432983398,1
179,11,796,796,1,1,1.2398231774568558e-08,1
185,10,796,28,0,1,0.001867320155724883,1
191,8,22717,4764,0,0,2.8233940601348877,1
197,6,6638,3942,0,0,5.637067794799805,1
