sampler,seq_id,step,epsilon,method,grad_norm,crossed,n_positions,n_crossed,accepted,log_alpha,log_target_ratio,log_proposal_ratio,log_q_back,log_q_fwd,step_norm,drift_norm,noise_norm,config
cls,0,0,10.5,policy,False,1,1,1,1,285.99066162109375,-13.391159057617188,299.3818359375,-2987.024658203125,-3286.406494140625,159.8538055419922,231.02655029296875,112.74299621582031,cls_policy_gnoff_mh
cls,0,1,10.287755102040816,policy,False,1,1,1,0,-205.24981689453125,9.16229248046875,-214.412109375,-3535.5732421875,-3321.1611328125,141.321533203125,9.446614265441895,115.922607421875,cls_policy_gnoff_mh
cls,0,2,10.075510204081633,policy,False,1,1,1,0,-228.37158203125,11.379638671875,-239.751220703125,-3571.399658203125,-3331.6484375,144.5938720703125,9.251723289489746,116.79468536376953,cls_policy_gnoff_mh
cls,0,3,9.863265306122448,policy,False,1,1,1,0,-264.98004150390625,2.1586456298828125,-267.138671875,-3554.837158203125,-3287.698486328125,140.3550262451172,9.056831359863281,112.94003295898438,cls_policy_gnoff_mh
cls,0,4,9.651020408163266,policy,False,1,1,1,0,-195.2755889892578,10.238815307617188,-205.514404296875,-3500.796142578125,-3295.28173828125,135.3556671142578,8.861939430236816,113.56088256835938,cls_policy_gnoff_mh
cls,0,5,9.438775510204081,policy,False,1,1,1,0,-287.4212646484375,-1.2474212646484375,-286.173828125,-3511.30322265625,-3225.12939453125,132.668701171875,8.667048454284668,107.50265502929688,cls_policy_gnoff_mh
cls,0,6,9.226530612244897,policy,False,1,1,1,0,-295.00885009765625,5.04730224609375,-300.05615234375,-3526.26953125,-3226.21337890625,132.9436798095703,8.47215747833252,107.63617706298828,cls_policy_gnoff_mh
cls,0,7,9.014285714285714,policy,False,1,1,1,0,-316.4844970703125,4.4102783203125,-320.894775390625,-3557.849609375,-3236.954833984375,135.51248168945312,8.277265548706055,108.54130554199219,cls_policy_gnoff_mh
cls,0,8,8.80204081632653,policy,False,1,1,1,0,-338.2261047363281,2.410614013671875,-340.63671875,-3556.929931640625,-3216.293212890625,134.45741271972656,8.082374572753906,106.810791015625,cls_policy_gnoff_mh
cls,0,9,8.589795918367347,policy,False,1,1,1,0,-346.90460205078125,15.383003234863281,-362.28759765625,-3559.075439453125,-3196.787841796875,133.0611572265625,7.887482643127441,105.19849395751953,cls_policy_gnoff_mh
cls,0,10,8.377551020408163,policy,False,0,1,0,0,-363.85345458984375,8.54693603515625,-372.400390625,-3542.42724609375,-3170.02685546875,129.35528564453125,7.692591190338135,103.02030944824219,cls_policy_gnoff_mh
cls,0,11,8.16530612244898,policy,False,0,1,0,0,-393.6938171386719,-4.149627685546875,-389.544189453125,-3544.799072265625,-3155.2548828125,128.19912719726562,7.497699737548828,101.83942413330078,cls_policy_gnoff_mh
cls,0,12,7.953061224489796,policy,False,1,1,1,0,-403.24566650390625,5.3576202392578125,-408.603271484375,-3553.7890625,-3145.185791015625,127.89140319824219,7.3028082847595215,101.04273986816406,cls_policy_gnoff_mh
cls,0,13,7.740816326530612,policy,False,1,1,1,0,-453.3959045410156,12.960540771484375,-466.3564453125,-3560.8447265625,-3094.48828125,125.20742797851562,7.107916355133057,97.05824279785156,cls_policy_gnoff_mh
cls,0,14,7.5285714285714285,policy,False,1,1,1,0,-456.0990905761719,0.857696533203125,-456.956787109375,-3548.02197265625,-3091.065185546875,123.17098236083984,6.913025379180908,96.84203338623047,cls_policy_gnoff_mh
cls,0,15,7.316326530612244,policy,False,1,1,1,0,-529.9095458984375,12.416656494140625,-542.326171875,-3636.676513671875,-3094.350341796875,129.43759155273438,6.718133926391602,97.10747528076172,cls_policy_gnoff_mh
cls,0,16,7.104081632653061,policy,False,1,1,1,0,-541.510009765625,-0.3330230712890625,-541.177001953125,-3619.621826171875,-3078.44482421875,125.9288330078125,6.523242473602295,95.90626525878906,cls_policy_gnoff_mh
cls,0,17,6.891836734693877,policy,False,1,1,1,0,-601.3314208984375,1.1002197265625,-602.431640625,-3600.45947265625,-2998.02783203125,120.25304412841797,6.32835054397583,89.90180969238281,cls_policy_gnoff_mh
cls,0,18,6.679591836734693,policy,False,1,1,1,0,-630.91259765625,6.431915283203125,-637.344482421875,-3637.36572265625,-3000.021240234375,121.9330062866211,6.133459568023682,90.1526870727539,cls_policy_gnoff_mh
cls,0,19,6.46734693877551,policy,False,1,1,1,0,-625.2852783203125,-4.110504150390625,-621.1748046875,-3623.90185546875,-3002.72705078125,119.42967987060547,5.938568115234375,90.3967056274414,cls_policy_gnoff_mh
cls,0,20,6.255102040816326,policy,False,0,1,0,0,-720.0729370117188,2.1272430419921875,-722.2001953125,-3678.3466796875,-2956.146484375,120.50387573242188,5.743676662445068,87.10811614990234,cls_policy_gnoff_mh
cls,0,21,6.042857142857143,policy,False,1,1,1,0,-665.3875122070312,7.85540771484375,-673.242919921875,-3648.8994140625,-2975.656494140625,117.28866577148438,5.548785209655762,88.50515747070312,cls_policy_gnoff_mh
cls,0,22,5.830612244897959,policy,False,0,1,0,0,-764.1416015625,4.234649658203125,-768.376220703125,-3697.93310546875,-2929.556884765625,117.53954315185547,5.353893280029297,85.3656997680664,cls_policy_gnoff_mh
cls,0,23,5.618367346938775,policy,False,1,1,1,0,-769.629638671875,4.208709716796875,-773.83837890625,-3702.6025390625,-2928.76416015625,115.65225219726562,5.15900182723999,85.32168579101562,cls_policy_gnoff_mh
cls,0,24,5.406122448979591,policy,False,0,1,0,0,-888.9500732421875,4.5680084228515625,-893.51806640625,-3750.5390625,-2857.02099609375,114.43174743652344,4.964110851287842,80.5949935913086,cls_policy_gnoff_mh
cls,0,25,5.193877551020408,policy,False,0,1,0,0,-886.7078857421875,9.512344360351562,-896.22021484375,-3812.0302734375,-2915.81005859375,117.99027252197266,4.769219398498535,84.365234375,cls_policy_gnoff_mh
cls,0,26,4.981632653061224,policy,False,1,1,1,0,-971.4329223632812,2.7382049560546875,-974.171142578125,-3793.37744140625,-2819.206298828125,111.42840576171875,4.5743279457092285,78.29558563232422,cls_policy_gnoff_mh
cls,0,27,4.7693877551020405,policy,False,0,1,0,0,-1035.4647216796875,14.899017333984375,-1050.36376953125,-3849.56396484375,-2799.2001953125,111.75741577148438,4.379436016082764,77.0972671508789,cls_policy_gnoff_mh
cls,0,28,4.557142857142857,policy,False,1,1,1,0,-1094.3397216796875,3.002838134765625,-1097.342529296875,-3890.284912109375,-2792.9423828125,111.22314453125,4.184544563293457,76.73310852050781,cls_policy_gnoff_mh
cls,0,29,4.3448979591836725,policy,False,1,1,1,0,-1172.5780029296875,-1.5555419921875,-1171.0224609375,-3913.05859375,-2742.0361328125,108.1717529296875,3.9896531105041504,73.73347473144531,cls_policy_gnoff_mh
cls,0,30,4.132653061224489,policy,False,0,1,0,0,-1263.9189453125,-2.813751220703125,-1261.105224609375,-3953.81591796875,-2692.710693359375,105.88082122802734,3.794761896133423,70.9104232788086,cls_policy_gnoff_mh
cls,0,31,3.9204081632653054,policy,False,1,1,1,0,-1335.322265625,-3.36419677734375,-1331.9580078125,-4030.09716796875,-2698.13916015625,106.39037322998047,3.599870443344116,71.25435638427734,cls_policy_gnoff_mh
cls,0,32,3.708163265306122,policy,False,1,1,1,0,-1437.655029296875,0.46392822265625,-1438.118896484375,-4119.38623046875,-2681.267333984375,106.55458068847656,3.4049787521362305,70.29487609863281,cls_policy_gnoff_mh
cls,0,33,3.4959183673469383,policy,False,0,1,0,0,-1614.501708984375,-3.0390777587890625,-1611.462646484375,-4197.34130859375,-2585.878662109375,104.01839447021484,3.210087299346924,65.23298645019531,cls_policy_gnoff_mh
cls,0,34,3.2836734693877547,policy,False,0,1,0,0,-1702.69970703125,4.41400146484375,-1707.11376953125,-4302.939453125,-2595.82568359375,104.21570587158203,3.0151960849761963,65.76907348632812,cls_policy_gnoff_mh
