seq_id,pos,cand_id,stratum,dist,surrogate,true_delta,true_delta_self,true_delta_future
0,14,11,near,1.0958458185195923,0.28971925377845764,-31.15160369873047,-5.8400654792785645,-25.311588287353516
0,14,13,near,1.146373987197876,-0.07356151938438416,-37.47405242919922,3.363605059683323,-40.83771896362305
0,14,290,near,1.1593420505523682,0.1580619066953659,-44.33220672607422,-9.834940433502197,-34.4973258972168
0,14,286,near,1.2235074043273926,-0.0778963714838028,-59.651695251464844,-10.313066959381104,-49.338680267333984
0,14,284,near,1.2360936403274536,0.12165170162916183,-68.75591278076172,-9.085015773773193,-59.67094802856445
0,14,287,near,1.2393251657485962,-0.1163235455751419,-53.497657775878906,-9.616169452667236,-43.881534576416016
0,14,357,near,1.2705532312393188,-0.07512271404266357,-41.759620666503906,-13.777230739593506,-27.98244857788086
0,14,338,near,1.281787395477295,0.214717298746109,-59.020774841308594,-10.609559535980225,-48.41127395629883
0,14,318,near,1.291475534439087,-0.5077734589576721,-54.762840270996094,-13.29426908493042,-41.468631744384766
0,14,329,near,1.2945623397827148,-0.12877203524112701,-53.920310974121094,-9.036240100860596,-44.88413619995117
0,14,319,near,1.3116869926452637,-0.001628633588552475,-63.83458709716797,-11.139788150787354,-52.69485092163086
0,14,326,near,1.3280912637710571,-0.21809875965118408,-45.38573455810547,-11.42246961593628,-33.96330642700195
0,14,393,near,1.341539740562439,-0.14195480942726135,-39.272117614746094,-11.467315196990967,-27.80484390258789
0,14,351,near,1.348292589187622,-0.09121447056531906,-58.417564392089844,-11.588841915130615,-46.82876968383789
0,14,257,near,1.352995753288269,-0.20439384877681732,-31.219444274902344,-13.338651180267334,-17.880855560302734
0,14,262,near,1.3568470478057861,-0.19451764225959778,-43.71685028076172,-13.609084606170654,-30.10781478881836
0,14,14,near,1.3571603298187256,-0.03725350648164749,-19.875465393066406,-10.485416889190674,-9.390106201171875
0,14,468,near,1.3573822975158691,-0.507373571395874,-44.10338592529297,-12.78905439376831,-31.314388275146484
0,14,379,near,1.3585575819015503,-0.1553264856338501,-73.74675750732422,-12.1534104347229,-61.59341049194336
0,14,355,near,1.3626431226730347,-0.20893800258636475,-51.177513122558594,-10.992498874664307,-40.18507766723633
0,14,25,near,1.3639681339263916,-0.21929395198822021,-17.11852264404297,-12.242950916290283,-4.8756256103515625
0,14,373,near,1.3685380220413208,-0.5727232694625854,-52.566017150878906,-11.008409976959229,-41.55766677856445
0,14,198,near,1.3691285848617554,-0.9146650433540344,-65.19727325439453,-19.678815364837646,-45.51851272583008
0,14,422,near,1.3835312128067017,-0.31153467297554016,-60.70732879638672,-10.74665117263794,-49.96074295043945
0,14,281,near,1.4019551277160645,-0.31697583198547363,-49.32750701904297,-15.866811275482178,-33.460758209228516
0,14,26,near,1.4029572010040283,-0.29168587923049927,-47.838401794433594,-10.524950504302979,-37.31351089477539
0,14,416,near,1.4068284034729004,-0.313201367855072,-54.566429138183594,-12.01145601272583,-42.55502700805664
0,14,389,near,1.425580620765686,-0.6208728551864624,-58.042137145996094,-15.794152736663818,-42.2480354309082
0,14,340,near,1.4308011531829834,-0.3788210153579712,-56.98302459716797,-13.16974401473999,-43.813350677490234
0,14,8,near,1.441632628440857,-0.7792999744415283,-53.63396453857422,-11.867374897003174,-41.76665115356445
0,14,428,near,1.4519366025924683,-0.5741322636604309,-52.37456512451172,-13.983424663543701,-38.39119338989258
0,14,366,near,1.4524348974227905,-0.3925352096557617,-35.41828155517578,-16.582252025604248,-18.83608627319336
0,14,423,near,1.4535313844680786,-0.48637300729751587,-46.32123565673828,-13.611169338226318,-32.71011734008789
0,14,314,near,1.4565672874450684,-0.44680991768836975,-58.610557556152344,-14.309295177459717,-44.30131912231445
0,14,345,near,1.4609013795852661,-0.1849445402622223,-58.375450134277344,-13.820144176483154,-44.55534744262695
0,14,550,near,1.4610775709152222,-0.5838288068771362,-43.364219665527344,-12.726171016693115,-30.63809585571289
0,14,1,near,1.465904712677002,-0.2644107937812805,-43.330894470214844,-12.587228298187256,-30.743724822998047
0,14,460,near,1.473906397819519,-0.5919755697250366,-46.068199157714844,-14.894233226776123,-31.174022674560547
0,14,532,near,1.4739993810653687,-0.4260384440422058,-52.85082244873047,-14.99455976486206,-37.856327056884766
0,14,526,near,1.475193738937378,-0.31824687123298645,-36.02165985107422,-9.485085010528564,-26.536640167236328
0,14,30,near,1.4754985570907593,-0.6224896311759949,-34.18146514892578,-8.675266742706299,-25.50625991821289
0,14,481,near,1.4758687019348145,-0.6077655553817749,-52.60802459716797,-15.394834041595459,-37.213253021240234
0,14,307,near,1.485291838645935,-0.39538201689720154,-42.84539031982422,-13.398389339447021,-29.44705581665039
0,14,553,near,1.4889968633651733,-0.33755233883857727,-41.72087860107422,-10.557454586029053,-31.16348648071289
0,14,475,near,1.4926538467407227,-0.3260127604007721,-49.467201232910156,-14.406444072723389,-35.06081008911133
0,14,503,near,1.4974417686462402,-0.7871515154838562,-55.114540100097656,-11.723473072052002,-43.39113235473633
0,14,530,near,1.498323917388916,-0.21274447441101074,-49.416282653808594,-12.796372890472412,-36.6199836730957
0,14,561,near,1.498775601387024,-0.7254894971847534,-54.73094940185547,-14.32516622543335,-40.40583419799805
0,14,356,near,1.4991731643676758,-0.4593755304813385,-63.973167419433594,-14.901282787322998,-49.07193374633789
0,14,554,near,1.5009602308273315,-0.9893314242362976,-61.12480926513672,-19.405690670013428,-41.719181060791016
0,14,339,near,1.5024374723434448,-0.2986607551574707,-68.9743423461914,-14.36534070968628,-54.60905838012695
0,14,547,near,1.5065889358520508,-0.7800309658050537,-56.04051971435547,-14.140767574310303,-41.89980697631836
0,14,383,near,1.50675368309021,-0.5205191373825073,-60.97173309326172,-19.72479772567749,-41.24699783325195
0,14,706,near,1.5198582410812378,-0.35603806376457214,-69.88106536865234,-13.063415050506592,-56.81770706176758
0,14,477,near,1.5228599309921265,-0.5519884824752808,-40.624610900878906,-14.054587841033936,-26.570079803466797
0,14,632,near,1.5243384838104248,-0.8242889642715454,-61.64789581298828,-19.950055599212646,-41.69789505004883
0,14,510,near,1.525408387184143,-1.0556448698043823,-62.386390686035156,-15.096002101898193,-47.29043960571289
0,14,62,near,1.5255215167999268,-0.34440377354621887,-19.22759246826172,-7.035611629486084,-12.19205093383789
0,14,0,near,1.5268629789352417,-0.4505576491355896,-39.210533142089844,-9.653610706329346,-29.55698013305664
0,14,407,near,1.5273187160491943,-0.37936776876449585,-42.56543731689453,-16.787686824798584,-25.77780532836914
0,14,508,near,1.5313664674758911,-0.2311147302389145,-50.57440948486328,-13.787278652191162,-36.78720474243164
0,14,484,near,1.5330047607421875,-0.42385366559028625,-65.51074981689453,-13.261287212371826,-52.24953079223633
0,14,317,near,1.533883810043335,-0.5412530899047852,-50.56493377685547,-18.819711208343506,-31.74527359008789
0,14,362,near,1.5340851545333862,-0.9886347055435181,-34.332725524902344,-18.070403575897217,-16.262378692626953
0,14,656,near,1.534530520439148,-0.8991817235946655,-61.187355041503906,-13.698071956634521,-47.48933792114258
0,14,352,near,1.5350568294525146,-0.9360164403915405,-34.10753631591797,-18.341763973236084,-15.765811920166016
0,14,534,near,1.5412256717681885,-0.29242509603500366,-51.10088348388672,-16.79211950302124,-34.3088264465332
0,14,517,near,1.5446468591690063,-0.3748287260532379,-38.347618103027344,-16.50654172897339,-21.841129302978516
0,14,513,near,1.5457793474197388,-0.8082398176193237,-28.897926330566406,-17.581563472747803,-11.316417694091797
0,14,618,near,1.546349287033081,-0.4069715142250061,-62.12114715576172,-12.571757793426514,-49.54945755004883
0,14,465,near,1.5468400716781616,-0.41352102160453796,-69.5854721069336,-15.893300533294678,-53.69223403930664
0,14,857,near,1.5472174882888794,-0.4652315378189087,-62.003807067871094,-15.610791683197021,-46.393070220947266
0,14,784,near,1.548721194267273,-0.6923620700836182,-54.878028869628906,-15.514806270599365,-39.363277435302734
0,14,466,near,1.5502625703811646,-0.25185897946357727,-51.28899383544922,-14.656394481658936,-36.63266372680664
0,14,714,near,1.5560741424560547,-0.7594372630119324,-56.84593963623047,-14.809056758880615,-42.03693771362305
0,14,611,near,1.556146502494812,-0.5030032396316528,-42.52672576904297,-14.353496074676514,-28.173290252685547
0,14,743,near,1.5581886768341064,-0.6239171624183655,-52.551658630371094,-18.76784086227417,-33.783878326416016
0,14,543,near,1.5581886768341064,-0.5963354706764221,-43.77997589111328,-15.34525442123413,-28.434772491455078
0,14,604,near,1.562607765197754,-0.7895044088363647,-31.958518981933594,-17.91146993637085,-14.047100067138672
0,14,642,near,1.5639783143997192,-0.7230031490325928,-31.55370330810547,-18.268846035003662,-13.284923553466797
0,14,828,near,1.564012050628662,-0.6756507158279419,-43.71477508544922,-14.265594005584717,-29.449230194091797
0,14,644,near,1.5643467903137207,-0.5459861755371094,-38.981956481933594,-17.683974742889404,-21.298046112060547
0,14,309,near,1.5646272897720337,-0.6264246702194214,-56.45372772216797,-16.710235118865967,-39.74356460571289
0,14,511,near,1.5652700662612915,-0.42303556203842163,-58.091575622558594,-15.490926265716553,-42.600711822509766
0,14,546,near,1.5654923915863037,-0.6486307978630066,-54.406333923339844,-15.776122570037842,-38.63026809692383
0,14,770,near,1.569427490234375,-1.00177001953125,-53.647239685058594,-20.56087064743042,-33.0864143371582
0,14,737,near,1.570655107498169,-0.7681539058685303,-48.777366638183594,-13.244409084320068,-35.533016204833984
0,14,1838,near,1.5741841793060303,-0.6347055435180664,-54.34931182861328,-17.437869548797607,-36.911502838134766
0,14,625,near,1.5767227411270142,-0.4668408930301666,-59.728187561035156,-15.58678388595581,-44.14146041870117
0,14,587,near,1.5792691707611084,-0.6355371475219727,-53.789573669433594,-14.758317470550537,-39.031314849853516
0,14,617,near,1.58155357837677,-0.48022598028182983,-47.171897888183594,-16.426616191864014,-30.745342254638672
0,14,347,near,1.5820907354354858,-0.87058424949646,-52.368797302246094,-17.80499792098999,-34.5638542175293
0,14,1595,near,1.5824068784713745,-0.7934126257896423,-74.7458267211914,-17.460790157318115,-57.285099029541016
0,14,836,near,1.5832232236862183,-0.7058972716331482,-65.5182113647461,-17.82006025314331,-47.69820022583008
0,14,1114,near,1.5843225717544556,-0.8294999003410339,-60.063331604003906,-20.48036527633667,-39.58302688598633
0,14,734,near,1.5856331586837769,-0.5246263742446899,-52.57103729248047,-16.26035451889038,-36.310733795166016
0,14,787,near,1.5864214897155762,-0.48616304993629456,-52.874961853027344,-16.125155925750732,-36.74985885620117
