seq_id,pos,cand_id,stratum,dist,surrogate,true_delta,true_delta_self,true_delta_future
0,14,11,near,1.0958458185195923,0.24908573925495148,-31.79302978515625,-9.044864058494568,-22.748184204101562
0,14,13,near,1.146373987197876,0.03407556191086769,-35.45611572265625,0.7208206653594971,-36.176963806152344
0,14,290,near,1.1593420505523682,0.14724603295326233,-45.230255126953125,-12.922519087791443,-32.307762145996094
0,14,286,near,1.2235074043273926,0.06038413196802139,-48.587158203125,-13.223352789878845,-35.36381530761719
0,14,284,near,1.2360936403274536,0.1548154056072235,-53.28013610839844,-12.550461173057556,-40.72969055175781
0,14,287,near,1.2393251657485962,0.06462143361568451,-46.84468078613281,-13.05048406124115,-33.794212341308594
0,14,357,near,1.2705532312393188,0.06214996427297592,-43.472900390625,-16.27822244167328,-27.19470977783203
0,14,338,near,1.281787395477295,0.19151605665683746,-60.53253173828125,-13.49349820613861,-47.03904724121094
0,14,318,near,1.291475534439087,-0.21846412122249603,-43.81336975097656,-16.052472472190857,-27.76091766357422
0,14,329,near,1.2945623397827148,0.023288503289222717,-52.53071594238281,-12.990086913108826,-39.54064178466797
0,14,319,near,1.3116869926452637,0.01864364929497242,-56.22114562988281,-14.424067854881287,-41.79710388183594
0,14,326,near,1.3280912637710571,-0.003821220248937607,-46.52964782714844,-14.449232459068298,-32.08042907714844
0,14,393,near,1.341539740562439,-0.025625940412282944,-34.80767822265625,-14.467638373374939,-20.340065002441406
0,14,351,near,1.348292589187622,-0.021610256284475327,-59.985137939453125,-15.213229537010193,-44.77192687988281
0,14,257,near,1.352995753288269,-0.01842363364994526,-23.808395385742188,-15.339341521263123,-8.469078063964844
0,14,262,near,1.3568470478057861,0.05863560736179352,-39.216766357421875,-16.433762907981873,-22.78302001953125
0,14,14,near,1.3571603298187256,0.06991744041442871,-22.75653076171875,-11.541418433189392,-11.215126037597656
0,14,468,near,1.3573822975158691,-0.28608840703964233,-39.93400573730469,-16.387656569480896,-23.546371459960938
0,14,379,near,1.3585575819015503,-0.05934209004044533,-60.223541259765625,-14.752538084983826,-45.47100830078125
0,14,355,near,1.3626431226730347,-0.04059426113963127,-46.048858642578125,-15.018666625022888,-31.03021240234375
0,14,25,near,1.3639681339263916,0.0008973851799964905,-24.537078857421875,-14.433178305625916,-10.103923797607422
0,14,373,near,1.3685380220413208,-0.3253953754901886,-48.44329833984375,-14.648085951805115,-33.79523468017578
0,14,198,near,1.3691285848617554,-0.4894738793373108,-62.35528564453125,-23.36165177822113,-38.99365234375
0,14,422,near,1.3835312128067017,-0.05095687508583069,-57.001007080078125,-13.879457831382751,-43.12156677246094
0,14,281,near,1.4019551277160645,-0.13558167219161987,-39.232177734375,-18.473344206809998,-20.75885772705078
0,14,26,near,1.4029572010040283,-0.12746462225914001,-44.968536376953125,-12.435280203819275,-32.53327178955078
0,14,416,near,1.4068284034729004,-0.03096732124686241,-47.782928466796875,-14.975547194480896,-32.80738830566406
0,14,389,near,1.425580620765686,-0.3229830861091614,-46.444488525390625,-18.673468947410583,-27.771026611328125
0,14,340,near,1.4308011531829834,-0.16616731882095337,-42.662322998046875,-16.772679686546326,-25.889663696289062
0,14,8,near,1.441632628440857,-0.2948746085166931,-43.6011962890625,-13.563051581382751,-30.03814697265625
0,14,428,near,1.4519366025924683,-0.19382159411907196,-47.6046142578125,-16.59007203578949,-31.014556884765625
0,14,366,near,1.4524348974227905,-0.2100398987531662,-45.30442810058594,-19.415215849876404,-25.88922882080078
