llama3-8b.dls.policy.mh.gn.free.s50	40	python run_experiment.py --sampler dls --method policy --mh --grad_norm --steps 50 --model_path /mount/arbeitsdaten31/studenten1/singhsk/models/llama3-8b --model_tag llama3-8b --dtype float32 --eps_start 0.1 --eps_end 0.001 --n_samples 200 --wandb_project ctg-langevin-thesis --wandb_group llama3-8b.dls_traj_50 --run_name llama3-8b.dls.policy.mh.gn.free.s50 --out_dir results_llama
llama3-8b.dls.policy.mh.gn.free.s100	40	python run_experiment.py --sampler dls --method policy --mh --grad_norm --steps 100 --model_path /mount/arbeitsdaten31/studenten1/singhsk/models/llama3-8b --model_tag llama3-8b --dtype float32 --eps_start 0.1 --eps_end 0.001 --n_samples 200 --wandb_project ctg-langevin-thesis --wandb_group llama3-8b.dls_traj_100 --run_name llama3-8b.dls.policy.mh.gn.free.s100 --out_dir results_llama
llama3-8b.dls.grad_norm_preserved_random_dir.mh.gn.free.s50	40	python run_experiment.py --sampler dls --method grad_norm_preserved_random_dir --mh --grad_norm --steps 50 --model_path /mount/arbeitsdaten31/studenten1/singhsk/models/llama3-8b --model_tag llama3-8b --dtype float32 --eps_start 0.1 --eps_end 0.001 --n_samples 200 --wandb_project ctg-langevin-thesis --wandb_group llama3-8b.dls_traj_50 --run_name llama3-8b.dls.grad_norm_preserved_random_dir.mh.gn.free.s50 --out_dir results_llama
llama3-8b.dls.grad_norm_preserved_random_dir.mh.gn.free.s100	40	python run_experiment.py --sampler dls --method grad_norm_preserved_random_dir --mh --grad_norm --steps 100 --model_path /mount/arbeitsdaten31/studenten1/singhsk/models/llama3-8b --model_tag llama3-8b --dtype float32 --eps_start 0.1 --eps_end 0.001 --n_samples 200 --wandb_project ctg-langevin-thesis --wandb_group llama3-8b.dls_traj_100 --run_name llama3-8b.dls.grad_norm_preserved_random_dir.mh.gn.free.s100 --out_dir results_llama
llama3-8b.dls.random.mh.gn.free.s50	40	python run_experiment.py --sampler dls --method random --mh --grad_norm --steps 50 --model_path /mount/arbeitsdaten31/studenten1/singhsk/models/llama3-8b --model_tag llama3-8b --dtype float32 --eps_start 0.1 --eps_end 0.001 --n_samples 200 --wandb_project ctg-langevin-thesis --wandb_group llama3-8b.dls_traj_50 --run_name llama3-8b.dls.random.mh.gn.free.s50 --out_dir results_llama
llama3-8b.dls.random.mh.gn.free.s100	40	python run_experiment.py --sampler dls --method random --mh --grad_norm --steps 100 --model_path /mount/arbeitsdaten31/studenten1/singhsk/models/llama3-8b --model_tag llama3-8b --dtype float32 --eps_start 0.1 --eps_end 0.001 --n_samples 200 --wandb_project ctg-langevin-thesis --wandb_group llama3-8b.dls_traj_100 --run_name llama3-8b.dls.random.mh.gn.free.s100 --out_dir results_llama
llama3-8b.dls.policy.nomh.gn.free.s50	40	python run_experiment.py --sampler dls --method policy --grad_norm --steps 50 --model_path /mount/arbeitsdaten31/studenten1/singhsk/models/llama3-8b --model_tag llama3-8b --dtype float32 --eps_start 0.1 --eps_end 0.001 --n_samples 200 --wandb_project ctg-langevin-thesis --wandb_group llama3-8b.dls_traj_50 --run_name llama3-8b.dls.policy.nomh.gn.free.s50 --out_dir results_llama
llama3-8b.dls.policy.nomh.gn.free.s100	40	python run_experiment.py --sampler dls --method policy --grad_norm --steps 100 --model_path /mount/arbeitsdaten31/studenten1/singhsk/models/llama3-8b --model_tag llama3-8b --dtype float32 --eps_start 0.1 --eps_end 0.001 --n_samples 200 --wandb_project ctg-langevin-thesis --wandb_group llama3-8b.dls_traj_100 --run_name llama3-8b.dls.policy.nomh.gn.free.s100 --out_dir results_llama
llama3-8b.dls.policy.nomh.gn.oracle.s50	40	python run_experiment.py --sampler dls --method policy --grad_norm --oracle --steps 50 --model_path /mount/arbeitsdaten31/studenten1/singhsk/models/llama3-8b --model_tag llama3-8b --dtype float32 --eps_start 0.1 --eps_end 0.001 --n_samples 200 --wandb_project ctg-langevin-thesis --wandb_group llama3-8b.dls_oracle --run_name llama3-8b.dls.policy.nomh.gn.oracle.s50 --out_dir results_llama
llama3-8b.dls.grad_norm_preserved_random_dir.nomh.gn.free.s50	40	python run_experiment.py --sampler dls --method grad_norm_preserved_random_dir --grad_norm --steps 50 --model_path /mount/arbeitsdaten31/studenten1/singhsk/models/llama3-8b --model_tag llama3-8b --dtype float32 --eps_start 0.1 --eps_end 0.001 --n_samples 200 --wandb_project ctg-langevin-thesis --wandb_group llama3-8b.dls_traj_50 --run_name llama3-8b.dls.grad_norm_preserved_random_dir.nomh.gn.free.s50 --out_dir results_llama
